simulation_time	physical_time	Enedis.weighed_curtailment_rate_consumption	Enedis.weighed_curtailment_rate_production	general_aggregator.weighed_curtailment_rate_consumption	general_aggregator.weighed_curtailment_rate_production	Local_DHN.weighed_curtailment_rate_consumption	Local_DHN.weighed_curtailment_rate_production	gas_aggregator.weighed_curtailment_rate_consumption	gas_aggregator.weighed_curtailment_rate_production	
150	2019-01-13 12:00:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
151	2019-01-13 14:00:00	None	0.0	2.0400144237903915e-16	0.0	None	0.0	None	1.0	
152	2019-01-13 16:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
153	2019-01-13 18:00:00	None	0.0	2.0641678714888705e-16	0.0	0.0	0.0	None	1.0	
154	2019-01-13 20:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
155	2019-01-13 22:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
156	2019-01-14 00:00:00	None	0.0	0.0	0.0	0.0	0.0	None	0.0	
157	2019-01-14 02:00:00	None	0.0	0.0	0.0	0.0	0.0	None	0.0	
158	2019-01-14 04:00:00	None	0.0	0.0	0.0	0.0	0.0	None	0.2	
159	2019-01-14 06:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
160	2019-01-14 08:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
161	2019-01-14 10:00:00	None	0.0	0.0	1.395642529262983e-16	0.0	1.4668194255016948e-16	None	1.0	
162	2019-01-14 12:00:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
163	2019-01-14 14:00:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
164	2019-01-14 16:00:00	None	0.0	0.0	1.4001995434961245e-16	0.0	1.4668244562249537e-16	None	1.0	
165	2019-01-14 18:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
166	2019-01-14 20:00:00	None	0.0	1.8221283610327997e-16	0.0	0.0	0.0	None	1.0	
167	2019-01-14 22:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
