simulation_time	physical_time	dummy_complete_profile_0_ElectricDam_0.energy	dummy_complete_profile_0_ElectricDam_0.money	
149	2019-01-13 10:00:00	-282.69712832400006	0.1332	
150	2019-01-13 12:00:00	-263.5466776956	0.1441	
151	2019-01-13 14:00:00	-278.13749722200004	0.1214	
152	2019-01-13 16:00:00	-327.83747623380003	0.1166	
153	2019-01-13 18:00:00	-322.36591891140006	0.179	
154	2019-01-13 20:00:00	-299.5677634014001	0.2157	
155	2019-01-13 22:00:00	-266.738419467	0.2281	
156	2019-01-14 00:00:00	-264.0026408058	0.2	
157	2019-01-14 02:00:00	-258.53108348340004	0.155	
158	2019-01-14 04:00:00	-267.6503456874001	0.0855	
159	2019-01-14 06:00:00	-282.2411652138	0.0669	
160	2019-01-14 08:00:00	-280.41731277300005	0.1524	
161	2019-01-14 10:00:00	-247.13200572840003	0.1332	
162	2019-01-14 12:00:00	-244.39622706720004	0.1441	
163	2019-01-14 14:00:00	-266.738419467	0.1214	
164	2019-01-14 16:00:00	-264.458603916	0.1166	
165	2019-01-14 18:00:00	-296.37602163	0.179	
166	2019-01-14 20:00:00	-342.42829576020006	0.2157	
167	2019-01-14 22:00:00	-411.73468851060005	0.2281	
