time;Conso_min
203;1334,159719
204;1444,784696
205;1455,320408
206;1402,641848
207;1344,695431
208;1307,820439
209;1422,321135
210;1236,554036
211;1273,429028
212;1336,643301
213;1410,393285
214;1489,411126
215;1422,321135
216;1432,856847
217;1459,196127
218;1480,267551
219;1485,535407
220;1517,142544
221;1538,213968
222;1721,196793
223;1768,607497
224;1975,446021
225;1776,659628
226;1571,213242
227;1323,624007
228;1133,981189
229;1065,49906
230;1065,49906
231;1049,695492
232;1049,695492
233;1237,946173
234;1131,196914
235;1257,62546
236;1331,375445
237;1394,589717
238;1415,661141
239;1338,035438
240;1474,999695
241;1496,07112
242;1522,4104
243;1548,74968
244;1459,196127
245;1406,517567
246;1478,875414
247;1415,661141
248;1522,4104
249;1286,749015
250;1223,534742
251;1133,981189
252;1065,49906
253;1023,356212
254;1012,8205
255;1049,695492
256;1112,909765
257;1348,57115
258;1315,571876
259;1310,30402
260;1173,339763
261;1120,661202
262;1115,393346
263;948,2140899
264;942,9462338
265;1185,267612
266;1385,446142
267;1469,731839
268;1590,892529
269;1659,374657
270;1873,964618
271;1942,446747
272;2154,553126
273;1939,963165
274;1713,445355
275;1465,856121
276;1276,213303
277;1160,320469
278;1086,570485
279;1033,891924
280;1091,838341
281;1364,374718
282;1357,714725
283;1563,161111
284;1705,393224
285;1773,875353
286;1868,696762
287;1849,017475
288;1891,160324
289;1928,035316
290;1954,374596
291;1949,10674
292;1901,696036
293;1906,963892
294;2026,732444
295;2016,196732
296;2053,071724
297;1952,982459
298;1784,411065
299;1631,64324
300;1436,732566
301;1262,893316
302;1178,607619
303;1147,000483
304;1120,661202
305;1157,536195
306;1257,62546
307;1247,089748
308;1125,929058
309;988,964801
310;846,7326875
311;568,9284539
312;484,642757
313;484,642757
314;510,9820373
315;553,1248858
316;574,19631
317;568,9284539
318;715,0362862
319;746,6434225
320;767,7148467
321;778,2505588
322;715,0362862
323;614,9470211
324;514,8577561
325;377,8934986
326;298,8756578
327;304,1435139
328;341,0185063
329;420,0363471
330;493,7863318
331;525,3934682
332;535,9291803
333;557,0006045
334;583,3398848
335;458,3034768
336;437,2320526
337;426,6963404
338;442,4999086
339;458,3034768
340;426,6963404
341;358,2142117
342;446,3756274
343;446,3756274
344;637,4105826
345;533,4455988
346;533,4455988
347;464,9634701
348;385,9456293
349;327,9992127
350;275,3206522
351;275,3206522
352;317,4635006
353;537,3213176
354;467,4470516
355;535,9291803
356;562,2684606
357;572,8041727
358;562,2684606
359;405,6249162
360;421,4284844
361;453,0356207
362;442,4999086
363;447,7677647
364;484,642757
365;547,8570297
366;757,1791346
367;809,8576951
368;985,0890823
369;754,6955531
370;580,8563033
371;401,7491975
372;264,78494
373;201,5706674
374;171,9314598
375;124,1727209
376;130,5405528
377;416,1606283
378;441,1077713
379;572,8041727
380;641,2863014
381;657,0898695
382;662,3577256
383;537,3213176
384;521,5177494
385;500,4463252
386;468,8391889
387;447,7677647
388;453,0356207
389;468,8391889
390;662,3577256
391;767,7148467
392;1032,499787
393;870,5883864
394;659,8741442
395;443,8920459
396;291,1242203
397;159,1957961
398;101,8853095
399;108,2531413
400;168,7475438
401;400,3570602
402;372,6256426
403;535,9291803
404;630,7505893
405;693,9648619
406;709,7684301
407;584,7320221
408;690,0891432
409;800,7141203
410;784,9105522
411;742,7677037
412;690,0891432
413;621,6070145
414;783,5184149
415;904,6791041
416;1158,928332
417;896,9276666
418;607,1955836
419;317,4635006
420;152,8279642
421;82,78181395
422;31,83915921
423;31,83915921
424;85,96572988
425;289,732083
426;288,3399457
427;483,2506197
428;620,2148772
429;730,8398543
430;820,3934072
431;716,4284235
432;690,0891432
433;705,8927113
434;721,6962795
435;705,8927113
436;726,9641356
437;742,7677037
438;888,875536
439;941,5540965
440;1127,321196
441;881,1240985
442;617,7312957
443;343,8027809
444;149,6440483
445;50,94265474
446;31,83915921
447;73,23006619
448;159,1957961
449;426,6963404
450;388,4292108
451;509,5899
452;620,2148772
453;736,1077104
454;783,5184149
455;705,8927113
456;742,7677037
457;758,5712719
458;837,5891127
459;932,4105217
460;937,6783778
461;884,9998172
462;1004,768369
463;999,5005131
464;899,4112481
465;699,232718
466;451,6434834
467;304,1435139
468;230,3935291
469;219,857817
470;283,0720897
471;288,3399457
472;293,6078018
473;335,7506502
474;414,768491
475;493,7863318
476;535,9291803
477;530,6613242
478;557,0006045
479;510,9820373
480;574,19631
481;642,6784387
482;763,8391279
483;853,3926809
484;816,5176885
485;790,1784082
486;862,5362557
487;836,1969754
488;878,3398239
489;820,3934072
490;709,7684301
491;593,8755969
492;520,1256121
493;493,7863318
494;509,5899
495;499,0541879
496;509,5899
497;625,4827332
498;751,9112785
499;841,4648315
500;925,7505283
501;983,6969449
502;1041,643362
503;937,6783778
504;906,0712414
505;906,0712414
506;863,928393
507;858,6605369
508;921,8748096
509;942,9462338
510;1036,375505
511;946,8219526
512;1053,571211
513;865,3205303
514;786,3026895
515;723,0884168
516;680,9455684
517;649,338432
518;622,9991518
519;612,4634397
520;665,1420002
521;916,6069535
522;883,6076799
523;1004,768369
524;1141,732627
525;1336,643301
526;1463,071846
527;1348,57115
528;1348,57115
529;1327,499726
530;1327,499726
531;1385,446142
532;1448,660415
533;1564,553248
534;1747,536073
535;1705,393224
536;1864,821043
537;1571,213242
538;1297,284727
539;1112,909765
540;975,9455074
541;896,9276666
542;849,5169621
543;844,2491061
544;886,3919545
545;1085,178347
546;1004,768369
547;1125,929058
548;1204,946899
549;1299,768308
550;1389,321861
551;1327,499726
552;1427,588991
553;1485,535407
554;1464,463983
555;1448,660415
556;1601,428241
557;1743,660354
558;1863,428906
559;1895,036042
560;2059,731717
561;1729,248923
562;1497,463257
563;1265,67759
564;1033,891924
565;870,5883864
566;738,891985
567;654,6062881
568;628,2670078
569;921,8748096
570;941,5540965
571;1120,661202
572;1283,96474
573;1362,982581
574;1499,946838
575;1517,142544
576;1575,08896
577;1580,356816
578;1606,696097
579;1517,142544
580;1490,803264
581;1606,696097
582;1805,482489
583;1837,089626
584;2038,660293
585;1792,463196
586;1434,248984
587;1123,445477
588;928,534803
589;791,5705455
590;728,3562729
591;659,8741442
592;644,070576
593;832,3212567
594;704,500574
595;725,5719983
596;846,7326875
597;904,6791041
598;809,8576951
599;653,2141508
600;653,2141508
601;647,9462947
602;690,0891432
603;748,0355598
604;827,0534006
605;958,749802
606;1025,839793
607;946,8219526
608;1122,05334
609;912,7312348
610;844,2491061
611;786,3026895
612;765,2312653
613;754,6955531
614;749,4276971
615;749,4276971
616;765,2312653
617;948,2140899
618;909,9469602
619;1120,661202
620;1204,946899
621;1157,536195
622;1168,071907
623;1106,249772
624;1153,660476
625;1190,535468
626;1222,142605
627;1280,089021
628;1332,767582
629;1327,499726
630;1447,268278
631;1499,946838
632;1547,357543
633;1542,089687
634;1489,411126
635;1320,839732
636;1125,929058
637;978,4290889
638;799,321983
639;688,6970059
640;672,8934377
641;704,500574
642;778,2505588
643;862,5362557
644;909,9469602
645;962,6255207
646;1025,839793
647;958,749802
648;1021,964075
649;1053,571211
650;1090,446203
651;1137,856908
652;1169,464044
653;1211,606893
654;1373,518293
655;1389,321861
656;1394,589717
657;1341,911157
658;1210,214755
659;1025,839793
660;825,6612633
661;672,8934377
662;578,0720287
663;514,8577561
664;499,0541879
665;541,1970363
666;641,2863014
667;741,3755664
668;852,0005436
669;920,4826723
670;983,6969449
671;969,2855141
672;1058,839067
673;1122,05334
674;1137,856908
675;1259,017597
676;1453,928271
677;1427,588991
678;1499,946838
679;1584,232535
680;1769,999634
681;1439,51684
682;1170,856181
683;949,6062272
684;823,1776819
685;781,0348334
686;738,891985
687;738,891985
688;759,9634092
689;932,4105217
690;815,1255512
691;862,5362557
692;904,6791041
693;946,8219526
694;1010,036225
695;969,2855141
696;1090,446203
697;1243,214029
698;1253,749741
699;1222,142605
700;1311,696158
701;1432,856847
702;1615,839672
703;1605,303959
704;1733,124642
705;1455,320408
706;1260,409734
707;1070,766916
708;928,534803
709;838,98125
710;770,4991213
711;723,0884168
712;712,5527047
713;884,9998172
714;794,054127
715;862,5362557
716;925,7505283
717;967,8933768
718;957,3576647
719;858,6605369
720;895,5355293
721;995,6247944
722;1185,267612
723;1253,749741
724;1127,321196
725;1027,231931
726;1136,464771
727;1136,464771
728;1322,23187
729;1160,320469
730;1070,766916
731;923,2669469
732;828,4455379
733;802,1062576
734;781,0348334
735;812,6419697
736;891,6598106
737;1090,446203
738;973,1612328
739;1020,571937
740;1020,571937
741;1036,375505
742;1062,714786
743;969,2855141
744;1116,785484
745;1179,999756
746;1058,839067
747;1000,89265
748;995,6247944
749;1016,696219
750;1220,750467
751;1252,357604
752;1395,981855
753;1234,070454
754;1186,65975
755;1107,641909
756;1054,963348
757;1039,15978
758;1023,356212
759;975,9455074
760;939,0705151
761;1079,910491
762;931,0183844
763;1041,643362
764;1252,357604
765;1283,96474
766;1204,946899
767;1116,785484
768;1206,339037
769;1243,214029
770;1174,7319
771;1111,517628
772;1053,571211
773;1027,231931
774;1162,804051
775;1183,875475
776;1427,588991
777;1302,552583
778;1197,195462
779;1128,713333
780;1070,766916
781;1018,088356
782;1039,15978
783;1065,49906
784;1107,641909
785;1295,892589
786;1194,411187
787;1294,500452
788;1352,446869
789;1373,518293
790;1394,589717
791;1316,964014
792;1369,642574
793;1417,053279
794;1411,785423
795;1380,178286
796;1422,321135
797;1438,124703
798;1536,821831
799;1542,089687
800;1542,089687
801;1521,018263
802;1442,000422
803;1305,036164
804;1236,554036
805;1173,339763
806;1031,107649
807;983,6969449
808;999,5005131
809;994,2326571
810;1004,768369
811;1015,304081
812;1025,839793
813;1052,179074
814;1083,78621
815;969,2855141
816;995,6247944
817;1021,964075
818;1043,035499
819;1058,839067
820;1053,571211
821;1048,303355
822;1194,411187
823;1204,946899
824;1168,071907
825;1120,661202
826;1031,107649
827;983,6969449
828;994,2326571
829;957,3576647
830;888,875536
831;809,8576951
832;762,4469906
833;772,9827028
834;809,8576951
835;878,3398239
836;941,5540965
837;957,3576647
838;973,1612328
839;879,7319612
840;921,8748096
841;974,5533701
842;1011,428363
843;1032,499787
844;1058,839067
845;1079,910491
846;1231,28618
847;1247,089748
848;1432,856847
849;1307,820439
850;1334,159719
851;1381,570424
852;1407,909704
853;1413,17756
854;1397,373992
855;1371,034712
856;1371,034712
857;1501,338976
858;1331,375445
859;1410,393285
860;1447,268278
861;1431,46471
862;1468,339702
863;1364,374718
864;1306,428302
865;1253,749741
866;1243,214029
867;1280,089021
868;1343,303294
869;1401,249711
870;1589,500391
871;1631,64324
872;1796,338915
873;1592,284666
874;1476,391833
875;1307,820439
876;1202,463318
877;1170,856181
878;1144,516901
879;1102,374053
880;1081,302629
881;1232,678317
882;1162,804051
883;1336,643301
884;1442,000422
885;1505,214694
886;1552,625399
887;1459,196127
888;1596,160385
889;1722,58893
890;1780,535347
891;1854,285331
892;1912,231748
893;1928,035316
894;2000,393164
895;1963,518171
896;2096,60671
897;1734,516779
898;1476,391833
899;1334,159719
900;1223,534742
901;1160,320469
902;1065,49906
903;1060,231204
904;1133,981189
905;1285,356877
906;1157,536195
907;1226,018323
908;1278,696884
909;1389,321861
910;1510,48255
911;1432,856847
912;1438,124703
913;1496,07112
914;1601,428241
915;1659,374657
916;1722,58893
917;1791,071059
918;1931,911035
919;1873,964618
920;1954,374596
921;1692,373931
922;1544,873961
923;1381,570424
924;1228,802598
925;1128,713333
926;1033,891924
927;997,0169317
928;1002,284788
929;1164,196188
930;1025,839793
931;1089,054066
932;1168,071907
933;1241,821892
934;1336,643301
935;1306,428302
936;1438,124703
937;1617,231809
938;1759,463922
939;1870,088899
940;1912,231748
941;1812,142483
942;1831,82177
943;1900,303898
944;2165,088839
945;1818,802476
946;1486,927545
947;1265,67759
948;1149,784757
949;1118,177621
950;1091,838341
951;1170,856181
952;1202,463318
953;1348,57115
954;1294,500452
955;1436,732566
956;1573,696823
957;1663,250376
958;1758,071785
959;1690,981794
960;1743,660354
961;1759,463922
962;1701,517506
963;1633,035377
964;1569,821104
965;1548,74968
966;1647,446808
967;1615,839672
968;1636,911096
969;1652,714664
970;1615,839672
971;1573,696823
972;1515,750406
973;1447,268278
974;1347,179013
975;1241,821892
976;1215,482611
977;1252,357604
978;1331,375445
979;1431,46471
980;1526,286119
981;1600,036103
982;1657,98252
983;1569,821104
984;1627,767521
985;1669,910369
986;1685,713938
987;1690,981794
988;1680,446081
989;1706,785362
990;1868,696762
991;1926,643179
992;1916,107467
993;1747,536073
994;1521,018263
995;1278,696884
996;1152,268339
997;1147,000483
998;1089,054066
999;1173,339763
1000;1252,357604
1001;1173,339763
1002;1305,036164
1003;1578,964679
1004;1747,536073
1005;1842,357482
1006;1963,518171
1007;1906,963892
1008;1585,624673
1009;1611,963953
1010;1664,642513
1011;1780,535347
1012;1901,696036
1013;1896,42818
1014;1952,982459
1015;1937,178891
1016;2075,535286
1017;1818,802476
1018;1681,838219
1019;1539,606105
1020;1397,373992
1021;1265,67759
1022;1207,731174
1023;1165,588325
1024;1149,784757
1025;1322,23187
1026;1247,089748
1027;1394,589717
1028;1478,875414
1029;1552,625399
1030;1615,839672
1031;1543,481824
1032;1675,178225
1033;1754,196066
1034;1685,713938
1035;1754,196066
1036;1933,303172
1037;2017,588869
1038;2063,607436
1039;2016,196732
1040;2138,749558
1041;1781,927484
1042;1581,748954
1043;1413,17756
1044;1270,945447
1045;1165,588325
1046;1039,15978
1047;949,6062272
1048;928,534803
1049;1106,249772
1050;1036,375505
1051;1183,875475
1052;1368,250437
1053;1410,393285
1054;1452,536134
1055;1453,928271
1056;1527,678256
1057;1585,624673
1058;1585,624673
1059;1559,285392
1060;1606,696097
1061;1633,035377
1062;1731,732505
1063;1721,196793
1064;1806,874627
1065;1428,981128
1066;1155,052613
1067;960,1419393
1068;833,713394
1069;749,4276971
1070;728,3562729
1071;749,4276971
1072;796,8384016
1073;990,3569383
1074;862,5362557
1075;915,2148162
1076;962,6255207
1077;1004,768369
1078;973,1612328
1079;800,7141203
1080;805,9819764
1081;821,7855446
1082;842,8569688
1083;853,3926809
1084;848,1248248
1085;832,3212567
1086;941,5540965
1087;931,0183844
1088;1106,249772
1089;944,3383711
1090;886,3919545
1091;902,1955227
1092;923,2669469
1093;865,3205303
1094;775,7669774
1095;659,8741442
1096;591,3920154
1097;695,3569992
1098;520,1256121
1099;578,0720287
1100;625,4827332
1101;688,6970059
1102;751,9112785
1103;663,7498629
1104;705,8927113
1105;737,4998477
1106;763,8391279
1107;784,9105522
1108;832,3212567
1109;874,4641051
1110;999,5005131
1111;999,5005131
1112;1179,999756
1113;1018,088356
1114;923,2669469
1115;817,9098258
1116;807,3741137
1117;791,5705455
1118;770,4991213
1119;817,9098258
1120;849,5169621
1121;990,3569383
1122;830,9291194
1123;883,6076799
1124;936,2862405
1125;946,8219526
1126;962,6255207
1127;927,1426656
1128;1048,303355
1129;1106,249772
1130;1132,589052
1131;1158,928332
1132;1190,535468
1133;1216,874749
1134;1283,96474
1135;1189,143331
1136;1110,12549
1137;1025,839793
1138;920,4826723
1139;809,8576951
1140;704,500574
1141;614,9470211
1142;567,5363166
1143;583,3398848
1144;604,411309
1145;651,8220135
1146;762,4469906
1147;852,0005436
1148;904,6791041
1149;952,0898086
1150;1036,375505
1151;1032,499787
1152;1169,464044
1153;1259,017597
1154;1259,017597
1155;1190,535468
1156;1137,856908
1157;1158,928332
1158;1362,982581
1159;1436,732566
1160;1373,518293
1161;1162,804051
1162;915,2148162
1163;804,5898391
1164;852,0005436
1165;852,0005436
1166;725,5719983
1167;741,3755664
1168;725,5719983
1169;662,3577256
1170;825,6612633
1171;1010,036225
1172;1125,929058
1173;1247,089748
1174;1378,786149
1175;1338,035438
1176;1332,767582
1177;1259,017597
1178;1264,285453
1179;1359,106862
1180;1448,660415
1181;1485,535407
1182;1605,303959
1183;1568,428967
1184;1648,838945
1185;1376,302568
1186;1265,67759
1187;1202,463318
1188;1123,445477
1189;970,6776514
1190;854,7848182
1191;844,2491061
1192;881,1240985
1193;1027,231931
1194;878,3398239
1195;946,8219526
1196;1062,714786
1197;1173,339763
1198;1210,214755
1199;1148,39262
1200;1216,874749
1201;1285,356877
1202;1353,839006
1203;1532,946112
1204;1617,231809
1205;1569,821104
1206;1737,000361
1207;1731,732505
1208;1812,142483
1209;1502,731113
1210;1297,284727
1211;1176,124038
1212;1097,106197
1213;1023,356212
1214;1033,891924
1215;1065,49906
1216;1086,570485
1217;1232,678317
1218;1104,857634
1219;1162,804051
1220;1226,018323
1221;1283,96474
1222;1326,107589
1223;1301,160446
1224;1406,517567
1225;1490,803264
1226;1590,892529
1227;1643,571089
1228;1669,910369
1229;1801,606771
1230;2026,732444
1231;1995,125307
1232;2038,660293
1233;1729,248923
1234;1613,35609
1235;1497,463257
1236;1349,963287
1237;1297,284727
1238;1297,284727
1239;1249,874022
1240;1260,409734
1241;1443,392559
1242;1336,643301
1243;1499,946838
1244;1636,911096
1245;1726,464649
1246;1805,482489
1247;1738,392498
1248;1838,481763
1249;1912,231748
1250;1922,76746
1251;1943,838884
1252;1996,517445
1253;2028,124581
1254;2137,357421
1255;2095,214573
1256;2122,94599
1257;1802,998908
1258;1623,891802
1259;1492,195401
1260;1439,51684
1261;1392,106136
1262;1355,231143
1263;1318,356151
1264;1297,284727
1265;1411,785423
1266;1262,893316
1267;1320,839732
1268;1362,982581
1269;1347,179013
1270;1262,893316
1271;1053,571211
1272;1011,428363
1273;1027,231931
1274;1053,571211
1275;1048,303355
1276;985,0890823
1277;964,017658
1278;1125,929058
1279;1147,000483
1280;1348,57115
1281;1197,195462
1282;1128,713333
1283;997,0169317
1284;838,98125
1285;723,0884168
1286;575,5884473
1287;501,8384625
1288;554,5170231
1289;737,4998477
1290;641,2863014
1291;757,1791346
1292;852,0005436
1293;931,0183844
1294;983,6969449
1295;911,3390975
1296;937,6783778
1297;969,2855141
1298;979,8212262
1299;985,0890823
1300;1027,231931
1301;1069,374779
1302;1247,089748
1303;1310,30402
1304;1215,482611
1305;873,0719678
1306;578,0720287
1307;499,0541879
1308;488,5184758
1309;456,9113395
1310;483,2506197
1311;446,3756274
1312;409,500635
1313;514,8577561
1314;672,8934377
1315;809,8576951
1316;894,143392
1317;973,1612328
1318;999,5005131
1319;879,7319612
1320;958,749802
1321;906,0712414
1322;937,6783778
1323;1069,374779
1324;1027,231931
1325;1000,89265
1326;1041,643362
1327;920,4826723
1328;799,321983
1329;630,7505893
1330;499,0541879
1331;414,768491
1332;335,7506502
1333;293,6078018
1334;277,8042336
1335;293,6078018
1336;362,0899305
1337;420,0363471
1338;477,9827637
1339;525,3934682
1340;541,1970363
1341;557,0006045
1342;620,2148772
1343;526,7856055
1344;500,4463252
1345;474,1070449
1346;458,3034768
1347;447,7677647
1348;442,4999086
1349;442,4999086
1350;562,2684606
1351;541,1970363
1352;711,1605674
1353;565,0527352
1354;538,7134549
1355;512,3741746
1356;464,9634701
1357;359,606349
1358;254,2492279
1359;201,5706674
1360;201,5706674
1361;363,4820678
1362;246,1970973
1363;356,8220744
1364;441,1077713
1365;541,1970363
1366;693,9648619
1367;674,285575
1368;726,9641356
1369;769,106984
1370;811,2498324
1371;858,6605369
1372;869,196249
1373;863,928393
1374;1041,643362
1375;1057,44693
1376;1037,767643
1377;554,5170231
1378;227,9099477
1379;60,49440251
1380;0
1381;0
1382;0
1383;0
1384;0
1385;0
1386;0
1387;60,43426387
1388;204,0542488
1389;367,3577865
1390;499,0541879
1391;431,9641965
1392;516,2498934
1393;653,2141508
1394;711,1605674
1395;753,3034158
1396;832,3212567
1397;890,2676733
1398;999,5005131
1399;973,1612328
1400;1016,696219
1401;612,4634397
1402;343,8027809
1403;127,3566369
1404;25,47132737
1405;0
1406;0
1407;0
1408;0
1409;0
1410;16,67152107
1411;93,77730601
1412;230,3935291
1413;414,768491
1414;535,9291803
1415;500,4463252
1416;568,9284539
1417;616,3391584
1418;674,285575
1419;705,8927113
1420;690,0891432
1421;663,7498629
1422;778,2505588
1423;778,2505588
1424;958,749802
1425;775,7669774
1426;680,9455684
1427;575,5884473
1428;470,2313262
1429;385,9456293
1430;354,338493
1431;433,3563338
1432;543,981311
1433;690,0891432
1434;551,7327485
1435;667,6255817
1436;725,5719983
1437;730,8398543
1438;699,232718
1439;521,5177494
1440;489,9106131
1441;468,8391889
1442;489,9106131
1443;553,1248858
1444;553,1248858
1445;532,0534615
1446;662,3577256
1447;646,5541574
1448;790,1784082
1449;596,6598715
1450;533,4455988
1451;501,8384625
1452;480,7670383
1453;475,4991822
1454;507,1063186
1455;533,4455988
1456;522,9098867
1457;637,4105826
1458;451,6434834
1459;451,6434834
1460;446,3756274
1461;446,3756274
1462;451,6434834
1463;326,6070754
1464;326,6070754
1465;321,3392193
1466;321,3392193
1467;326,6070754
1468;337,1427875
1469;352,9463557
1470;477,9827637
1471;477,9827637
1472;472,7149076
1473;446,3756274
1474;420,0363471
1475;409,500635
1476;404,2327789
1477;367,3577865
1478;341,0185063
1479;356,8220744
1480;362,0899305
1481;367,3577865
1482;393,6970668
1483;462,1791955
1484;514,8577561
1485;504,322044
1486;483,2506197
1487;363,4820678
1488;374,0177799
1489;374,0177799
1490;374,0177799
1491;405,6249162
1492;458,3034768
1493;479,374901
1494;688,6970059
1495;783,5184149
1496;720,3041422
1497;588,6077408
1498;493,7863318
1499;451,6434834
1500;441,1077713
1501;462,1791955
1502;446,3756274
1503;420,0363471
1504;467,4470516
1505;541,1970363
1506;651,8220135
1507;757,1791346
1508;830,9291194
1509;857,2683996
1510;857,2683996
1511;758,5712719
1512;790,1784082
1513;827,0534006
1514;890,2676733
1515;953,4819459
1516;969,2855141
1517;979,8212262
1518;1104,857634
1519;1046,911218
1520;1116,785484
1521;833,713394
1522;744,159841
1523;691,4812805
1524;633,5348639
1525;786,3026895
1526;902,1955227
1527;728,3562729
1528;702,0169926
1529;932,4105217
1530;783,5184149
1531;888,875536
1532;1010,036225
1533;1099,589778
1534;1178,607619
1535;1095,714059
1536;1143,124764
1537;1185,267612
1538;1185,267612
1539;1206,339037
1540;1274,821165
1541;1338,035438
1542;1494,678982
1543;1463,071846
1544;1496,07112
1545;1176,124038
1546;981,2133635
1547;849,5169621
1548;781,0348334
1549;733,6241289
1550;965,4097953
1551;981,2133635
1552;891,6598106
1553;1143,124764
1554;1010,036225
1555;1162,804051
1556;1268,161172
1557;1336,643301
1558;1420,928997
1559;1380,178286
1560;1422,321135
1561;1385,446142
1562;1374,91043
1563;1380,178286
1564;1380,178286
1565;1395,981855
1566;1536,821831
1567;1494,678982
1568;1554,017536
1569;1234,070454
1570;1065,49906
1571;981,2133635
1572;954,8740832
1573;912,7312348
1574;833,713394
1575;881,1240985
1576;949,6062272
1577;1127,321196
1578;1025,839793
1579;1073,250498
1580;1162,804051
1581;1215,482611
1582;1278,696884
1583;1243,214029
1584;1311,696158
1585;1359,106862
1586;1385,446142
1587;1422,321135
1588;1427,588991
1589;1459,196127
1590;1615,839672
1591;1578,964679
1592;1569,821104
1593;1181,391894
1594;1023,356212
1595;917,9990908
1596;896,9276666
1597;912,7312348
1598;997,0169317
1599;1044,427636
1600;991,7490756
1601;1248,481885
1602;1204,946899
1603;1294,500452
1604;1420,928997
1605;1420,928997
1606;1389,321861
1607;1269,553309
1608;1301,160446
1609;1364,374718
1610;1395,981855
1611;1422,321135
1612;1459,196127
1613;1453,928271
1614;1563,161111
1615;1521,018263
1616;1585,624673
1617;1286,749015
1618;1091,838341
1619;970,6776514
1620;933,802659
1621;912,7312348
1622;891,6598106
1623;891,6598106
1624;886,3919545
1625;1016,696219
1626;878,3398239
1627;936,2862405
1628;1015,304081
1629;1136,464771
1630;1215,482611
1631;1127,321196
1632;1195,803324
1633;1311,696158
1634;1443,392559
1635;1527,678256
1636;1596,160385
1637;1680,446081
1638;1816,018202
1639;1710,661081
1640;1484,14327
1641;1210,214755
1642;1020,571937
1643;925,7505283
1644;846,7326875
1645;751,9112785
1646;736,1077104
1647;741,3755664
1648;757,1791346
1649;799,321983
1650;836,1969754
1651;931,0183844
1652;1046,911218
1653;1162,804051
1654;1262,893316
1655;1169,464044
1656;1274,821165
1657;1432,856847
1658;1554,017536
1659;1622,499665
1660;1648,838945
1661;1685,713938
1662;1826,553914
1663;1731,732505
1664;1447,268278
1665;1125,929058
1666;894,143392
1667;725,5719983
1668;599,1434529
1669;520,1256121
1670;456,9113395
1671;383,1613547
1672;346,2863623
1673;356,8220744
1674;404,2327789
1675;493,7863318
1676;583,3398848
1677;667,6255817
