simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
2389	2021-04-10 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-286.58357952459676	0.06	-286.58357952459676	0.06	9486.37956053902	0.2	
2390	2021-04-10 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-446.0098920180314	0.06	-446.0098920180314	0.06	9174.920474980201	0.2	
2391	2021-04-10 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-165.94053747477273	0.06	-165.94053747477273	0.06	10925.347051243822	0.2	
2392	2021-04-10 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-46.7566328176047	0.06	-46.7566328176047	0.06	16121.7625011483	0.2	
2393	2021-04-10 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-5.123645470506424	0.04	-5.123645470506424	0.04	19701.15808785314	0.18	
2394	2021-04-10 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2395	2021-04-10 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2396	2021-04-10 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2397	2021-04-10 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2398	2021-04-10 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2399	2021-04-10 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2400	2021-04-11 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2401	2021-04-11 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2402	2021-04-11 02:00:00	0	0	0	0	-2.448469414942736	0.06	-2.448469414942736	0.06	12351.47780835954	0.2	
2403	2021-04-11 03:00:00	0	0	0	0	-16.408776574795354	0.06	-16.408776574795354	0.06	11738.537214820379	0.2	
2404	2021-04-11 04:00:00	0	0	0	0	-44.93699025871979	0.06	-44.93699025871979	0.06	10782.544177089901	0.2	
2405	2021-04-11 05:00:00	0	0	0	0	-98.35179793490511	0.04	-98.35179793490511	0.04	9902.342984187939	0.18	
2406	2021-04-11 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-250.03016058740107	0.04	-250.03016058740107	0.04	10787.48635089144	0.18	
2407	2021-04-11 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-537.9155375666954	0.04	-537.9155375666954	0.04	12798.01959100202	0.18	
2408	2021-04-11 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1053.8111853139378	0.04	-1053.8111853139378	0.04	14168.16420785332	0.18	
2409	2021-04-11 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-1404.8185432113087	0.06	-1404.8185432113087	0.06	12519.150245371899	0.2	
2410	2021-04-11 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-1858.7529210036803	0.06	-1858.7529210036803	0.06	9401.5777658899	0.2	
2411	2021-04-11 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-2409.6205609810954	0.06	-2409.6205609810954	0.06	9221.83937702054	0.2	
2412	2021-04-11 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-1948.0773598598723	0.06	-1948.0773598598723	0.06	9509.72994392428	0.2	
2413	2021-04-11 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-1562.076095040614	0.06	-1562.076095040614	0.06	9486.37956053902	0.2	
2414	2021-04-11 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-1241.0195681351333	0.06	-1241.0195681351333	0.06	9174.920474980201	0.2	
2415	2021-04-11 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-462.37396378617916	0.06	-462.37396378617916	0.06	10925.347051243822	0.2	
2416	2021-04-11 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-134.64448107344012	0.06	-134.64448107344012	0.06	16121.7625011483	0.2	
2417	2021-04-11 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-23.26968091120915	0.04	-23.26968091120915	0.04	19701.15808785314	0.18	
2418	2021-04-11 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2419	2021-04-11 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2420	2021-04-11 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2421	2021-04-11 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2422	2021-04-11 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2423	2021-04-11 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2424	2021-04-12 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2425	2021-04-12 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2426	2021-04-12 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2427	2021-04-12 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2428	2021-04-12 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2429	2021-04-12 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2430	2021-04-12 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2431	2021-04-12 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2432	2021-04-12 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2433	2021-04-12 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2434	2021-04-12 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-5.346047619404517	0.06	-5.346047619404517	0.06	9401.5777658899	0.2	
2435	2021-04-12 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-49.88912255210095	0.06	-49.88912255210095	0.06	9221.83937702054	0.2	
2436	2021-04-12 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-25.178786087701855	0.06	-25.178786087701855	0.06	9509.72994392428	0.2	
2437	2021-04-12 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-10.177329655712674	0.06	-10.177329655712674	0.06	9486.37956053902	0.2	
2438	2021-04-12 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-1.8245283578348104	0.06	-1.8245283578348104	0.06	9174.920474980201	0.2	
2439	2021-04-12 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2440	2021-04-12 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2441	2021-04-12 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2442	2021-04-12 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2443	2021-04-12 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2444	2021-04-12 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2445	2021-04-12 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2446	2021-04-12 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2447	2021-04-12 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2448	2021-04-13 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2449	2021-04-13 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2450	2021-04-13 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2451	2021-04-13 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2452	2021-04-13 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2453	2021-04-13 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2454	2021-04-13 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2455	2021-04-13 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2456	2021-04-13 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2457	2021-04-13 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2458	2021-04-13 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-7.8334885315221765	0.06	-7.8334885315221765	0.06	9401.5777658899	0.2	
2459	2021-04-13 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-32.56276257947091	0.06	-32.56276257947091	0.06	9221.83937702054	0.2	
2460	2021-04-13 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-22.845751251327943	0.06	-22.845751251327943	0.06	9509.72994392428	0.2	
2461	2021-04-13 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-15.223240373706318	0.06	-15.223240373706318	0.06	9486.37956053902	0.2	
2462	2021-04-13 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-9.347273113522194	0.06	-9.347273113522194	0.06	9174.920474980201	0.2	
2463	2021-04-13 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2464	2021-04-13 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2465	2021-04-13 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2466	2021-04-13 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2467	2021-04-13 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2468	2021-04-13 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2469	2021-04-13 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2470	2021-04-13 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2471	2021-04-13 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2472	2021-04-14 00:00:00	0	0	0	0	0	0	0	0	12771.27479215184	0.2	
2473	2021-04-14 01:00:00	0	0	0	0	0	0	0	0	12833.38045862036	0.2	
2474	2021-04-14 02:00:00	0	0	0	0	0	0	0	0	12550.22447502622	0.2	
2475	2021-04-14 03:00:00	0	0	0	0	0	0	0	0	11714.80388148704	0.2	
2476	2021-04-14 04:00:00	0	0	0	0	0	0	0	0	10054.0941770899	0.2	
2477	2021-04-14 05:00:00	0	0	0	0	0	0	0	0	9067.23631752128	0.18	
2478	2021-04-14 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	9185.483017558121	0.18	
2479	2021-04-14 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	8618.36959100202	0.18	
2480	2021-04-14 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	11185.69754118666	0.18	
2481	2021-04-14 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	10450.61691203856	0.2	
2482	2021-04-14 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	0	0	12338.974432556579	0.2	
2483	2021-04-14 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	0	0	11442.80937702054	0.2	
2484	2021-04-14 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	0	0	0	0	11316.02661059094	0.2	
2485	2021-04-14 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-6.8604314157893045	0.06	-6.8604314157893045	0.06	10730.31956053902	0.2	
2486	2021-04-14 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-27.623983922926705	0.06	-27.623983922926705	0.06	12523.693808313521	0.2	
2487	2021-04-14 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-8.299608042558393	0.06	-8.299608042558393	0.06	12715.51038457716	0.2	
2488	2021-04-14 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	15001.415834481619	0.2	
2489	2021-04-14 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19744.40475451982	0.18	
2490	2021-04-14 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21192.5188050526	0.18	
2491	2021-04-14 19:00:00	0	0	0	0	0	0	0	0	20595.2882699676	0.18	
2492	2021-04-14 20:00:00	0	0	0	0	0	0	0	0	22969.357513773397	0.18	
2493	2021-04-14 21:00:00	0	0	0	0	0	0	0	0	22619.691370118802	0.2	
2494	2021-04-14 22:00:00	0	0	0	0	0	0	0	0	21261.3438012042	0.2	
2495	2021-04-14 23:00:00	0	0	0	0	0	0	0	0	17193.77430137682	0.2	
2496	2021-04-15 00:00:00	0	0	0	0	0	0	0	0	12771.27479215184	0.2	
2497	2021-04-15 01:00:00	0	0	0	0	0	0	0	0	12833.38045862036	0.2	
2498	2021-04-15 02:00:00	0	0	0	0	0	0	0	0	12550.22447502622	0.2	
2499	2021-04-15 03:00:00	0	0	0	0	0	0	0	0	11714.80388148704	0.2	
2500	2021-04-15 04:00:00	0	0	0	0	0	0	0	0	10054.0941770899	0.2	
2501	2021-04-15 05:00:00	0	0	0	0	0	0	0	0	9067.23631752128	0.18	
2502	2021-04-15 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-10.532427040686793	0.04	-10.532427040686793	0.04	9185.483017558121	0.18	
2503	2021-04-15 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-54.06304138958563	0.04	-54.06304138958563	0.04	8618.36959100202	0.18	
2504	2021-04-15 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-163.1981996565093	0.04	-163.1981996565093	0.04	11185.69754118666	0.18	
2505	2021-04-15 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-270.64748006340807	0.06	-270.64748006340807	0.06	10450.61691203856	0.2	
2506	2021-04-15 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-427.28537195100046	0.06	-427.28537195100046	0.06	12338.974432556579	0.2	
2507	2021-04-15 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-654.4938303779558	0.06	-654.4938303779558	0.06	11442.80937702054	0.2	
2508	2021-04-15 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-422.48273064322797	0.06	-422.48273064322797	0.06	11316.02661059094	0.2	
2509	2021-04-15 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-261.48725971633075	0.06	-261.48725971633075	0.06	10730.31956053902	0.2	
2510	2021-04-15 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-153.25073478029324	0.06	-153.25073478029324	0.06	12523.693808313521	0.2	
2511	2021-04-15 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-113.53216222179745	0.06	-113.53216222179745	0.06	12715.51038457716	0.2	
2512	2021-04-15 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-81.15191445838495	0.06	-81.15191445838495	0.06	15001.415834481619	0.2	
2513	2021-04-15 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-56.18386267578446	0.04	-56.18386267578446	0.04	19744.40475451982	0.18	
2514	2021-04-15 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-37.91205346515191	0.04	-37.91205346515191	0.04	21192.5188050526	0.18	
2515	2021-04-15 19:00:00	0	0	0	0	-24.23220184806332	0.04	-24.23220184806332	0.04	20595.2882699676	0.18	
2516	2021-04-15 20:00:00	0	0	0	0	-13.882343873543531	0.04	-13.882343873543531	0.04	22969.357513773397	0.18	
2517	2021-04-15 21:00:00	0	0	0	0	-23.360471808508898	0.06	-23.360471808508898	0.06	22619.691370118802	0.2	
2518	2021-04-15 22:00:00	0	0	0	0	-36.20125480956978	0.06	-36.20125480956978	0.06	21261.3438012042	0.2	
2519	2021-04-15 23:00:00	0	0	0	0	-53.19989957586056	0.06	-53.19989957586056	0.06	17193.77430137682	0.2	
2520	2021-04-16 00:00:00	0	0	0	0	-77.38550406223493	0.06	-77.38550406223493	0.06	12546.44479215184	0.2	
2521	2021-04-16 01:00:00	0	0	0	0	-108.80602541083292	0.06	-108.80602541083292	0.06	13261.93712528702	0.2	
2522	2021-04-16 02:00:00	0	0	0	0	-147.31282176693682	0.06	-147.31282176693682	0.06	12351.47780835954	0.2	
2523	2021-04-16 03:00:00	0	0	0	0	-152.59214237020865	0.06	-152.59214237020865	0.06	11738.537214820379	0.2	
2524	2021-04-16 04:00:00	0	0	0	0	-159.81459130676586	0.06	-159.81459130676586	0.06	10782.544177089901	0.2	
2525	2021-04-16 05:00:00	0	0	0	0	-165.40121490376757	0.04	-165.40121490376757	0.04	9902.342984187939	0.18	
2526	2021-04-16 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-409.50541869490377	0.04	-409.50541869490377	0.04	10787.48635089144	0.18	
2527	2021-04-16 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-878.8796609973772	0.04	-878.8796609973772	0.04	12798.01959100202	0.18	
2528	2021-04-16 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1723.2029153116716	0.04	-1723.2029153116716	0.04	14168.16420785332	0.18	
2529	2021-04-16 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-2065.201108453285	0.06	-2065.201108453285	0.06	12519.150245371899	0.2	
2530	2021-04-16 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-2444.566416659399	0.06	-2444.566416659399	0.06	9401.5777658899	0.2	
2531	2021-04-16 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-2897.716856881623	0.06	-2897.716856881623	0.06	9221.83937702054	0.2	
2532	2021-04-16 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-2694.4774838695826	0.06	-2694.4774838695826	0.06	9509.72994392428	0.2	
2533	2021-04-16 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-2503.8520766122324	0.06	-2503.8520766122324	0.06	9486.37956053902	0.2	
2534	2021-04-16 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-2324.5539154007265	0.06	-2324.5539154007265	0.06	9174.920474980201	0.2	
2535	2021-04-16 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-975.9066969206759	0.06	-975.9066969206759	0.06	10925.347051243822	0.2	
2536	2021-04-16 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-348.8416299323942	0.06	-348.8416299323942	0.06	16121.7625011483	0.2	
2537	2021-04-16 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-92.69365460892897	0.04	-92.69365460892897	0.04	19701.15808785314	0.18	
2538	2021-04-16 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-37.91205346515191	0.04	-37.91205346515191	0.04	21735.858805052598	0.18	
2539	2021-04-16 19:00:00	0	0	0	0	-11.047806176731175	0.04	-11.047806176731175	0.04	22784.041603301	0.18	
2540	2021-04-16 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2541	2021-04-16 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2542	2021-04-16 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2543	2021-04-16 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2544	2021-04-17 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2545	2021-04-17 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2546	2021-04-17 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2547	2021-04-17 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2548	2021-04-17 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2549	2021-04-17 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2550	2021-04-17 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2551	2021-04-17 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2552	2021-04-17 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-0.9993463767590257	0.04	-0.9993463767590257	0.04	14168.16420785332	0.18	
2553	2021-04-17 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-3.6182653988789486	0.06	-3.6182653988789486	0.06	12519.150245371899	0.2	
2554	2021-04-17 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-6.878989232162334	0.06	-6.878989232162334	0.06	9401.5777658899	0.2	
2555	2021-04-17 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-11.352562143746828	0.06	-11.352562143746828	0.06	9221.83937702054	0.2	
2556	2021-04-17 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-3.257741029281424	0.06	-3.257741029281424	0.06	9509.72994392428	0.2	
2557	2021-04-17 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	0	0	0	0	9486.37956053902	0.2	
2558	2021-04-17 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	0	0	9174.920474980201	0.2	
2559	2021-04-17 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2560	2021-04-17 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2561	2021-04-17 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2562	2021-04-17 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2563	2021-04-17 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2564	2021-04-17 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2565	2021-04-17 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2566	2021-04-17 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2567	2021-04-17 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2568	2021-04-18 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2569	2021-04-18 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2570	2021-04-18 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2571	2021-04-18 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2572	2021-04-18 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2573	2021-04-18 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2574	2021-04-18 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2575	2021-04-18 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2576	2021-04-18 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2577	2021-04-18 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2578	2021-04-18 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	0	0	9401.5777658899	0.2	
2579	2021-04-18 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	0	0	9221.83937702054	0.2	
2580	2021-04-18 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	0	0	0	0	9509.72994392428	0.2	
2581	2021-04-18 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	0	0	0	0	9486.37956053902	0.2	
2582	2021-04-18 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	0	0	9174.920474980201	0.2	
2583	2021-04-18 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2584	2021-04-18 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2585	2021-04-18 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2586	2021-04-18 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2587	2021-04-18 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2588	2021-04-18 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2589	2021-04-18 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2590	2021-04-18 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2591	2021-04-18 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2592	2021-04-19 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2593	2021-04-19 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2594	2021-04-19 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2595	2021-04-19 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2596	2021-04-19 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2597	2021-04-19 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2598	2021-04-19 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2599	2021-04-19 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2600	2021-04-19 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2601	2021-04-19 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2602	2021-04-19 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	0	0	9401.5777658899	0.2	
2603	2021-04-19 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	0	0	9221.83937702054	0.2	
2604	2021-04-19 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	0	0	0	0	9509.72994392428	0.2	
2605	2021-04-19 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	0	0	0	0	9486.37956053902	0.2	
2606	2021-04-19 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	0	0	9174.920474980201	0.2	
2607	2021-04-19 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2608	2021-04-19 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
