simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
2171	2021-04-01 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-1433.3911025756784	0.06	-1433.3911025756784	0.06	11909.6460436872	0.2	
2172	2021-04-01 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-1187.376076481021	0.06	-1187.376076481021	0.06	11213.09994392428	0.2	
2173	2021-04-01 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-977.2059788991218	0.06	-977.2059788991218	0.06	10402.42289387236	0.2	
2174	2021-04-01 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-798.3454312105617	0.06	-798.3454312105617	0.06	11250.00714164686	0.2	
2175	2021-04-01 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-449.8327844840254	0.06	-449.8327844840254	0.06	12523.34371791048	0.2	
2176	2021-04-01 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-235.4356000711106	0.06	-235.4356000711106	0.06	15760.195834481621	0.2	
2177	2021-04-01 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-110.81884372133928	0.04	-110.81884372133928	0.04	18644.298087853138	0.18	
2178	2021-04-01 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-87.9820809688804	0.04	-87.9820809688804	0.04	20137.462138386	0.18	
2179	2021-04-01 19:00:00	0	0	0	0	-69.885573529127	0.04	-69.885573529127	0.04	21004.8649366344	0.18	
2180	2021-04-01 20:00:00	0	0	0	0	-53.85994863434722	0.04	-53.85994863434722	0.04	21883.6608471066	0.18	
2181	2021-04-01 21:00:00	0	0	0	0	-21.57035481452631	0.06	-21.57035481452631	0.06	23372.0647034522	0.2	
2182	2021-04-01 22:00:00	0	0	0	0	-5.147798077855753	0.06	-5.147798077855753	0.06	22099.6038012042	0.2	
2183	2021-04-01 23:00:00	0	0	0	0	0	0	0	0	18608.63096804348	0.2	
2184	2021-04-02 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2185	2021-04-02 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2186	2021-04-02 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2187	2021-04-02 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2188	2021-04-02 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2189	2021-04-02 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2190	2021-04-02 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2191	2021-04-02 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2192	2021-04-02 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2193	2021-04-02 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2194	2021-04-02 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	0	0	9401.5777658899	0.2	
2195	2021-04-02 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	0	0	9221.83937702054	0.2	
2196	2021-04-02 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	0	0	0	0	9509.72994392428	0.2	
2197	2021-04-02 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	0	0	0	0	9486.37956053902	0.2	
2198	2021-04-02 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	0	0	9174.920474980201	0.2	
2199	2021-04-02 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2200	2021-04-02 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2201	2021-04-02 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2202	2021-04-02 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2203	2021-04-02 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2204	2021-04-02 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2205	2021-04-02 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2206	2021-04-02 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2207	2021-04-02 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2208	2021-04-03 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2209	2021-04-03 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2210	2021-04-03 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2211	2021-04-03 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2212	2021-04-03 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2213	2021-04-03 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2214	2021-04-03 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2215	2021-04-03 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2216	2021-04-03 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2217	2021-04-03 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2218	2021-04-03 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	0	0	9401.5777658899	0.2	
2219	2021-04-03 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	0	0	9221.83937702054	0.2	
2220	2021-04-03 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-7.574154514353936	0.06	-7.574154514353936	0.06	9509.72994392428	0.2	
2221	2021-04-03 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-28.678332882438006	0.06	-28.678332882438006	0.06	9486.37956053902	0.2	
2222	2021-04-03 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-69.77791145938146	0.06	-69.77791145938146	0.06	9174.920474980201	0.2	
2223	2021-04-03 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-13.835227892976068	0.06	-13.835227892976068	0.06	10925.347051243822	0.2	
2224	2021-04-03 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2225	2021-04-03 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2226	2021-04-03 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2227	2021-04-03 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2228	2021-04-03 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2229	2021-04-03 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2230	2021-04-03 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2231	2021-04-03 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2232	2021-04-04 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2233	2021-04-04 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2234	2021-04-04 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2235	2021-04-04 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2236	2021-04-04 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2237	2021-04-04 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2238	2021-04-04 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2239	2021-04-04 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-6.900564656942318	0.04	-6.900564656942318	0.04	12798.01959100202	0.18	
2240	2021-04-04 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-29.34567682102964	0.04	-29.34567682102964	0.04	14168.16420785332	0.18	
2241	2021-04-04 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-37.430291203500644	0.06	-37.430291203500644	0.06	12519.150245371899	0.2	
2242	2021-04-04 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-47.66938817931742	0.06	-47.66938817931742	0.06	9401.5777658899	0.2	
2243	2021-04-04 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-58.86979325462093	0.06	-58.86979325462093	0.06	9221.83937702054	0.2	
2244	2021-04-04 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-57.95180092066649	0.06	-57.95180092066649	0.06	9509.72994392428	0.2	
2245	2021-04-04 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-57.06071847842435	0.06	-57.06071847842435	0.06	9486.37956053902	0.2	
2246	2021-04-04 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-56.18189554104089	0.06	-56.18189554104089	0.06	9174.920474980201	0.2	
2247	2021-04-04 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-18.964646611526916	0.06	-18.964646611526916	0.06	10925.347051243822	0.2	
2248	2021-04-04 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-2.2748486084662405	0.06	-2.2748486084662405	0.06	16121.7625011483	0.2	
2249	2021-04-04 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2250	2021-04-04 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2251	2021-04-04 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2252	2021-04-04 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2253	2021-04-04 21:00:00	0	0	0	0	-7.353007514766365	0.06	-7.353007514766365	0.06	24113.504703452203	0.2	
2254	2021-04-04 22:00:00	0	0	0	0	-25.74983912144375	0.06	-25.74983912144375	0.06	22023.7738012042	0.2	
2255	2021-04-04 23:00:00	0	0	0	0	-59.92933863042718	0.06	-59.92933863042718	0.06	17038.10430137682	0.2	
2256	2021-04-05 00:00:00	0	0	0	0	-126.13429565609678	0.06	-126.13429565609678	0.06	12546.44479215184	0.2	
2257	2021-04-05 01:00:00	0	0	0	0	-237.1036922931709	0.06	-237.1036922931709	0.06	13261.93712528702	0.2	
2258	2021-04-05 02:00:00	0	0	0	0	-417.0121056576929	0.06	-417.0121056576929	0.06	12351.47780835954	0.2	
2259	2021-04-05 03:00:00	0	0	0	0	-260.52546192014853	0.06	-260.52546192014853	0.06	11738.537214820379	0.2	
2260	2021-04-05 04:00:00	0	0	0	0	-154.38587462876572	0.06	-154.38587462876572	0.06	10782.544177089901	0.2	
2261	2021-04-05 05:00:00	0	0	0	0	-85.14433473051226	0.04	-85.14433473051226	0.04	9902.342984187939	0.18	
2262	2021-04-05 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-137.33300351092356	0.04	-137.33300351092356	0.04	10787.48635089144	0.18	
2263	2021-04-05 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-210.8463398353724	0.04	-210.8463398353724	0.04	12798.01959100202	0.18	
2264	2021-04-05 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-308.858525236246	0.04	-308.858525236246	0.04	14168.16420785332	0.18	
2265	2021-04-05 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-251.831714050921	0.06	-251.831714050921	0.06	12519.150245371899	0.2	
2266	2021-04-05 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-205.69172018404882	0.06	-205.69172018404882	0.06	9401.5777658899	0.2	
2267	2021-04-05 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-164.55953067687454	0.06	-164.55953067687454	0.06	9221.83937702054	0.2	
2268	2021-04-05 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-55.425687748605995	0.06	-55.425687748605995	0.06	9509.72994392428	0.2	
2269	2021-04-05 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-11.038129470116315	0.06	-11.038129470116315	0.06	9486.37956053902	0.2	
2270	2021-04-05 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	0	0	9174.920474980201	0.2	
2271	2021-04-05 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	0	0	10925.347051243822	0.2	
2272	2021-04-05 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2273	2021-04-05 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2274	2021-04-05 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2275	2021-04-05 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2276	2021-04-05 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2277	2021-04-05 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2278	2021-04-05 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2279	2021-04-05 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2280	2021-04-06 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2281	2021-04-06 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2282	2021-04-06 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2283	2021-04-06 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2284	2021-04-06 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2285	2021-04-06 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2286	2021-04-06 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2287	2021-04-06 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2288	2021-04-06 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	0	0	14168.16420785332	0.18	
2289	2021-04-06 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	0	0	12519.150245371899	0.2	
2290	2021-04-06 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-5.346047619404517	0.06	-5.346047619404517	0.06	9401.5777658899	0.2	
2291	2021-04-06 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-15.248884672944422	0.06	-15.248884672944422	0.06	9221.83937702054	0.2	
2292	2021-04-06 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-12.566801959775058	0.06	-12.566801959775058	0.06	9509.72994392428	0.2	
2293	2021-04-06 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-9.898665631404194	0.06	-9.898665631404194	0.06	9486.37956053902	0.2	
2294	2021-04-06 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-7.56381211550282	0.06	-7.56381211550282	0.06	9174.920474980201	0.2	
2295	2021-04-06 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-2.4297933714240703	0.06	-2.4297933714240703	0.06	10925.347051243822	0.2	
2296	2021-04-06 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2297	2021-04-06 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2298	2021-04-06 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2299	2021-04-06 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2300	2021-04-06 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2301	2021-04-06 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2302	2021-04-06 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2303	2021-04-06 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2304	2021-04-07 00:00:00	0	0	0	0	0	0	0	0	12771.27479215184	0.2	
2305	2021-04-07 01:00:00	0	0	0	0	0	0	0	0	12833.38045862036	0.2	
2306	2021-04-07 02:00:00	0	0	0	0	0	0	0	0	12550.22447502622	0.2	
2307	2021-04-07 03:00:00	0	0	0	0	0	0	0	0	11714.80388148704	0.2	
2308	2021-04-07 04:00:00	0	0	0	0	0	0	0	0	10054.0941770899	0.2	
2309	2021-04-07 05:00:00	0	0	0	0	0	0	0	0	9067.23631752128	0.18	
2310	2021-04-07 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	9185.483017558121	0.18	
2311	2021-04-07 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-35.65297959668729	0.04	-35.65297959668729	0.04	8618.36959100202	0.18	
2312	2021-04-07 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-180.6435056190719	0.04	-180.6435056190719	0.04	11185.69754118666	0.18	
2313	2021-04-07 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-241.55159682798555	0.06	-241.55159682798555	0.06	10450.61691203856	0.2	
2314	2021-04-07 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-317.5166240427638	0.06	-317.5166240427638	0.06	12338.974432556579	0.2	
2315	2021-04-07 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-407.3784364757517	0.06	-407.3784364757517	0.06	11442.80937702054	0.2	
2316	2021-04-07 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-480.5041794441441	0.06	-480.5041794441441	0.06	11316.02661059094	0.2	
2317	2021-04-07 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-563.9055166857713	0.06	-563.9055166857713	0.06	10730.31956053902	0.2	
2318	2021-04-07 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-658.5546412040935	0.06	-658.5546412040935	0.06	12523.693808313521	0.2	
2319	2021-04-07 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-335.4245197611299	0.06	-335.4245197611299	0.06	12715.51038457716	0.2	
2320	2021-04-07 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-154.98221745287873	0.06	-154.98221745287873	0.06	15001.415834481619	0.2	
2321	2021-04-07 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-59.60199657709128	0.04	-59.60199657709128	0.04	19744.40475451982	0.18	
2322	2021-04-07 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-46.05945523247651	0.04	-46.05945523247651	0.04	21192.5188050526	0.18	
2323	2021-04-07 19:00:00	0	0	0	0	-34.27980071821098	0.04	-34.27980071821098	0.04	20595.2882699676	0.18	
2324	2021-04-07 20:00:00	0	0	0	0	-25.213261508597718	0.04	-25.213261508597718	0.04	22969.357513773397	0.18	
2325	2021-04-07 21:00:00	0	0	0	0	-39.98737477787719	0.06	-39.98737477787719	0.06	22619.691370118802	0.2	
2326	2021-04-07 22:00:00	0	0	0	0	-59.88295739470621	0.06	-59.88295739470621	0.06	21261.3438012042	0.2	
2327	2021-04-07 23:00:00	0	0	0	0	-87.27127353842998	0.06	-87.27127353842998	0.06	17193.77430137682	0.2	
2328	2021-04-08 00:00:00	0	0	0	0	-46.34188649347099	0.06	-46.34188649347099	0.06	12771.27479215184	0.2	
2329	2021-04-08 01:00:00	0	0	0	0	-21.631182198841117	0.06	-21.631182198841117	0.06	12833.38045862036	0.2	
2330	2021-04-08 02:00:00	0	0	0	0	-7.375562539175957	0.06	-7.375562539175957	0.06	12550.22447502622	0.2	
2331	2021-04-08 03:00:00	0	0	0	0	-6.905918786362488	0.06	-6.905918786362488	0.06	11714.80388148704	0.2	
2332	2021-04-08 04:00:00	0	0	0	0	-6.676212560411854	0.06	-6.676212560411854	0.06	10054.0941770899	0.2	
2333	2021-04-08 05:00:00	0	0	0	0	-6.44981392180569	0.04	-6.44981392180569	0.04	9067.23631752128	0.18	
2334	2021-04-08 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-24.853761396073974	0.04	-24.853761396073974	0.04	9185.483017558121	0.18	
2335	2021-04-08 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-59.988473308125045	0.04	-59.988473308125045	0.04	8618.36959100202	0.18	
2336	2021-04-08 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-122.97491693471025	0.04	-122.97491693471025	0.04	11185.69754118666	0.18	
2337	2021-04-08 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-91.8862692702855	0.06	-91.8862692702855	0.06	10450.61691203856	0.2	
2338	2021-04-08 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-66.16327919939826	0.06	-66.16327919939826	0.06	12338.974432556579	0.2	
2339	2021-04-08 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-46.88134225332615	0.06	-46.88134225332615	0.06	11442.80937702054	0.2	
2340	2021-04-08 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-56.2587160071001	0.06	-56.2587160071001	0.06	11316.02661059094	0.2	
2341	2021-04-08 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-66.92980371533709	0.06	-66.92980371533709	0.06	10730.31956053902	0.2	
2342	2021-04-08 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-79.00925341978297	0.06	-79.00925341978297	0.06	12523.693808313521	0.2	
2343	2021-04-08 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-44.57693167920896	0.06	-44.57693167920896	0.06	12715.51038457716	0.2	
2344	2021-04-08 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-22.80736883021385	0.06	-22.80736883021385	0.06	15001.415834481619	0.2	
2345	2021-04-08 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-9.347600395923795	0.04	-9.347600395923795	0.04	19744.40475451982	0.18	
2346	2021-04-08 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21192.5188050526	0.18	
2347	2021-04-08 19:00:00	0	0	0	0	0	0	0	0	20595.2882699676	0.18	
2348	2021-04-08 20:00:00	0	0	0	0	0	0	0	0	22969.357513773397	0.18	
2349	2021-04-08 21:00:00	0	0	0	0	0	0	0	0	22619.691370118802	0.2	
2350	2021-04-08 22:00:00	0	0	0	0	0	0	0	0	21261.3438012042	0.2	
2351	2021-04-08 23:00:00	0	0	0	0	0	0	0	0	17193.77430137682	0.2	
2352	2021-04-09 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2353	2021-04-09 01:00:00	0	0	0	0	0	0	0	0	13261.93712528702	0.2	
2354	2021-04-09 02:00:00	0	0	0	0	0	0	0	0	12351.47780835954	0.2	
2355	2021-04-09 03:00:00	0	0	0	0	0	0	0	0	11738.537214820379	0.2	
2356	2021-04-09 04:00:00	0	0	0	0	0	0	0	0	10782.544177089901	0.2	
2357	2021-04-09 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2358	2021-04-09 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2359	2021-04-09 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-8.359274804592253	0.04	-8.359274804592253	0.04	12798.01959100202	0.18	
2360	2021-04-09 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-44.84998360109515	0.04	-44.84998360109515	0.04	14168.16420785332	0.18	
2361	2021-04-09 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-42.01357616693987	0.06	-42.01357616693987	0.06	12519.150245371899	0.2	
2362	2021-04-09 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-39.9648983342442	0.06	-39.9648983342442	0.06	9401.5777658899	0.2	
2363	2021-04-09 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-37.3554155624116	0.06	-37.3554155624116	0.06	9221.83937702054	0.2	
2364	2021-04-09 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-29.76065007712186	0.06	-29.76065007712186	0.06	9509.72994392428	0.2	
2365	2021-04-09 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-23.284355787628545	0.06	-23.284355787628545	0.06	9486.37956053902	0.2	
2366	2021-04-09 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-17.79484980098444	0.06	-17.79484980098444	0.06	9174.920474980201	0.2	
2367	2021-04-09 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-4.720975049823799	0.06	-4.720975049823799	0.06	10925.347051243822	0.2	
2368	2021-04-09 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	0	0	16121.7625011483	0.2	
2369	2021-04-09 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	0	0	19701.15808785314	0.18	
2370	2021-04-09 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	0	0	21735.858805052598	0.18	
2371	2021-04-09 19:00:00	0	0	0	0	0	0	0	0	22784.041603301	0.18	
2372	2021-04-09 20:00:00	0	0	0	0	0	0	0	0	24917.944180439998	0.18	
2373	2021-04-09 21:00:00	0	0	0	0	0	0	0	0	24113.504703452203	0.2	
2374	2021-04-09 22:00:00	0	0	0	0	0	0	0	0	22023.7738012042	0.2	
2375	2021-04-09 23:00:00	0	0	0	0	0	0	0	0	17038.10430137682	0.2	
2376	2021-04-10 00:00:00	0	0	0	0	0	0	0	0	12546.44479215184	0.2	
2377	2021-04-10 01:00:00	0	0	0	0	-2.770156867184579	0.06	-2.770156867184579	0.06	13261.93712528702	0.2	
2378	2021-04-10 02:00:00	0	0	0	0	-12.637695031399973	0.06	-12.637695031399973	0.06	12351.47780835954	0.2	
2379	2021-04-10 03:00:00	0	0	0	0	-5.160869882684554	0.06	-5.160869882684554	0.06	11738.537214820379	0.2	
2380	2021-04-10 04:00:00	0	0	0	0	-0.37346346961086824	0.06	-0.37346346961086824	0.06	10782.544177089901	0.2	
2381	2021-04-10 05:00:00	0	0	0	0	0	0	0	0	9902.342984187939	0.18	
2382	2021-04-10 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	0	0	10787.48635089144	0.18	
2383	2021-04-10 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	0	0	12798.01959100202	0.18	
2384	2021-04-10 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1.2673634640668956	0.04	-1.2673634640668956	0.04	14168.16420785332	0.18	
2385	2021-04-10 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-14.582668336507052	0.06	-14.582668336507052	0.06	12519.150245371899	0.2	
2386	2021-04-10 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-44.75702297941934	0.06	-44.75702297941934	0.06	9401.5777658899	0.2	
2387	2021-04-10 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-101.68633927693458	0.06	-101.68633927693458	0.06	9221.83937702054	0.2	
2388	2021-04-10 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-175.9290798169105	0.06	-175.9290798169105	0.06	9509.72994392428	0.2	
