simulation_time	physical_time	heat_pump.LVE.energy	heat_pump.LVE.money	heat_pump.LTH.energy	heat_pump.LTH.money	combined_heat_power.LPG.energy	combined_heat_power.LPG.money	combined_heat_power.LVE.energy	combined_heat_power.LVE.money	combined_heat_power.LTH.energy	combined_heat_power.LTH.money	flexible_loads.LVE.energy	flexible_loads.LVE.money	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	Heat_storage.LTH.energy	Heat_storage.LTH.money	space_heating.LTH.energy	space_heating.LTH.money	
106	2021-01-05 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-181.9566351574675	0.06	-181.9566351574675	0.06	2.153315868436996	0.08	9316.163890840737	0.08	
107	2021-01-05 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	-264.48026378232544	0.06	-264.48026378232544	0.06	2.1478926579124833	0.08	10176.305615706606	0.08	
108	2021-01-05 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-336.19930176270134	0.06	-336.19930176270134	0.06	2.142469447387971	0.08	9674.556276201518	0.08	
109	2021-01-05 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	-422.5483849606427	0.06	-422.5483849606427	0.06	2.1376488158038183	0.08	9101.12845962427	0.08	
110	2021-01-05 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-521.0381775808191	0.06	-521.0381775808191	0.06	2.1328281842196657	0.08	8886.093028407802	0.08	
111	2021-01-05 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	-754.5365363928636	0.06	-754.5365363928636	0.06	2.128007552635513	0.08	9746.234753273671	0.08	
112	2021-01-05 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	-1058.7684080024992	0.06	-1058.7684080024992	0.06	2.131623026338945	0.08	11036.447340572477	0.08	
113	2021-01-05 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-1455.8832467475754	0.04	-1455.8832467475754	0.04	2.135238499981106	0.08	14407.37389150332	0.08	
114	2021-01-05 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-1660.0063634489672	0.04	-1660.0063634489672	0.04	2.1388539736845384	0.08	15412.910699053013	0.08	
115	2021-01-05 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-1887.1578427920615	0.04	-1887.1578427920615	0.04	2.143373315798511	0.08	17133.194148784754	0.08	
116	2021-01-05 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-2139.164949832609	0.04	-2139.164949832609	0.04	2.1478926579124833	0.08	17634.943488289842	0.08	
117	2021-01-05 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-1364.888394680988	0.06	-1364.888394680988	0.06	2.152713289496636	0.08	18781.79912144434	0.08	
118	2021-01-05 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-828.7246055451751	0.06	-828.7246055451751	0.06	2.1539184473773565	0.08	17993.335873650627	0.08	
119	2021-01-05 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-481.68196205959066	0.06	-481.68196205959066	0.06	2.1551236052580767	0.08	13690.589120781762	0.08	
120	2021-01-06 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-555.9699701416579	0.06	-555.9699701416579	0.06	2.155424894728257	0.08	14335.69541443116	0.08	
121	2021-01-06 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-639.2367171286622	0.06	-639.2367171286622	0.06	2.156328763138797	0.08	15625.908001729966	0.08	
122	2021-01-06 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-732.2942343174208	0.06	-732.2942343174208	0.06	2.1575339210807885	0.08	16486.049726595833	0.08	
123	2021-01-06 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-527.3013889993897	0.06	-527.3013889993897	0.06	2.158437789491329	0.08	16772.763634884457	0.08	
124	2021-01-06 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-374.71437358485406	0.06	-374.71437358485406	0.06	2.1602455263124094	0.08	16701.085157812304	0.08	
125	2021-01-06 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-256.8481836140906	0.04	-256.8481836140906	0.04	2.16205326313349	0.08	16414.371249523676	0.08	
126	2021-01-06 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-591.8116453394928	0.04	-591.8116453394928	0.04	2.163861000015842	0.08	19498.583892165894	0.08	
127	2021-01-06 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-1211.3217745339127	0.04	-1211.3217745339127	0.04	2.16205326313349	0.08	19283.54846094943	0.08	
128	2021-01-06 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	-2262.526560621717	0.04	-2262.526560621717	0.04	2.1605468157825896	0.08	18423.40673608356	0.08	
129	2021-01-06 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	-2781.018490489247	0.06	-2781.018490489247	0.06	2.158739078961509	0.08	17921.657396578466	0.08	
130	2021-01-06 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-3370.3858524976167	0.06	-3370.3858524976167	0.06	2.153315868436996	0.08	15842.98156148595	0.08	
131	2021-01-06 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	-4058.559786161117	0.06	-4058.559786161117	0.06	2.1478926579124833	0.08	12760.807047383252	0.08	
132	2021-01-06 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-3344.8743408751657	0.06	-3344.8743408751657	0.06	2.142469447387971	0.08	11183.880551795824	0.08	
133	2021-01-06 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	-2720.131664288395	0.06	-2720.131664288395	0.06	2.1376488158038183	0.08	10180.381872785641	0.08	
134	2021-01-06 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-2194.603262241351	0.06	-2194.603262241351	0.06	2.1328281842196657	0.08	9248.561670847617	0.08	
135	2021-01-06 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	-1646.0262037982534	0.06	-1646.0262037982534	0.06	2.128007552635513	0.08	9176.88319377546	0.08	
136	2021-01-06 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	-1216.2129219761343	0.06	-1216.2129219761343	0.06	2.131623026338945	0.08	10753.809689362886	0.08	
137	2021-01-06 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-882.4559746793008	0.04	-882.4559746793008	0.04	2.135238499981106	0.08	11685.629891300914	0.08	
138	2021-01-06 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-467.79165391784534	0.04	-467.79165391784534	0.04	2.1388539736845384	0.08	11542.272937156602	0.08	
139	2021-01-06 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-225.96935289253324	0.04	-225.96935289253324	0.04	2.143373315798511	0.08	11327.237505940135	0.08	
140	2021-01-06 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-95.04337224049719	0.04	-95.04337224049719	0.04	2.1478926579124833	0.08	11183.880551795824	0.08	
141	2021-01-06 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-68.70065315282491	0.06	-68.70065315282491	0.06	2.152713289496636	0.08	11470.594460084445	0.08	
142	2021-01-06 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-47.37178036570936	0.06	-47.37178036570936	0.06	2.1539184473773565	0.08	11398.91598301229	0.08	
143	2021-01-06 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-31.20660485080207	0.06	-31.20660485080207	0.06	2.1551236052580767	0.08	8314.703340370073	0.08	
144	2021-01-07 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-27.468727913268573	0.06	-27.468727913268573	0.06	2.155424894728257	0.08	8027.989432081449	0.08	
145	2021-01-07 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-23.57426146960027	0.06	-23.57426146960027	0.06	2.156328763138797	0.08	7024.490753071269	0.08	
146	2021-01-07 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-20.475240714096596	0.06	-20.475240714096596	0.06	2.1575339210807885	0.08	6451.062936494022	0.08	
147	2021-01-07 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-12.400846412585251	0.06	-12.400846412585251	0.06	2.158437789491329	0.08	6451.062936494022	0.08	
148	2021-01-07 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6.488954658186219	0.06	-6.488954658186219	0.06	2.1602455263124094	0.08	7239.526184287736	0.08	
149	2021-01-07 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-2.3069862316997773	0.04	-2.3069862316997773	0.04	2.16205326313349	0.08	7526.2400925763595	0.08	
150	2021-01-07 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-0.747691243690202	0.04	-0.747691243690202	0.04	2.163861000015842	0.08	10610.452735218576	0.08	
151	2021-01-07 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	10897.166643507198	0.08	
152	2021-01-07 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	2.1605468157825896	0.08	10610.452735218576	0.08	
153	2021-01-07 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	-3.8324360700526108	0.06	-3.8324360700526108	0.06	2.158739078961509	0.08	10252.060349857797	0.08	
154	2021-01-07 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-15.053601556093469	0.06	-15.053601556093469	0.06	2.153315868436996	0.08	9678.63253328055	0.08	
155	2021-01-07 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	-35.24302282650333	0.06	-35.24302282650333	0.06	2.1478926579124833	0.08	8961.847762558991	0.08	
156	2021-01-07 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-64.81667384235874	0.06	-64.81667384235874	0.06	2.142469447387971	0.08	8531.776900126059	0.08	
157	2021-01-07 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	-109.25275244935976	0.06	-109.25275244935976	0.06	2.1376488158038183	0.08	8890.169285486838	0.08	
158	2021-01-07 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-173.55746147956606	0.06	-173.55746147956606	0.06	2.1328281842196657	0.08	10108.703395713484	0.08	
159	2021-01-07 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	-101.13746914818842	0.06	-101.13746914818842	0.06	2.128007552635513	0.08	10682.131212290733	0.08	
160	2021-01-07 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	-53.44639342802906	0.06	-53.44639342802906	0.06	2.131623026338945	0.08	10323.738826929955	0.08	
161	2021-01-07 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-24.928512807912995	0.04	-24.928512807912995	0.04	2.135238499981106	0.08	9176.88319377546	0.08	
162	2021-01-07 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-116.29430212444232	0.04	-116.29430212444232	0.04	2.1388539736845384	0.08	8531.776900126059	0.08	
163	2021-01-07 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-356.42276925208165	0.04	-356.42276925208165	0.04	2.143373315798511	0.08	10180.381872785641	0.08	
164	2021-01-07 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-876.6544451270698	0.04	-876.6544451270698	0.04	2.1478926579124833	0.08	12044.022276661693	0.08	
165	2021-01-07 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-1395.6525978847262	0.06	-1395.6525978847262	0.06	2.152713289496636	0.08	12760.807047383252	0.08	
166	2021-01-07 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-2155.3998675648627	0.06	-2155.3998675648627	0.06	2.1539184473773565	0.08	13477.591818104807	0.08	
167	2021-01-07 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-3204.192807913093	0.06	-3204.192807913093	0.06	2.1551236052580767	0.08	11038.485469111994	0.08	
168	2021-01-08 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6000	0.06	-6000	0.06	2.155424894728257	0.08	11683.591762761396	0.08	
169	2021-01-08 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6000	0.06	-6000	0.06	2.156328763138797	0.08	12830.447395915888	0.08	
170	2021-01-08 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6000	0.06	-6000	0.06	2.1575339210807885	0.08	13690.589120781762	0.08	
171	2021-01-08 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6000	0.06	-6000	0.06	2.158437789491329	0.08	13475.553689565291	0.08	
172	2021-01-08 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6000	0.06	-6000	0.06	2.1602455263124094	0.08	12902.125872988045	0.08	
173	2021-01-08 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-4588.026620739228	0.04	-4588.026620739228	0.04	2.16205326313349	0.08	12041.984148122176	0.08	
174	2021-01-08 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-3526.576205518186	0.04	-3526.576205518186	0.04	2.163861000015842	0.08	13979.341157609897	0.08	
175	2021-01-08 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-2674.6684196126957	0.04	-2674.6684196126957	0.04	2.16205326313349	0.08	13477.591818104807	0.08	
176	2021-01-08 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	-1999.5355147105856	0.04	-1999.5355147105856	0.04	2.1605468157825896	0.08	14765.766276864097	0.08	
177	2021-01-08 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	-2262.0448862100016	0.06	-2262.0448862100016	0.06	2.158739078961509	0.08	12111.624496654813	0.08	
178	2021-01-08 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-2551.025788117637	0.06	-2551.025788117637	0.06	2.153315868436996	0.08	11609.875157149723	0.08	
179	2021-01-08 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	-2869.5288881550996	0.06	-2869.5288881550996	0.06	2.1478926579124833	0.08	11036.447340572477	0.08	
180	2021-01-08 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-1136.721221690745	0.06	-1136.721221690745	0.06	2.142469447387971	0.08	11824.91058836619	0.08	
181	2021-01-08 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	-366.6245489661997	0.06	-366.6245489661997	0.06	2.1376488158038183	0.08	13186.801652737151	0.08	
182	2021-01-08 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-84.25096166624752	0.06	-84.25096166624752	0.06	2.1328281842196657	0.08	13688.550992242239	0.08	
183	2021-01-08 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	-6.020267488029184	0.06	-6.020267488029184	0.06	2.128007552635513	0.08	13760.229469314398	0.08	
184	2021-01-08 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	2.131623026338945	0.08	14405.335762963798	0.08	
185	2021-01-08 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.135238499981106	0.08	17847.940790966793	0.08	
186	2021-01-08 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1388539736845384	0.08	16703.123286351816	0.08	
187	2021-01-08 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.143373315798511	0.08	16488.087855135353	0.08	
188	2021-01-08 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1478926579124833	0.08	15986.338515630261	0.08	
189	2021-01-08 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.152713289496636	0.08	16273.052423918884	0.08	
190	2021-01-08 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1539184473773565	0.08	17061.5156717126	0.08	
191	2021-01-08 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1551236052580767	0.08	14479.052368575472	0.08	
192	2021-01-09 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.155424894728257	0.08	14980.801708080562	0.08	
193	2021-01-09 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.156328763138797	0.08	15124.158662224874	0.08	
194	2021-01-09 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1575339210807885	0.08	15482.551047585657	0.08	
195	2021-01-09 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.158437789491329	0.08	15339.194093441341	0.08	
196	2021-01-09 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1602455263124094	0.08	14622.409322719783	0.08	
197	2021-01-09 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	14980.801708080562	0.08	
198	2021-01-09 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.163861000015842	0.08	18423.40673608356	0.08	
199	2021-01-09 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	18495.08521315571	0.08	
200	2021-01-09 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	2.1605468157825896	0.08	20069.973580203627	0.08	
201	2021-01-09 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	2.158739078961509	0.08	16412.33312098416	0.08	
202	2021-01-09 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	2.153315868436996	0.08	14835.406625396736	0.08	
203	2021-01-09 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	2.1478926579124833	0.08	13975.264900530865	0.08	
