simulation_time	physical_time	heat_pump.LVE.energy	heat_pump.LVE.money	heat_pump.LTH.energy	heat_pump.LTH.money	combined_heat_power.LPG.energy	combined_heat_power.LPG.money	combined_heat_power.LVE.energy	combined_heat_power.LVE.money	combined_heat_power.LTH.energy	combined_heat_power.LTH.money	flexible_loads.LVE.energy	flexible_loads.LVE.money	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	Heat_storage.LTH.energy	Heat_storage.LTH.money	space_heating.LTH.energy	space_heating.LTH.money	
4970	2021-07-27 02:00:00	1850.0	0.2	-6096.267937629504	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8773347105046636	0.08	0	0	
4971	2021-07-27 03:00:00	1850.0	0.2	-6034.72806764085	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8797450263273756	0.08	0	0	
4972	2021-07-27 04:00:00	1850.0	0.2	-6026.052386826062	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8800463157975558	0.08	0	0	
4973	2021-07-27 05:00:00	1850.0	0.18	-6017.37670601127	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-197.8077625242188	0.04	-197.8077625242188	0.04	0	0	0	0	1.8803476052677357	0.08	0	0	
4974	2021-07-27 06:00:00	1849.9999999999998	0.18	-6008.701025196477	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-745.9670774054689	0.04	-745.9670774054689	0.04	0	0	0	0	1.8806488947379159	0.08	0	0	
4975	2021-07-27 07:00:00	1850.0	0.18	-6346.736846752978	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1918.3527607968751	0.04	-1918.3527607968751	0.04	0	0	0	0	1.8704050526292506	0.08	0	0	
4976	2021-07-27 08:00:00	1850.0	0.18	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-3107.4371556718756	0.04	-3107.4371556718756	0.04	-8.130624633649719	0.04	-8.130624633649719	0.04	1.8601612105205851	0.08	0	0	
4977	2021-07-27 09:00:00	1850.0	0.2	-6655.008911328202	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4087.911586171875	0.06	-4087.911586171875	0.06	-4.057340444860474	0.06	-4.057340444860474	0.06	1.84991736841192	0.08	0	0	
4978	2021-07-27 10:00:00	1850.0	0.2	-6790.088223078264	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4677.703025167968	0.06	-4677.703025167968	0.06	-0.9710419632241052	0.06	-0.9710419632241052	0.06	1.8420838421259664	0.08	0	0	
4979	2021-07-27 11:00:00	1850.0	0.2	-6817.269777207067	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5175.382958886718	0.06	-5175.382958886718	0.06	0	0	0	0	1.834551605248922	0.08	0	0	
4980	2021-07-27 12:00:00	1850.0	0.2	-6914.986546732335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5386.76484255	0.06	-5386.76484255	0.06	0	0	0	0	1.8267180789629685	0.08	0	0	
4981	2021-07-27 13:00:00	1850.0	0.2	-6956.378655410761	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5072.715240921874	0.06	-5072.715240921874	0.06	0	0	0	0	1.8215961579086357	0.08	0	0	
4982	2021-07-27 14:00:00	1850.0	0.2	-6995.464567270904	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4853.7419046875	0.06	-4853.7419046875	0.06	0	0	0	0	1.8167755263244831	0.08	0	0	
4983	2021-07-27 15:00:00	1850.0	0.2	-7042.100613506304	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4257.182013799999	0.06	-4257.182013799999	0.06	0	0	0	0	1.8116536052701506	0.08	0	0	
4984	2021-07-27 16:00:00	1850.0	0.2	-7010.121784218458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3292.1743447468757	0.06	-3292.1743447468757	0.06	0	0	0	0	1.8149677895034027	0.08	0	0	
4985	2021-07-27 17:00:00	1850.0	0.18	-6980.807350323351	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-2060.0881278679694	0.04	-2060.0881278679694	0.04	0	0	0	0	1.8185832631455636	0.08	0	0	
4986	2021-07-27 18:00:00	1850.0	0.18	-6953.9422271684	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-817.0978399718753	0.04	-817.0978399718753	0.04	0	0	0	0	1.8218974473788159	0.08	0	0	
4987	2021-07-27 19:00:00	1850.0	0.18	-6841.840055215931	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-243.22024428046873	0.04	-243.22024428046873	0.04	0	0	0	0	1.8327438684278414	0.08	0	0	
4988	2021-07-27 20:00:00	1850.0	0.18	-6751.203347438869	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.8435902894768668	0.08	0	0	
4989	2021-07-27 21:00:00	1849.9999999999998	0.2	-6586.681349997263	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8544367105258923	0.08	0	0	
4990	2021-07-27 22:00:00	1850.0	0.2	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8601612105205851	0.08	0	0	
4991	2021-07-27 23:00:00	1850.0	0.2	-6406.449883656894	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.865885710515278	0.08	0	0	
4992	2021-07-28 00:00:00	1850.0	0.2	-6288.942071854824	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.872514078920511	0.08	0	0	
4993	2021-07-28 01:00:00	1850.0	0.2	-6155.877300097166	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.874924394743223	0.08	0	0	
4994	2021-07-28 02:00:00	1850.0	0.2	-6096.267937629504	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8773347105046636	0.08	0	0	
4995	2021-07-28 03:00:00	1850.0	0.2	-6034.72806764085	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8797450263273756	0.08	0	0	
4996	2021-07-28 04:00:00	1850.0	0.2	-6026.052386826062	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8800463157975558	0.08	0	0	
4997	2021-07-28 05:00:00	1850.0	0.18	-6017.37670601127	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-197.8077625242188	0.04	-197.8077625242188	0.04	0	0	0	0	1.8803476052677357	0.08	0	0	
4998	2021-07-28 06:00:00	1849.9999999999998	0.18	-6008.701025196477	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-745.9670774054689	0.04	-745.9670774054689	0.04	0	0	0	0	1.8806488947379159	0.08	0	0	
4999	2021-07-28 07:00:00	1850.0	0.18	-6346.736846752978	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1918.3527607968751	0.04	-1918.3527607968751	0.04	0	0	0	0	1.8704050526292506	0.08	0	0	
5000	2021-07-28 08:00:00	1850.0	0.18	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-3107.4371556718756	0.04	-3107.4371556718756	0.04	0	0	0	0	1.8601612105205851	0.08	0	0	
5001	2021-07-28 09:00:00	1850.0	0.2	-6655.008911328202	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4087.911586171875	0.06	-4087.911586171875	0.06	0	0	0	0	1.84991736841192	0.08	0	0	
5002	2021-07-28 10:00:00	1850.0	0.2	-6790.088223078264	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4677.703025167968	0.06	-4677.703025167968	0.06	0	0	0	0	1.8420838421259664	0.08	0	0	
5003	2021-07-28 11:00:00	1850.0	0.2	-6817.269777207067	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5175.382958886718	0.06	-5175.382958886718	0.06	0	0	0	0	1.834551605248922	0.08	0	0	
5004	2021-07-28 12:00:00	1850.0	0.2	-6914.986546732335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5386.76484255	0.06	-5386.76484255	0.06	0	0	0	0	1.8267180789629685	0.08	0	0	
5005	2021-07-28 13:00:00	1850.0	0.2	-6956.378655410761	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5072.715240921874	0.06	-5072.715240921874	0.06	0	0	0	0	1.8215961579086357	0.08	0	0	
5006	2021-07-28 14:00:00	1850.0	0.2	-6995.464567270904	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4853.7419046875	0.06	-4853.7419046875	0.06	0	0	0	0	1.8167755263244831	0.08	0	0	
5007	2021-07-28 15:00:00	1850.0	0.2	-7042.100613506304	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4257.182013799999	0.06	-4257.182013799999	0.06	-1.2272281335555053	0.06	-1.2272281335555053	0.06	1.8116536052701506	0.08	0	0	
5008	2021-07-28 16:00:00	1850.0	0.2	-7010.121784218458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3292.1743447468757	0.06	-3292.1743447468757	0.06	-5.80696095312816	0.06	-5.80696095312816	0.06	1.8149677895034027	0.08	0	0	
5009	2021-07-28 17:00:00	1850.0	0.18	-6980.807350323351	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-2060.0881278679694	0.04	-2060.0881278679694	0.04	-13.167682399568514	0.04	-13.167682399568514	0.04	1.8185832631455636	0.08	0	0	
5010	2021-07-28 18:00:00	1850.0	0.18	-6953.9422271684	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-817.0978399718753	0.04	-817.0978399718753	0.04	0	0	0	0	1.8218974473788159	0.08	0	0	
5011	2021-07-28 19:00:00	1850.0	0.18	-6841.840055215931	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-243.22024428046873	0.04	-243.22024428046873	0.04	0	0	0	0	1.8327438684278414	0.08	0	0	
5012	2021-07-28 20:00:00	1850.0	0.18	-6751.203347438869	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.8435902894768668	0.08	0	0	
5013	2021-07-28 21:00:00	1849.9999999999998	0.2	-6586.681349997263	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8544367105258923	0.08	0	0	
5014	2021-07-28 22:00:00	1850.0	0.2	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8601612105205851	0.08	0	0	
5015	2021-07-28 23:00:00	1850.0	0.2	-6406.449883656894	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.865885710515278	0.08	0	0	
5016	2021-07-29 00:00:00	1850.0	0.2	-6288.942071854824	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.872514078920511	0.08	0	0	
5017	2021-07-29 01:00:00	1850.0	0.2	-6155.877300097166	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.874924394743223	0.08	0	0	
5018	2021-07-29 02:00:00	1850.0	0.2	-6096.267937629504	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8773347105046636	0.08	0	0	
5019	2021-07-29 03:00:00	1850.0	0.2	-6034.72806764085	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8797450263273756	0.08	0	0	
5020	2021-07-29 04:00:00	1850.0	0.2	-6026.052386826062	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8800463157975558	0.08	0	0	
5021	2021-07-29 05:00:00	1850.0	0.18	-6017.37670601127	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-197.8077625242188	0.04	-197.8077625242188	0.04	0	0	0	0	1.8803476052677357	0.08	0	0	
5022	2021-07-29 06:00:00	1849.9999999999998	0.18	-6008.701025196477	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-745.9670774054689	0.04	-745.9670774054689	0.04	0	0	0	0	1.8806488947379159	0.08	0	0	
5023	2021-07-29 07:00:00	1850.0	0.18	-6346.736846752978	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1918.3527607968751	0.04	-1918.3527607968751	0.04	0	0	0	0	1.8704050526292506	0.08	0	0	
5024	2021-07-29 08:00:00	1850.0	0.18	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-3107.4371556718756	0.04	-3107.4371556718756	0.04	0	0	0	0	1.8601612105205851	0.08	0	0	
5025	2021-07-29 09:00:00	1850.0	0.2	-6655.008911328202	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4087.911586171875	0.06	-4087.911586171875	0.06	0	0	0	0	1.84991736841192	0.08	0	0	
5026	2021-07-29 10:00:00	1850.0	0.2	-6790.088223078264	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4677.703025167968	0.06	-4677.703025167968	0.06	0	0	0	0	1.8420838421259664	0.08	0	0	
5027	2021-07-29 11:00:00	1850.0	0.2	-6817.269777207067	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5175.382958886718	0.06	-5175.382958886718	0.06	0	0	0	0	1.834551605248922	0.08	0	0	
5028	2021-07-29 12:00:00	1850.0	0.2	-6914.986546732335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5386.76484255	0.06	-5386.76484255	0.06	0	0	0	0	1.8267180789629685	0.08	0	0	
5029	2021-07-29 13:00:00	1850.0	0.2	-6956.378655410761	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5072.715240921874	0.06	-5072.715240921874	0.06	0	0	0	0	1.8215961579086357	0.08	0	0	
5030	2021-07-29 14:00:00	1850.0	0.2	-6995.464567270904	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4853.7419046875	0.06	-4853.7419046875	0.06	0	0	0	0	1.8167755263244831	0.08	0	0	
5031	2021-07-29 15:00:00	1850.0	0.2	-7042.100613506304	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4257.182013799999	0.06	-4257.182013799999	0.06	0	0	0	0	1.8116536052701506	0.08	0	0	
5032	2021-07-29 16:00:00	1850.0	0.2	-7010.121784218458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3292.1743447468757	0.06	-3292.1743447468757	0.06	0	0	0	0	1.8149677895034027	0.08	0	0	
5033	2021-07-29 17:00:00	1850.0	0.18	-6980.807350323351	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-2060.0881278679694	0.04	-2060.0881278679694	0.04	0	0	0	0	1.8185832631455636	0.08	0	0	
5034	2021-07-29 18:00:00	1850.0	0.18	-6953.9422271684	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-817.0978399718753	0.04	-817.0978399718753	0.04	0	0	0	0	1.8218974473788159	0.08	0	0	
5035	2021-07-29 19:00:00	1850.0	0.18	-6841.840055215931	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-243.22024428046873	0.04	-243.22024428046873	0.04	-11.053476362001577	0.04	-11.053476362001577	0.04	1.8327438684278414	0.08	0	0	
5036	2021-07-29 20:00:00	1850.0	0.18	-6751.203347438869	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-40.875170894928786	0.04	-40.875170894928786	0.04	1.8435902894768668	0.08	0	0	
5037	2021-07-29 21:00:00	1849.9999999999998	0.2	-6586.681349997263	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-18.96228416122444	0.06	-18.96228416122444	0.06	1.8544367105258923	0.08	0	0	
5038	2021-07-29 22:00:00	1850.0	0.2	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6.050415712195818	0.06	-6.050415712195818	0.06	1.8601612105205851	0.08	0	0	
5039	2021-07-29 23:00:00	1850.0	0.2	-6406.449883656894	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.865885710515278	0.08	0	0	
5040	2021-07-30 00:00:00	1850.0	0.2	-6288.942071854824	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-1.103834222516522	0.06	-1.103834222516522	0.06	1.872514078920511	0.08	0	0	
5041	2021-07-30 01:00:00	1850.0	0.2	-6155.877300097166	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-3.0234174744717284	0.06	-3.0234174744717284	0.06	1.874924394743223	0.08	0	0	
5042	2021-07-30 02:00:00	1850.0	0.2	-6096.267937629504	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-5.43031802826548	0.06	-5.43031802826548	0.06	1.8773347105046636	0.08	0	0	
5043	2021-07-30 03:00:00	1850.0	0.2	-6034.72806764085	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-4.256037716862936	0.06	-4.256037716862936	0.06	1.8797450263273756	0.08	0	0	
5044	2021-07-30 04:00:00	1850.0	0.2	-6026.052386826062	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-3.362037732366952	0.06	-3.362037732366952	0.06	1.8800463157975558	0.08	0	0	
5045	2021-07-30 05:00:00	1850.0	0.18	-6017.37670601127	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-197.8077625242188	0.04	-197.8077625242188	0.04	-2.3858008838552447	0.04	-2.3858008838552447	0.04	1.8803476052677357	0.08	0	0	
5046	2021-07-30 06:00:00	1849.9999999999998	0.18	-6008.701025196477	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-745.9670774054689	0.04	-745.9670774054689	0.04	-4.444498448342272	0.04	-4.444498448342272	0.04	1.8806488947379159	0.08	0	0	
5047	2021-07-30 07:00:00	1850.0	0.18	-6346.736846752978	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1918.3527607968751	0.04	-1918.3527607968751	0.04	-6.947366125368502	0.04	-6.947366125368502	0.04	1.8704050526292506	0.08	0	0	
5048	2021-07-30 08:00:00	1850.0	0.18	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-3107.4371556718756	0.04	-3107.4371556718756	0.04	-9.956858916153134	0.04	-9.956858916153134	0.04	1.8601612105205851	0.08	0	0	
5049	2021-07-30 09:00:00	1850.0	0.2	-6655.008911328202	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4087.911586171875	0.06	-4087.911586171875	0.06	-4.619470490115438	0.06	-4.619470490115438	0.06	1.84991736841192	0.08	0	0	
5050	2021-07-30 10:00:00	1850.0	0.2	-6790.088223078264	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4677.703025167968	0.06	-4677.703025167968	0.06	-1.100020641131895	0.06	-1.100020641131895	0.06	1.8420838421259664	0.08	0	0	
5051	2021-07-30 11:00:00	1850.0	0.2	-6817.269777207067	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5175.382958886718	0.06	-5175.382958886718	0.06	0	0	0	0	1.834551605248922	0.08	0	0	
5052	2021-07-30 12:00:00	1850.0	0.2	-6914.986546732335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5386.76484255	0.06	-5386.76484255	0.06	0	0	0	0	1.8267180789629685	0.08	0	0	
5053	2021-07-30 13:00:00	1850.0	0.2	-6956.378655410761	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5072.715240921874	0.06	-5072.715240921874	0.06	0	0	0	0	1.8215961579086357	0.08	0	0	
5054	2021-07-30 14:00:00	1850.0	0.2	-6995.464567270904	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4853.7419046875	0.06	-4853.7419046875	0.06	0	0	0	0	1.8167755263244831	0.08	0	0	
5055	2021-07-30 15:00:00	1850.0	0.2	-7042.100613506304	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4257.182013799999	0.06	-4257.182013799999	0.06	0	0	0	0	1.8116536052701506	0.08	0	0	
5056	2021-07-30 16:00:00	1850.0	0.2	-7010.121784218458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3292.1743447468757	0.06	-3292.1743447468757	0.06	0	0	0	0	1.8149677895034027	0.08	0	0	
5057	2021-07-30 17:00:00	1850.0	0.18	-6980.807350323351	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-2060.0881278679694	0.04	-2060.0881278679694	0.04	0	0	0	0	1.8185832631455636	0.08	0	0	
5058	2021-07-30 18:00:00	1850.0	0.18	-6953.9422271684	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-817.0978399718753	0.04	-817.0978399718753	0.04	0	0	0	0	1.8218974473788159	0.08	0	0	
5059	2021-07-30 19:00:00	1850.0	0.18	-6841.840055215931	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-243.22024428046873	0.04	-243.22024428046873	0.04	0	0	0	0	1.8327438684278414	0.08	0	0	
5060	2021-07-30 20:00:00	1850.0	0.18	-6751.203347438869	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.8435902894768668	0.08	0	0	
5061	2021-07-30 21:00:00	1849.9999999999998	0.2	-6586.681349997263	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8544367105258923	0.08	0	0	
5062	2021-07-30 22:00:00	1850.0	0.2	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8601612105205851	0.08	0	0	
5063	2021-07-30 23:00:00	1850.0	0.2	-6406.449883656894	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.865885710515278	0.08	0	0	
5064	2021-07-31 00:00:00	1850.0	0.2	-6288.942071854824	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.872514078920511	0.08	0	0	
5065	2021-07-31 01:00:00	1850.0	0.2	-6155.877300097166	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.874924394743223	0.08	0	0	
5066	2021-07-31 02:00:00	1850.0	0.2	-6096.267937629504	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8773347105046636	0.08	0	0	
5067	2021-07-31 03:00:00	1850.0	0.2	-6034.72806764085	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8797450263273756	0.08	0	0	
5068	2021-07-31 04:00:00	1850.0	0.2	-6026.052386826062	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.8800463157975558	0.08	0	0	
5069	2021-07-31 05:00:00	1850.0	0.18	-6017.37670601127	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-197.8077625242188	0.04	-197.8077625242188	0.04	0	0	0	0	1.8803476052677357	0.08	0	0	
5070	2021-07-31 06:00:00	1849.9999999999998	0.18	-6008.701025196477	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-745.9670774054689	0.04	-745.9670774054689	0.04	0	0	0	0	1.8806488947379159	0.08	0	0	
5071	2021-07-31 07:00:00	1850.0	0.18	-6346.736846752978	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1918.3527607968751	0.04	-1918.3527607968751	0.04	0	0	0	0	1.8704050526292506	0.08	0	0	
5072	2021-07-31 08:00:00	1850.0	0.18	-6494.9020151581835	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-3107.4371556718756	0.04	-3107.4371556718756	0.04	0	0	0	0	1.8601612105205851	0.08	0	0	
5073	2021-07-31 09:00:00	1850.0	0.2	-6655.008911328202	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4087.911586171875	0.06	-4087.911586171875	0.06	0	0	0	0	1.84991736841192	0.08	0	0	
5074	2021-07-31 10:00:00	1850.0	0.2	-6790.088223078264	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4677.703025167968	0.06	-4677.703025167968	0.06	0	0	0	0	1.8420838421259664	0.08	0	0	
5075	2021-07-31 11:00:00	1850.0	0.2	-6817.269777207067	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5175.382958886718	0.06	-5175.382958886718	0.06	0	0	0	0	1.834551605248922	0.08	0	0	
5076	2021-07-31 12:00:00	1850.0	0.2	-6914.986546732335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5386.76484255	0.06	-5386.76484255	0.06	0	0	0	0	1.8267180789629685	0.08	0	0	
5077	2021-07-31 13:00:00	1850.0	0.2	-6956.378655410761	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-5072.715240921874	0.06	-5072.715240921874	0.06	0	0	0	0	1.8215961579086357	0.08	0	0	
