simulation_time	physical_time	Enedis.curtailment_rate_consumption	Enedis.curtailment_rate_production	general_aggregator.curtailment_rate_consumption	general_aggregator.curtailment_rate_production	Local_DHN.curtailment_rate_consumption	Local_DHN.curtailment_rate_production	gas_aggregator.curtailment_rate_consumption	gas_aggregator.curtailment_rate_production	
100	2019-01-10 03:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
101	2019-01-10 05:11:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
102	2019-01-10 07:22:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
103	2019-01-10 09:34:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
104	2019-01-10 11:45:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
105	2019-01-10 13:57:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
106	2019-01-10 16:08:24	None	0.0	1.4084816836401028e-16	0.0	0.0	0.0	None	1.0	
107	2019-01-10 18:19:48	None	0.0	0.0	1.2945164031807874e-16	0.0	1.3396593044232262e-16	None	1.0	
108	2019-01-10 20:31:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
109	2019-01-10 22:42:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
110	2019-01-11 00:54:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
111	2019-01-11 03:05:24	None	0.0	0.0	1.2845389061701008e-16	0.0	1.3396593044232262e-16	None	1.0	
112	2019-01-11 05:16:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
113	2019-01-11 07:28:12	None	0.0	0.0	1.2641104942478738e-16	0.0	1.3396593044232262e-16	None	1.0	
114	2019-01-11 09:39:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
115	2019-01-11 11:51:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
116	2019-01-11 14:02:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
117	2019-01-11 16:13:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
118	2019-01-11 18:25:12	None	0.0	0.0	1.2500088122734404e-16	0.0	1.3396593044232262e-16	None	1.0	
119	2019-01-11 20:36:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
120	2019-01-11 22:48:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
121	2019-01-12 00:59:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
122	2019-01-12 03:10:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
123	2019-01-12 05:22:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
124	2019-01-12 07:33:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
125	2019-01-12 09:45:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
126	2019-01-12 11:56:24	None	0.0	1.5418124344384303e-16	0.0	0.0	0.0	None	1.0	
127	2019-01-12 14:07:48	None	0.0	0.0	1.250755541778185e-16	0.0	1.3394284570328793e-16	None	1.0	
128	2019-01-12 16:19:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
129	2019-01-12 18:30:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
130	2019-01-12 20:42:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
131	2019-01-12 22:53:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
132	2019-01-13 01:04:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
133	2019-01-13 03:16:12	None	0.0	0.0	1.2816469485338546e-16	0.0	1.3396593044232262e-16	None	1.0	
134	2019-01-13 05:27:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
135	2019-01-13 07:39:00	None	0.0	0.0	1.273924691437199e-16	None	1.3396593044232262e-16	None	1.0	
136	2019-01-13 09:50:24	None	0.0	2.0538855496757292e-16	0.0	0.0	0.0	None	1.0	
137	2019-01-13 12:01:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
138	2019-01-13 14:13:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
139	2019-01-13 16:24:36	None	0.0	1.1551812924901117e-16	0.0	0.0	0.0	None	1.0	
140	2019-01-13 18:36:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
141	2019-01-13 20:47:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
142	2019-01-13 22:58:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
143	2019-01-14 01:10:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
144	2019-01-14 03:21:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
145	2019-01-14 05:33:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
146	2019-01-14 07:44:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
147	2019-01-14 09:55:48	None	0.0	1.2912340837588096e-16	1.2781602184983199e-16	0.0	1.3396306724735095e-16	None	1.0	
148	2019-01-14 12:07:12	None	0.0	1.5566507504042932e-16	0.0	0.0	0.0	None	1.0	
149	2019-01-14 14:18:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
150	2019-01-14 16:30:00	None	0.0	1.2575471908065286e-16	1.2830955046147292e-16	0.0	1.3395738326944185e-16	None	1.0	
151	2019-01-14 18:41:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
152	2019-01-14 20:52:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
153	2019-01-14 23:04:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
154	2019-01-15 01:15:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
155	2019-01-15 03:27:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
156	2019-01-15 05:38:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
157	2019-01-15 07:49:48	None	0.0	1.32202321560761e-16	0.0	0.0	0.0	None	1.0	
158	2019-01-15 10:01:12	None	0.0	0.0	1.239745874982266e-16	0.0	1.339566967409e-16	None	1.0	
159	2019-01-15 12:12:36	None	0.0	1.441222971328862e-16	0.0	0.0	0.0	None	1.0	
160	2019-01-15 14:24:00	None	0.0	0.0	1.2303665341228143e-16	0.0	1.3395488895618622e-16	None	1.0	
161	2019-01-15 16:35:24	None	0.0	0.0	1.2483078796293393e-16	0.0	1.3396352957602958e-16	None	1.0	
162	2019-01-15 18:46:48	None	0.0	0.0	1.2616175742415747e-16	0.0	1.3396593044232262e-16	None	1.0	
163	2019-01-15 20:58:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
164	2019-01-15 23:09:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
165	2019-01-16 01:21:00	None	0.0	0.0	1.2715228979732952e-16	None	1.3396593044232262e-16	None	1.0	
166	2019-01-16 03:32:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
167	2019-01-16 05:43:48	None	0.0	1.7110821458753696e-16	0.0	0.0	0.0	None	1.0	
