simulation_time	physical_time	dummy_complete_profile_0_ElectricDam_0.energy	dummy_complete_profile_0_ElectricDam_0.money	
58	2019-01-06 07:01:12	-270.3861243486	0.0873	
59	2019-01-06 09:12:36	-292.72831674840006	0.1306	
60	2019-01-06 11:24:00	-311.4228042666	0.1261	
61	2019-01-06 13:35:24	-380.72919701700005	0.1454	
62	2019-01-06 15:46:48	-430.4291760288001	0.1234	
63	2019-01-06 17:58:12	-487.880527914	0.1205	
64	2019-01-06 20:09:36	-419.0300982738001	0.2157	
65	2019-01-06 22:21:00	-364.77048816000007	0.2281	
66	2019-01-07 00:32:24	-328.7494024542001	0.2	
67	2019-01-07 02:43:48	-369.78608237220004	0.155	
68	2019-01-07 04:55:12	-342.42829576020006	0.0855	
69	2019-01-07 07:06:36	-306.8631731646	0.0873	
70	2019-01-07 09:18:00	-282.69712832400006	0.1306	
71	2019-01-07 11:29:24	-267.19438257720003	0.1261	
72	2019-01-07 13:40:48	-281.7852021036	0.1454	
73	2019-01-07 15:52:12	-259.44300970380004	0.1234	
74	2019-01-07 18:03:36	-269.47419812820004	0.179	
75	2019-01-07 20:15:00	-275.857681671	0.2157	
76	2019-01-07 22:26:24	-294.09620607900007	0.2281	
77	2019-01-08 00:37:48	-308.68702560540004	0.2	
78	2019-01-08 02:49:12	-292.27235363820006	0.155	
79	2019-01-08 05:00:36	-301.84757895240006	0.0684	
80	2019-01-08 07:12:00	-290.44850119740005	0.0873	
81	2019-01-08 09:23:24	-275.4017185608	0.1306	
82	2019-01-08 11:34:48	-265.3705301364	0.1261	
83	2019-01-08 13:46:12	-251.69163683040006	0.1454	
84	2019-01-08 15:57:36	-238.9246697448	0.1234	
85	2019-01-08 18:09:00	-243.940263957	0.179	
86	2019-01-08 20:20:24	-254.42741549160004	0.2157	
87	2019-01-08 22:31:48	-242.1164115162	0.2281	
88	2019-01-09 00:43:12	-229.34944443060002	0.2	
89	2019-01-09 02:54:36	-224.7898133286	0.155	
90	2019-01-09 05:06:00	-282.69712832400006	0.0684	
91	2019-01-09 07:17:24	-250.77971061000005	0.0873	
92	2019-01-09 09:28:48	-246.67604261820006	0.1306	
93	2019-01-09 11:40:12	-247.5879688386	0.1261	
94	2019-01-09 13:51:36	-250.32374749980002	0.1454	
95	2019-01-09 16:03:00	-248.04393194880006	0.1166	
96	2019-01-09 18:14:24	-243.02833773660004	0.179	
97	2019-01-09 20:25:48	-239.83659596520005	0.2157	
98	2019-01-09 22:37:12	-234.36503864280002	0.2281	
99	2019-01-10 00:48:36	-225.70173954900005	0.2	
100	2019-01-10 03:00:00	-220.68614533680005	0.1402	
101	2019-01-10 05:11:24	-237.10081730400006	0.0684	
102	2019-01-10 07:22:48	-234.36503864280002	0.0873	
103	2019-01-10 09:34:12	-211.56688313280003	0.1306	
104	2019-01-10 11:45:36	-207.463215141	0.1261	
105	2019-01-10 13:57:00	-193.78432183500004	0.1454	
106	2019-01-10 16:08:24	-180.56139163920002	0.1166	
107	2019-01-10 18:19:48	-191.96046939420006	0.179	
108	2019-01-10 20:31:12	-200.16780537780002	0.2157	
109	2019-01-10 22:42:36	-204.72743647980002	0.2281	
110	2019-01-11 00:54:00	-202.44762092880003	0.2	
111	2019-01-11 03:05:24	-202.44762092880003	0.1402	
112	2019-01-11 05:16:48	-210.65495691240005	0.0684	
113	2019-01-11 07:28:12	-216.58247734500003	0.0873	
114	2019-01-11 09:39:36	-217.49440356540006	0.1306	
115	2019-01-11 11:51:00	-221.59807155720003	0.1261	
116	2019-01-11 14:02:24	-236.64485419380006	0.1214	
117	2019-01-11 16:13:48	-294.09620607900007	0.1166	
118	2019-01-11 18:25:12	-298.1998740708001	0.179	
119	2019-01-11 20:36:36	-289.99253808720005	0.2157	
120	2019-01-11 22:48:00	-280.41731277300005	0.2281	
121	2019-01-12 00:59:24	-264.458603916	0.2	
122	2019-01-12 03:10:48	-273.1219030098	0.1402	
123	2019-01-12 05:22:12	-267.6503456874001	0.0684	
124	2019-01-12 07:33:36	-255.33934171200002	0.0873	
125	2019-01-12 09:45:00	-262.17878836500006	0.1306	
126	2019-01-12 11:56:24	-279.96134966280005	0.1261	
127	2019-01-12 14:07:48	-310.054914936	0.1214	
128	2019-01-12 16:19:12	-314.61454603800007	0.1166	
129	2019-01-12 18:30:36	-334.6769228868	0.179	
130	2019-01-12 20:42:00	-326.0136237930001	0.2157	
131	2019-01-12 22:53:24	-311.8787673768001	0.2281	
132	2019-01-13 01:04:48	-295.0081322994001	0.1703	
133	2019-01-13 03:16:12	-302.75950517280006	0.1402	
134	2019-01-13 05:27:36	-314.15858292780007	0.0684	
135	2019-01-13 07:39:00	-297.74391096060003	0.0873	
136	2019-01-13 09:50:24	-308.2310624952	0.1306	
137	2019-01-13 12:01:48	-263.5466776956	0.1441	
138	2019-01-13 14:13:12	-278.13749722200004	0.1214	
139	2019-01-13 16:24:36	-327.83747623380003	0.1166	
140	2019-01-13 18:36:00	-322.36591891140006	0.179	
141	2019-01-13 20:47:24	-299.5677634014001	0.2157	
142	2019-01-13 22:58:48	-266.738419467	0.2281	
143	2019-01-14 01:10:12	-262.63475147520006	0.1703	
144	2019-01-14 03:21:36	-253.5154892712	0.1402	
145	2019-01-14 05:33:00	-287.25675942600003	0.0684	
146	2019-01-14 07:44:24	-272.20997678940006	0.0873	
147	2019-01-14 09:55:48	-271.7540136792	0.1306	
148	2019-01-14 12:07:12	-244.39622706720004	0.1441	
149	2019-01-14 14:18:36	-266.738419467	0.1214	
150	2019-01-14 16:30:00	-264.458603916	0.1166	
151	2019-01-14 18:41:24	-296.37602163	0.179	
152	2019-01-14 20:52:48	-342.42829576020006	0.2157	
153	2019-01-14 23:04:12	-429.9732129186001	0.2047	
154	2019-01-15 01:15:36	-436.8126595716	0.1703	
155	2019-01-15 03:27:00	-465.08237240400007	0.1402	
156	2019-01-15 05:38:24	-415.3823933922	0.0684	
157	2019-01-15 07:49:48	-395.7759796536001	0.0873	
158	2019-01-15 10:01:12	-361.12278327840005	0.1332	
159	2019-01-15 12:12:36	-334.6769228868	0.1441	
160	2019-01-15 14:24:00	-319.17417714000004	0.1214	
161	2019-01-15 16:35:24	-338.32462776840003	0.1166	
162	2019-01-15 18:46:48	-302.75950517280006	0.179	
163	2019-01-15 20:58:12	-286.8007963158	0.2157	
164	2019-01-15 23:09:36	-294.09620607900007	0.2047	
165	2019-01-16 01:21:00	-290.44850119740005	0.1703	
166	2019-01-16 03:32:24	-326.4695869032001	0.1402	
167	2019-01-16 05:43:48	-298.1998740708001	0.0684	
