simulation_time	physical_time	Enedis.weighed_curtailment_rate_consumption	Enedis.weighed_curtailment_rate_production	general_aggregator.weighed_curtailment_rate_consumption	general_aggregator.weighed_curtailment_rate_production	Local_DHN.weighed_curtailment_rate_consumption	Local_DHN.weighed_curtailment_rate_production	gas_aggregator.weighed_curtailment_rate_consumption	gas_aggregator.weighed_curtailment_rate_production	
27	2019-01-03 09:30:36	None	0.0	1.4032037698810272e-16	0.0	None	0.0	None	1.0	
28	2019-01-03 11:38:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
29	2019-01-03 13:46:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
30	2019-01-03 15:54:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
31	2019-01-03 18:01:48	None	0.0	1.3928035435685692e-16	1.3574499744888568e-16	0.0	1.377396186237965e-16	None	1.0	
32	2019-01-03 20:09:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
33	2019-01-03 22:17:24	None	0.0	1.7328592846318213e-16	0.0	0.0	0.0	None	1.0	
34	2019-01-04 00:25:12	None	0.0	1.2094368645253178e-16	0.0	0.0	0.0	None	1.0	
35	2019-01-04 02:33:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
36	2019-01-04 04:40:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
37	2019-01-04 06:48:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
38	2019-01-04 08:56:24	None	0.0	0.0	0.0	None	0.0	None	1.0	
39	2019-01-04 11:04:12	None	0.0	1.7508936101589854e-16	0.0	0.0	0.0	None	1.0	
40	2019-01-04 13:12:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
41	2019-01-04 15:19:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
42	2019-01-04 17:27:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
43	2019-01-04 19:35:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
44	2019-01-04 21:43:12	None	0.0	1.5933434658829336e-16	0.0	0.0	0.0	None	1.0	
45	2019-01-04 23:51:00	None	0.0	1.6372837490118016e-16	0.0	0.0	0.0	None	1.0	
46	2019-01-05 01:58:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
47	2019-01-05 04:06:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
48	2019-01-05 06:14:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
49	2019-01-05 08:22:12	None	0.0	0.0	0.0	None	0.0	None	1.0	
50	2019-01-05 10:30:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
51	2019-01-05 12:37:48	None	0.0	1.4384539201696311e-16	0.0	0.0	0.0	None	1.0	
52	2019-01-05 14:45:36	None	0.0	0.0	1.314894686293187e-16	0.0	1.3771905594646261e-16	None	1.0	
53	2019-01-05 16:53:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
54	2019-01-05 19:01:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
55	2019-01-05 21:09:00	None	0.0	1.6813126216706646e-16	0.0	0.0	0.0	None	1.0	
56	2019-01-05 23:16:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
57	2019-01-06 01:24:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
58	2019-01-06 03:32:24	None	0.0	0.0	1.3218264951983627e-16	0.0	1.377396186237965e-16	None	1.0	
59	2019-01-06 05:40:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
60	2019-01-06 07:48:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
61	2019-01-06 09:55:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
62	2019-01-06 12:03:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
63	2019-01-06 14:11:24	None	0.0	1.7328592846318213e-16	0.0	0.0	0.0	None	1.0	
64	2019-01-06 16:19:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
65	2019-01-06 18:27:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
66	2019-01-06 20:34:48	None	0.0	1.1958101600170943e-16	0.0	0.0	0.0	None	1.0	
67	2019-01-06 22:42:36	None	0.0	1.2357686434791385e-16	0.0	0.0	0.0	None	1.0	
68	2019-01-07 00:50:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
69	2019-01-07 02:58:12	None	0.0	0.0	1.3046377991508912e-16	0.0	1.377396186237965e-16	None	1.0	
70	2019-01-07 05:06:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
71	2019-01-07 07:13:48	None	0.0	0.0	1.3161139508156534e-16	None	1.377396186237965e-16	None	1.0	
72	2019-01-07 09:21:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
73	2019-01-07 11:29:24	None	0.0	0.0	1.3200001593614015e-16	0.0	1.37722237002946e-16	None	1.0	
74	2019-01-07 13:37:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
75	2019-01-07 15:45:00	None	0.0	1.6372837490118016e-16	0.0	0.0	0.0	None	1.0	
76	2019-01-07 17:52:48	None	0.0	0.0	1.3197718769410047e-16	0.0	1.377396186237965e-16	None	1.0	
77	2019-01-07 20:00:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
78	2019-01-07 22:08:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
79	2019-01-08 00:16:12	None	0.0	1.6813126216706646e-16	0.0	0.0	0.0	None	1.0	
80	2019-01-08 02:24:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
81	2019-01-08 04:31:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
82	2019-01-08 06:39:36	None	0.0	0.0	0.0	None	0.0	None	1.0	
83	2019-01-08 08:47:24	None	0.0	2.0207619918338378e-16	0.0	0.0	0.0	None	1.0	
84	2019-01-08 10:55:12	None	0.0	0.0	1.3057530750536238e-16	0.0	1.3773097418322946e-16	None	1.0	
85	2019-01-08 13:03:00	None	0.0	1.3928035435685692e-16	1.3134554411292413e-16	0.0	1.3771412452159705e-16	None	1.0	
86	2019-01-08 15:10:48	None	0.0	0.0	1.3217338830035362e-16	0.0	1.3773224086562021e-16	None	1.0	
87	2019-01-08 17:18:36	None	0.0	1.7328592846318213e-16	0.0	0.0	0.0	None	1.0	
88	2019-01-08 19:26:24	None	0.0	1.2094368645253178e-16	0.0	0.0	0.0	None	1.0	
89	2019-01-08 21:34:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
90	2019-01-08 23:42:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
91	2019-01-09 01:49:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
92	2019-01-09 03:57:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
93	2019-01-09 06:05:24	None	0.0	0.0	0.0	None	0.0	None	1.0	
94	2019-01-09 08:13:12	None	0.0	0.0	1.3288038801948858e-16	0.0	1.377396186237965e-16	None	1.0	
95	2019-01-09 10:21:00	None	0.0	0.0	1.3275681838013782e-16	0.0	1.3773072828288983e-16	None	1.0	
96	2019-01-09 12:28:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
97	2019-01-09 14:36:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
98	2019-01-09 16:44:24	None	0.0	0.0	1.3280331878824844e-16	0.0	1.3773062112964348e-16	None	1.0	
99	2019-01-09 18:52:12	None	0.0	1.6372837490118016e-16	1.3290538218017931e-16	0.0	1.377396186237965e-16	None	1.0	
100	2019-01-09 21:00:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
101	2019-01-09 23:07:48	None	0.0	0.0	1.3259513849736188e-16	0.0	1.377396186237965e-16	None	1.0	
102	2019-01-10 01:15:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
103	2019-01-10 03:23:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
104	2019-01-10 05:31:12	None	0.0	0.0	0.0	None	0.0	None	1.0	
105	2019-01-10 07:39:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
106	2019-01-10 09:46:48	None	0.0	1.32202321560761e-16	0.0	0.0	0.0	None	1.0	
107	2019-01-10 11:54:36	None	0.0	1.6135601210930577e-16	0.0	0.0	0.0	None	1.0	
108	2019-01-10 14:02:24	None	0.0	0.0	1.3251141989690318e-16	0.0	1.3771686767198735e-16	None	1.0	
109	2019-01-10 16:10:12	None	0.0	1.6892644784228947e-16	0.0	0.0	0.0	None	1.0	
110	2019-01-10 18:18:00	None	0.0	0.0	1.3298602053607829e-16	0.0	1.377396186237965e-16	None	1.0	
111	2019-01-10 20:25:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
112	2019-01-10 22:33:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
113	2019-01-11 00:41:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
114	2019-01-11 02:49:12	None	0.0	0.0	1.3217516301590973e-16	0.0	1.377396186237965e-16	None	1.0	
115	2019-01-11 04:57:00	None	0.0	0.0	0.0	None	0.0	None	1.0	
116	2019-01-11 07:04:48	None	0.0	1.7110821458753696e-16	1.298329384264648e-16	0.0	1.377396186237965e-16	None	1.0	
117	2019-01-11 09:12:36	None	0.0	1.483364937692472e-16	0.0	0.0	0.0	None	1.0	
118	2019-01-11 11:20:24	None	0.0	1.7382642510004458e-16	0.0	0.0	0.0	None	1.0	
119	2019-01-11 13:28:12	None	0.0	1.3570736836763993e-16	0.0	0.0	0.0	None	1.0	
120	2019-01-11 15:36:00	None	0.0	0.0	1.277425457606596e-16	0.0	1.377248439493225e-16	None	1.0	
121	2019-01-11 17:43:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
122	2019-01-11 19:51:36	None	0.0	1.5933434658829336e-16	0.0	0.0	0.0	None	1.0	
123	2019-01-11 21:59:24	None	0.0	1.6372837490118016e-16	1.3129035358087455e-16	0.0	1.377396186237965e-16	None	1.0	
124	2019-01-12 00:07:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
125	2019-01-12 02:15:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
126	2019-01-12 04:22:48	None	0.0	0.0	0.0	None	0.0	None	1.0	
127	2019-01-12 06:30:36	None	0.0	1.4485576390245555e-16	0.0	0.0	0.0	None	1.0	
128	2019-01-12 08:38:24	None	0.0	1.5228694682992475e-16	0.0	0.0	0.0	None	1.0	
129	2019-01-12 10:46:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
130	2019-01-12 12:54:00	None	0.0	0.0	0.0	0.0	1.377144146383768e-16	None	1.0	
131	2019-01-12 15:01:48	None	0.0	0.0	1.2988800970444435e-16	0.0	1.3773229555919968e-16	None	1.0	
132	2019-01-12 17:09:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
133	2019-01-12 19:17:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
134	2019-01-12 21:25:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
135	2019-01-12 23:33:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
136	2019-01-13 01:40:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
137	2019-01-13 03:48:36	None	0.0	0.0	1.3145081212766603e-16	None	1.377396186237965e-16	None	1.0	
138	2019-01-13 05:56:24	None	0.0	1.4753733925873106e-16	0.0	0.0	0.0	None	1.0	
139	2019-01-13 08:04:12	None	0.0	1.19419290482434e-16	0.0	0.0	0.0	None	1.0	
140	2019-01-13 10:12:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
141	2019-01-13 12:19:48	None	0.0	1.9556790037365e-16	0.0	0.0	0.0	None	1.0	
142	2019-01-13 14:27:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
143	2019-01-13 16:35:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
144	2019-01-13 18:43:12	None	0.0	0.0	1.301057227322494e-16	0.0	1.377396186237965e-16	None	1.0	
145	2019-01-13 20:51:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
146	2019-01-13 22:58:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
147	2019-01-14 01:06:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
148	2019-01-14 03:14:24	None	0.0	0.0	0.0	None	0.0	None	1.0	
149	2019-01-14 05:22:12	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
150	2019-01-14 07:30:00	None	0.0	1.2277412912245483e-16	0.0	0.0	0.0	None	1.0	
151	2019-01-14 09:37:48	None	0.0	0.0	1.3126177041113753e-16	0.0	1.3773659185196193e-16	None	1.0	
152	2019-01-14 11:45:36	None	0.0	1.2339731025888976e-16	1.313298248476125e-16	0.0	1.377218347856034e-16	None	1.0	
153	2019-01-14 13:53:24	None	0.0	0.0	2.620961766206133e-16	0.0	1.377151428010673e-16	None	1.0	
154	2019-01-14 16:01:12	None	0.0	1.2672246072196014e-16	1.3176165246428826e-16	0.0	1.37730583154163e-16	None	1.0	
155	2019-01-14 18:09:00	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
156	2019-01-14 20:16:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
157	2019-01-14 22:24:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
158	2019-01-15 00:32:24	None	0.0	0.0	1.2920435391237328e-16	0.0	1.377396186237965e-16	None	1.0	
159	2019-01-15 02:40:12	None	0.0	0.0	0.0	None	0.0	None	1.0	
160	2019-01-15 04:48:00	None	0.0	1.32202321560761e-16	0.0	0.0	0.0	None	1.0	
161	2019-01-15 06:55:48	None	0.0	2.0207619918338378e-16	1.2758812741627268e-16	0.0	1.377396186237965e-16	None	1.0	
162	2019-01-15 09:03:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
163	2019-01-15 11:11:24	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
164	2019-01-15 13:19:12	None	0.0	0.0	0.0	0.0	1.3771497638116182e-16	None	1.0	
165	2019-01-15 15:27:00	None	0.0	0.0	1.2689253031979476e-16	0.0	1.3773097047484957e-16	None	1.0	
166	2019-01-15 17:34:48	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
167	2019-01-15 19:42:36	None	0.0	0.0	0.0	0.0	0.0	None	1.0	
