heat_sink.LTH.energy_bought	old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	biomass_plant.LTH.energy_sold	district_heating_microgrid.energy_bought	
0	181.94276495568445	99.3891530672744	620.8636046580776	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	172.50869566168603	94.23564142674907	598.5761932088134	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	161.72690218283063	88.34591383757726	573.1048658382256	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	149.59738451911835	81.71997029975897	544.4496225463143	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	142.85876359483376	78.03889055652658	528.530042939697	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	142.85876359483376	78.03889055652658	528.530042939697	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	136.12014267054914	74.3578108132942	512.6104633330796	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	134.77241848569219	73.6215948646477	509.426547411756	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	223.72221468624906	122.21184747531521	528.530042939697	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	234.5040081651044	128.101575064487	362.96641503087614	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	245.2858016439598	133.99130265365883	388.43774240146394	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	250.6766983833875	136.93616644824473	401.1734060867579	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	250.6766983833875	136.93616644824473	401.1734060867579	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	252.0244225682444	137.6723823968912	404.3573220080813	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	175.20414403139986	95.70807332404202	413.9090697720518	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	181.94276495568445	99.3891530672744	429.8286493786691	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	190.029110064826	103.80644875915327	448.93214490661	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	195.4200068042537	106.75131255373918	461.6678085919039	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	195.4200068042537	106.75131255373918	461.6678085919039	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	195.4200068042537	106.75131255373918	461.6678085919039	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	196.7677309891106	107.48752850238566	464.85172451322734	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	278.9789062653828	152.39670136982076	468.0356404345508	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	280.3266304502398	153.13291731846724	471.2195563558743	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	280.3266304502398	153.13291731846724	662.2545116352828	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	198.11545517396752	108.22374445103213	659.0705957139593	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	191.3768342496829	104.54266470779974	643.151016107342	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	176.5518682162568	96.44428927268851	608.1279409727838	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	157.68372962825987	86.13726599163782	563.553118074255	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	146.90193614940446	80.24753840246599	538.0817907036673	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	154.98828125854604	84.66483409434487	557.1852862316082	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	159.0314538131168	86.87348194028431	566.7370339955786	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	156.33600544340297	85.40105004299136	560.3692021529316	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	245.2858016439598	133.99130265365883	579.4726976808724	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	256.0675951228152	139.88103024283063	413.9090697720518	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	265.50166441681364	145.03454188335598	436.19648122131605	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	272.24028534109823	148.71562162658836	452.11606082793344	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	277.63118208052595	151.6604854211743	464.85172451322734	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	283.0220788199536	154.60534921576019	477.58738819852124	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	203.5063519133952	111.16860824561803	480.77130411984473	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	202.1586277285383	110.43239229697156	477.58738819852124	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	203.5063519133952	111.16860824561803	480.77130411984473	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	208.8972486528229	114.11347204020394	493.50696780513863	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	219.6790421316783	120.00319962937577	518.9782951757264	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	226.4176630559629	123.68427937260816	534.8978747823438	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	227.7653872408198	124.42049532125462	538.0817907036673	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	308.6288383322351	168.59345224004323	538.0817907036673	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	308.6288383322351	168.59345224004323	538.0817907036673	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1183.1252513349918	311.324286701949	170.0658841373362	735.4845778257228	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	226.4176630559629	123.68427937260816	725.9328300617524	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	214.28814539225058	117.05833583478986	697.277586769841	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	203.5063519133952	111.16860824561803	671.8062593992533	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	194.07228261939676	106.01509660509271	649.5188479499889	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	195.4200068042537	106.75131255373918	652.7027638713124	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	204.85407609825214	111.9048241942645	674.9901753205767	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	207.549524467966	113.37725609155747	681.3580071632236	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	206.20180028310907	112.641040142911	678.1740912419002	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	285.71752718966746	156.07778111305313	674.9901753205767	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	274.9357337108121	150.1880535238813	458.4838926705804	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	258.763043492529	141.35346214012358	420.2769016146987	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	249.32897419853057	136.19995049959826	397.9894901654344	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	238.54718071967517	130.31022291042643	372.51816279484655	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	226.4176630559629	123.68427937260816	343.8629195029353	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	136.12014267054914	74.3578108132942	321.57550805367106	1300.0	{'inside': 1300.0, 'outside': 1064.1069230750288}	
0	122.64290082197992	66.99565132682943	289.7363488404363	1300.0	{'inside': 1300.0, 'outside': 958.7498019784913}	
0	114.55655571283836	62.578355634950555	270.6328533124954	1300.0	{'inside': 1300.0, 'outside': 895.5355293205687}	
0	114.55655571283836	62.578355634950555	270.6328533124954	1300.0	{'inside': 1300.0, 'outside': 895.5355293205687}	
0	115.9042798976953	63.314571583597036	273.8167692338189	1300.0	{'inside': 1300.0, 'outside': 906.0712414302225}	
0	122.64290082197992	66.99565132682943	289.7363488404363	1300.0	{'inside': 1300.0, 'outside': 958.7498019784913}	
0	128.0337975614076	69.94051512141532	302.4720125257301	1300.0	{'inside': 1300.0, 'outside': 1000.8926504171061}	
0	211.59269702253673	115.5859039374969	308.83984436837704	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	215.6358695771075	117.79455178343633	318.3915921323475	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	218.33131794682134	119.26698368072928	324.75942397499443	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	215.6358695771075	117.79455178343633	318.3915921323475	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	207.54952446796597	113.37725609155746	299.28809660440663	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	202.1586277285383	110.43239229697156	286.5524329191128	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	199.46317935882445	108.95996039967861	280.1846010764658	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	194.07228261939673	106.0150966050927	267.44893739117185	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	191.3768342496829	104.54266470779974	261.08110554852493	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	192.72455843453986	105.27888065644623	264.2650214698485	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	195.4200068042537	106.75131255373918	270.6328533124954	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	198.11545517396752	108.22374445103213	277.0006851551423	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	198.11545517396752	108.22374445103213	277.0006851551423	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	199.46317935882445	108.95996039967861	280.1846010764658	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	203.50635191339524	111.16860824561805	289.7363488404363	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	204.85407609825214	111.9048241942645	292.9202647617597	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	204.85407609825214	111.9048241942645	292.9202647617597	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	123.99062500683681	67.73186727547589	292.9202647617597	1300.0	{'inside': 1300.0, 'outside': 969.2855140881449}	
0	121.29517663712298	66.25943537818294	286.5524329191128	1300.0	{'inside': 1300.0, 'outside': 948.2140898688374}	
0	114.55655571283836	62.578355634950555	270.6328533124954	1300.0	{'inside': 1300.0, 'outside': 895.5355293205687}	
0	105.12248641883993	57.42484399442522	248.3454418632311	1300.0	{'inside': 1300.0, 'outside': 821.7855445529924}	
0	102.42703804912608	55.95241209713227	241.97761002058417	1300.0	{'inside': 1300.0, 'outside': 800.7141203336851}	
0	109.1656589734107	59.633491840364655	257.89718962720156	1300.0	{'inside': 1300.0, 'outside': 853.3926808819538}	
0	125.33834919169375	68.46808322412237	296.1041806830832	1300.0	{'inside': 1300.0, 'outside': 979.8212261977986}	
0	229.11311142567672	125.15671126990111	350.23075134558223	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	256.0675951228152	139.88103024283063	413.9090697720518	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	287.0652513745244	156.8139970616996	487.1391359624917	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	295.1515964836659	161.23129275357846	506.24263149043253	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	274.9357337108121	150.1880535238813	458.4838926705804	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	245.2858016439598	133.99130265365883	388.43774240146394	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	225.06993887110596	122.94806342396167	340.6790035816118	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	211.59269702253673	115.5859039374969	308.83984436837704	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	206.20180028310907	112.641040142911	296.1041806830832	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	207.54952446796597	113.37725609155746	299.28809660440663	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	214.28814539225058	117.05833583478984	315.20767621102397	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	258.763043492529	141.35346214012358	420.2769016146987	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	311.324286701949	170.0658841373362	544.4496225463143	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	349.06056387794274	190.67993069943756	633.5992683433715	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	370.62415083565355	202.4593858777812	684.5419230845472	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	377.36277175993814	206.1404656210136	700.4615026911645	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	397.57863453279197	217.18370485071074	748.2202415110166	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	339.62649458394435	185.5264190589122	802.3468121735157	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	357.1469089870843	195.09722639131644	843.7377191507209	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	354.45146061737046	193.6247944940235	837.369887308074	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	359.8423573567982	196.5696582886094	850.1055509933678	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	370.62415083565355	202.4593858777812	875.5768783639556	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	362.537805726512	198.0420901859023	856.4733828360147	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	358.49463317194125	195.83344233996291	846.9216350720444	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	431.271739154215	235.58910356687267	827.8181395441036	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	421.8376698602166	230.43559192634734	805.5307280948392	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	412.40360056621813	225.282080285822	974.2782719249834	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	314.0197350716628	171.53831603462916	932.8873649477782	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	284.36980300481054	155.3415651644067	862.8412146786618	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	238.54718071967517	130.31022291042643	754.5880733536636	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	199.46317935882445	108.95996039967861	662.2545116352828	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	181.94276495568445	99.3891530672744	620.8636046580776	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	173.8564198465429	94.97185737539553	601.7601091301367	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	180.59504077082752	98.65293711862792	617.6796887367541	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	196.7677309891106	107.48752850238566	655.886679792636	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	291.1084239290952	159.02264490763906	687.7258390058706	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	305.9333899625213	167.12102034275028	531.7139588610203	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	330.1924252899459	180.3729074183869	589.0244454448429	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	353.10373643251353	192.888578545377	643.151016107342	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	366.58097828108276	200.25073803184176	674.9901753205767	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	385.4491168690797	210.55776131289247	719.5649982191054	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	322.1060801808043	175.955611726508	760.9559051963105	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	324.8015285505182	177.428043623801	767.3237370389576	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1177.8573952801653	312.6720108868059	170.8021000859827	738.6684937470462	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1246.3395239929148	295.1515964836659	161.23129275357846	697.277586769841	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	276.283457895669	150.9242694725278	652.7027638713124	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	239.89490490453213	131.04643885907294	566.7370339955786	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	190.029110064826	103.80644875915327	448.93214490661	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	260.1107676773859	142.08967808877009	423.4608175360222	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	289.7606997442382	158.28642895899256	493.50696780513863	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1209.4645316091264	304.58566577766436	166.38480439410384	719.5649982191054	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1300.0	229.11311142567672	125.15671126990111	732.3006619043992	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1218.608106413139	253.37214675310133	138.40859834553768	789.6111484882218	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	292.45614811395205	159.7588608562855	881.9447102066026	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	320.75835599594745	175.21939577786156	948.8069445543956	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	323.45380436566126	176.6918276751545	955.1747763970425	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	309.9765625170921	169.32966818868974	923.3356171838078	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	295.1515964836659	161.23129275357846	888.3125420492495	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	285.71752718966746	156.07778111305313	866.0251305999852	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	363.8855299113689	198.7783061345488	859.6572987573383	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	365.2332540962259	199.5145220831953	671.8062593992533	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	374.66732339022434	204.66803372372064	694.0936708485176	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	390.8400136085074	213.50262510747837	732.3006619043992	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	409.7081521965043	223.809648388529	776.8754848029279	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	429.9240149693581	234.8528876182262	824.63422362278	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	363.8855299113689	198.7783061345488	859.6572987573383	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	366.58097828108276	200.25073803184176	866.0251305999852	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	373.31959920536735	203.93181777507414	881.9447102066026	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	378.71049594479507	206.87668156966006	894.6803738918966	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	380.058220129652	207.61289751830654	897.86428981322	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	388.1445652387935	212.03019321018542	916.9677853411608	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	393.5354619782212	214.97505700477132	929.7034490264547	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	489.22387910306264	267.24638935867114	964.726524161013	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	501.353396766775	273.87233289648947	993.3817674529242	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	505.39656932134574	276.0809807424289	1193.968470496303	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	405.66497964193354	221.60100054258962	1149.3936475977746	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	353.10373643251353	192.888578545377	1025.2209266661591	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	289.7606997442382	158.28642895899256	875.5768783639556	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	241.242629089389	131.78265480771938	760.9559051963105	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	223.72221468624906	122.21184747531521	719.5649982191054	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	223.72221468624906	122.21184747531521	719.5649982191054	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	219.6790421316783	120.00319962937577	710.013250455135	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	219.6790421316783	120.00319962937577	710.013250455135	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	316.71518344137667	173.0107479319221	748.2202415110166	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	338.2787703990874	184.79020311026576	608.1279409727838	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	370.62415083565355	202.4593858777812	684.5419230845472	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	389.49228942365045	212.76640915883186	729.1167459830757	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	405.66497964193354	221.60100054258962	767.3237370389576	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	411.0558763813612	224.54586433717552	780.0594007242514	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	342.32194295365815	186.99885095620516	808.7146440161627	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	377.36277175993814	206.1404656210136	891.496457970573	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	382.7536684993658	209.0853294155995	904.2321216558669	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	389.49228942365045	212.76640915883186	920.1517012624843	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	396.23091034793504	216.44748890206426	936.0712808691017	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	373.31959920536735	203.93181777507414	881.9447102066026	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	359.8423573567982	196.5696582886094	850.1055509933678	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	427.22856659964424	233.38045572093324	818.2663917801331	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	411.0558763813612	224.54586433717552	780.0594007242514	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
0	389.49228942365045	212.76640915883186	920.1517012624843	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
1113.2509853166016	280.3266304502398	153.13291731846724	853.2894669146914	1300.0	{'inside': 1300.0, 'outside': 1100.0}	
