simulation_time	physical_time	flexible_loads.LVE.energy	flexible_loads.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
6396	2021-09-24 12:00:00	1500	0.2	5431.904308566429	0.2	
6397	2021-09-24 13:00:00	1500	0.2	6424.698825708869	0.2	
6398	2021-09-24 14:00:00	1500	0.2	6281.788287389672	0.2	
6399	2021-09-24 15:00:00	1500	0.2	6493.455568759706	0.2	
6400	2021-09-24 16:00:00	1500	0.2	7980.951326251404	0.2	
6401	2021-09-24 17:00:00	1500	0.18	7715.228000092577	0.18	
6402	2021-09-24 18:00:00	1500	0.18	8907.106511091659	0.18	
6403	2021-09-24 19:00:00	1500	0.18	10769.490245581444	0.18	
6404	2021-09-24 20:00:00	1500	0.18	12052.449890536416	0.18	
6405	2021-09-24 21:00:00	1500	0.2	11668.26621753151	0.2	
6406	2021-09-24 22:00:00	1500	0.2	11579.870843101291	0.2	
6407	2021-09-24 23:00:00	1500	0.2	8300.26030285433	0.2	
6408	2021-09-25 00:00:00	1500	0.2	5389.884525775696	0.2	
6409	2021-09-25 01:00:00	1500	0.2	5611.771805377157	0.2	
6410	2021-09-25 02:00:00	1500	0.2	5268.396415417469	0.2	
6411	2021-09-25 03:00:00	1500	0.2	4989.672973408065	0.2	
6412	2021-09-25 04:00:00	1500	0.2	4660.515971185586	0.2	
6413	2021-09-25 05:00:00	1500	0.18	4333.234539495416	0.18	
6414	2021-09-25 06:00:00	1500	0.18	4983.730781396141	0.18	
6415	2021-09-25 07:00:00	1500	0.18	7678.019108706677	0.18	
6416	2021-09-25 08:00:00	1500	0.18	7197.774703201576	0.18	
6417	2021-09-25 09:00:00	1500	0.2	5416.943410574318	0.2	
6418	2021-09-25 10:00:00	1500	0.2	5700.725812872436	0.2	
6419	2021-09-25 11:00:00	1500	0.2	5067.057578780556	0.2	
6420	2021-09-25 12:00:00	1500	0.2	5611.499808566429	0.2	
6421	2021-09-25 13:00:00	1500	0.2	5116.980159042209	0.2	
6422	2021-09-25 14:00:00	1500	0.2	6477.717620723002	0.2	
6423	2021-09-25 15:00:00	1500	0.2	6147.702318759707	0.2	
6424	2021-09-25 16:00:00	1500	0.2	8073.125742918073	0.2	
6425	2021-09-25 17:00:00	1500	0.18	8887.585916759246	0.18	
6426	2021-09-25 18:00:00	1500	0.18	9640.177844424987	0.18	
6427	2021-09-25 19:00:00	1500	0.18	11774.283578914787	0.18	
6428	2021-09-25 20:00:00	1500	0.18	12067.994057203006	0.18	
6429	2021-09-25 21:00:00	1500	0.2	12096.98430086492	0.2	
6430	2021-09-25 22:00:00	1500	0.2	10630.64167643462	0.2	
6431	2021-09-25 23:00:00	1500	0.2	8316.787719521002	0.2	
6432	2021-09-26 00:00:00	1500	0.2	5389.884525775696	0.2	
6433	2021-09-26 01:00:00	1500	0.2	5611.771805377157	0.2	
6434	2021-09-26 02:00:00	1500	0.2	5268.396415417469	0.2	
6435	2021-09-26 03:00:00	1500	0.2	4989.672973408065	0.2	
6436	2021-09-26 04:00:00	1500	0.2	4660.515971185586	0.2	
6437	2021-09-26 05:00:00	1500	0.18	4333.234539495416	0.18	
6438	2021-09-26 06:00:00	1500	0.18	4983.730781396141	0.18	
6439	2021-09-26 07:00:00	1500	0.18	7678.019108706677	0.18	
6440	2021-09-26 08:00:00	1500	0.18	7197.774703201576	0.18	
6441	2021-09-26 09:00:00	1500	0.2	5416.943410574318	0.2	
6442	2021-09-26 10:00:00	1500	0.2	5700.725812872436	0.2	
6443	2021-09-26 11:00:00	1500	0.2	5067.057578780556	0.2	
6444	2021-09-26 12:00:00	1500	0.2	5611.499808566429	0.2	
6445	2021-09-26 13:00:00	1500	0.2	5116.980159042209	0.2	
6446	2021-09-26 14:00:00	1500	0.2	6477.717620723002	0.2	
6447	2021-09-26 15:00:00	1500	0.2	6147.702318759707	0.2	
6448	2021-09-26 16:00:00	1500	0.2	8073.125742918073	0.2	
6449	2021-09-26 17:00:00	1500	0.18	8887.585916759246	0.18	
6450	2021-09-26 18:00:00	1500	0.18	9640.177844424987	0.18	
6451	2021-09-26 19:00:00	1500	0.18	11774.283578914787	0.18	
6452	2021-09-26 20:00:00	1500	0.18	12067.994057203006	0.18	
6453	2021-09-26 21:00:00	1500	0.2	12096.98430086492	0.2	
6454	2021-09-26 22:00:00	1500	0.2	10630.64167643462	0.2	
6455	2021-09-26 23:00:00	1500	0.2	8316.787719521002	0.2	
6456	2021-09-27 00:00:00	1500	0.2	5389.884525775696	0.2	
6457	2021-09-27 01:00:00	1500	0.2	5611.771805377157	0.2	
6458	2021-09-27 02:00:00	1500	0.2	5268.396415417469	0.2	
6459	2021-09-27 03:00:00	1500	0.2	4989.672973408065	0.2	
6460	2021-09-27 04:00:00	1500	0.2	4660.515971185586	0.2	
6461	2021-09-27 05:00:00	1500	0.18	4333.234539495416	0.18	
6462	2021-09-27 06:00:00	1500	0.18	4983.730781396141	0.18	
6463	2021-09-27 07:00:00	1500	0.18	7678.019108706677	0.18	
6464	2021-09-27 08:00:00	1500	0.18	7197.774703201576	0.18	
6465	2021-09-27 09:00:00	1500	0.2	5416.943410574318	0.2	
6466	2021-09-27 10:00:00	1500	0.2	5700.725812872436	0.2	
6467	2021-09-27 11:00:00	1500	0.2	5067.057578780556	0.2	
6468	2021-09-27 12:00:00	1500	0.2	5611.499808566429	0.2	
6469	2021-09-27 13:00:00	1500	0.2	5116.980159042209	0.2	
6470	2021-09-27 14:00:00	1500	0.2	6477.717620723002	0.2	
6471	2021-09-27 15:00:00	1500	0.2	6147.702318759707	0.2	
6472	2021-09-27 16:00:00	1500	0.2	8073.125742918073	0.2	
6473	2021-09-27 17:00:00	1500	0.18	8887.585916759246	0.18	
6474	2021-09-27 18:00:00	1500	0.18	9640.177844424987	0.18	
6475	2021-09-27 19:00:00	1500	0.18	11774.283578914787	0.18	
6476	2021-09-27 20:00:00	1500	0.18	12067.994057203006	0.18	
6477	2021-09-27 21:00:00	1500	0.2	12096.98430086492	0.2	
6478	2021-09-27 22:00:00	1500	0.2	10630.64167643462	0.2	
6479	2021-09-27 23:00:00	1500	0.2	8316.787719521002	0.2	
6480	2021-09-28 00:00:00	1500	0.2	5389.884525775696	0.2	
6481	2021-09-28 01:00:00	1500	0.2	5611.771805377157	0.2	
6482	2021-09-28 02:00:00	1500	0.2	5268.396415417469	0.2	
6483	2021-09-28 03:00:00	1500	0.2	4989.672973408065	0.2	
6484	2021-09-28 04:00:00	1500	0.2	4660.515971185586	0.2	
6485	2021-09-28 05:00:00	1500	0.18	4333.234539495416	0.18	
6486	2021-09-28 06:00:00	1500	0.18	4983.730781396141	0.18	
6487	2021-09-28 07:00:00	1500	0.18	7678.019108706677	0.18	
6488	2021-09-28 08:00:00	1500	0.18	7197.774703201576	0.18	
6489	2021-09-28 09:00:00	1500	0.2	5416.943410574318	0.2	
6490	2021-09-28 10:00:00	1500	0.2	5700.725812872436	0.2	
6491	2021-09-28 11:00:00	1500	0.2	5067.057578780556	0.2	
6492	2021-09-28 12:00:00	1500	0.2	5611.499808566429	0.2	
6493	2021-09-28 13:00:00	1500	0.2	5116.980159042209	0.2	
6494	2021-09-28 14:00:00	1500	0.2	6477.717620723002	0.2	
6495	2021-09-28 15:00:00	1500	0.2	6147.702318759707	0.2	
6496	2021-09-28 16:00:00	1500	0.2	8073.125742918073	0.2	
6497	2021-09-28 17:00:00	1500	0.18	8887.585916759246	0.18	
6498	2021-09-28 18:00:00	1500	0.18	9640.177844424987	0.18	
6499	2021-09-28 19:00:00	1500	0.18	11774.283578914787	0.18	
6500	2021-09-28 20:00:00	1500	0.18	12067.994057203006	0.18	
6501	2021-09-28 21:00:00	1500	0.2	12096.98430086492	0.2	
6502	2021-09-28 22:00:00	1500	0.2	10630.64167643462	0.2	
6503	2021-09-28 23:00:00	1500	0.2	8316.787719521002	0.2	
6504	2021-09-29 00:00:00	1500	0.2	5389.884525775696	0.2	
6505	2021-09-29 01:00:00	1500	0.2	5611.771805377157	0.2	
6506	2021-09-29 02:00:00	1500	0.2	5268.396415417469	0.2	
6507	2021-09-29 03:00:00	1500	0.2	4989.672973408065	0.2	
6508	2021-09-29 04:00:00	1500	0.2	4660.515971185586	0.2	
6509	2021-09-29 05:00:00	1500	0.18	4333.234539495416	0.18	
6510	2021-09-29 06:00:00	1500	0.18	4983.730781396141	0.18	
6511	2021-09-29 07:00:00	1500	0.18	7678.019108706677	0.18	
6512	2021-09-29 08:00:00	1500	0.18	7197.774703201576	0.18	
6513	2021-09-29 09:00:00	1500	0.2	5416.943410574318	0.2	
6514	2021-09-29 10:00:00	1500	0.2	5700.725812872436	0.2	
6515	2021-09-29 11:00:00	1500	0.2	5067.057578780556	0.2	
6516	2021-09-29 12:00:00	1500	0.2	5611.499808566429	0.2	
6517	2021-09-29 13:00:00	1500	0.2	5116.980159042209	0.2	
6518	2021-09-29 14:00:00	1500	0.2	6477.717620723002	0.2	
6519	2021-09-29 15:00:00	1500	0.2	6147.702318759707	0.2	
6520	2021-09-29 16:00:00	1500	0.2	8073.125742918073	0.2	
6521	2021-09-29 17:00:00	1500	0.18	8887.585916759246	0.18	
6522	2021-09-29 18:00:00	1500	0.18	9640.177844424987	0.18	
6523	2021-09-29 19:00:00	1500	0.18	11774.283578914787	0.18	
6524	2021-09-29 20:00:00	1500	0.18	12067.994057203006	0.18	
6525	2021-09-29 21:00:00	1500	0.2	12096.98430086492	0.2	
6526	2021-09-29 22:00:00	1500	0.2	10630.64167643462	0.2	
6527	2021-09-29 23:00:00	1500	0.2	8316.787719521002	0.2	
6528	2021-09-30 00:00:00	1500	0.2	5959.228442442366	0.2	
6529	2021-09-30 01:00:00	1500	0.2	6008.391472043816	0.2	
6530	2021-09-30 02:00:00	1500	0.2	5472.67474875081	0.2	
6531	2021-09-30 03:00:00	1500	0.2	5004.655556741394	0.2	
6532	2021-09-30 04:00:00	1500	0.2	4733.596554518916	0.2	
6533	2021-09-30 05:00:00	1500	0.18	4303.970872828746	0.18	
6534	2021-09-30 06:00:00	1500	0.18	4402.741198062811	0.18	
6535	2021-09-30 07:00:00	1500	0.18	5524.184108706677	0.18	
6536	2021-09-30 08:00:00	1500	0.18	7405.179119868248	0.18	
6537	2021-09-30 09:00:00	1500	0.2	8628.013660574317	0.2	
6538	2021-09-30 10:00:00	1500	0.2	7449.402396205765	0.2	
6539	2021-09-30 11:00:00	1500	0.2	5965.949328780556	0.2	
6540	2021-09-30 12:00:00	1500	0.2	5431.904308566429	0.2	
6541	2021-09-30 13:00:00	1500	0.2	6424.698825708869	0.2	
6542	2021-09-30 14:00:00	1500	0.2	6281.788287389672	0.2	
6543	2021-09-30 15:00:00	1500	0.2	6493.455568759706	0.2	
6544	2021-09-30 16:00:00	1500	0.2	7980.951326251404	0.2	
6545	2021-09-30 17:00:00	1500	0.18	7715.228000092577	0.18	
6546	2021-09-30 18:00:00	1500	0.18	8907.106511091659	0.18	
6547	2021-09-30 19:00:00	1500	0.18	10769.490245581444	0.18	
6548	2021-09-30 20:00:00	1500	0.18	12052.449890536416	0.18	
6549	2021-09-30 21:00:00	1500	0.2	11668.26621753151	0.2	
6550	2021-09-30 22:00:00	1500	0.2	11579.870843101291	0.2	
6551	2021-09-30 23:00:00	1500	0.2	8300.26030285433	0.2	
6552	2021-10-01 00:00:00	1500	0.2	7680.832782202588	0.2	
6553	2021-10-01 01:00:00	1500	0.2	8585.527237895816	0.2	
6554	2021-10-01 02:00:00	1500	0.2	7398.978389361276	0.2	
6555	2021-10-01 03:00:00	1500	0.2	6950.288586061052	0.2	
6556	2021-10-01 04:00:00	1500	0.2	6323.745830023697	0.2	
6557	2021-10-01 05:00:00	1500	0.18	5749.489060508707	0.18	
6558	2021-10-01 06:00:00	1500	0.18	5619.274271698673	0.18	
6559	2021-10-01 07:00:00	1500	0.18	6437.4800294389825	0.18	
6560	2021-10-01 08:00:00	1500	0.18	8234.57119919534	0.18	
6561	2021-10-01 09:00:00	1500	0.2	9189.83405699592	0.2	
6562	2021-10-01 10:00:00	1500	0.2	7983.853346500224	0.2	
6563	2021-10-01 11:00:00	1500	0.2	6320.183867230093	0.2	
6564	2021-10-01 12:00:00	1500	0.2	5655.300298333756	0.2	
6565	2021-10-01 13:00:00	1500	0.2	6871.341506172199	0.2	
6566	2021-10-01 14:00:00	1500	0.2	7173.954026897111	0.2	
6567	2021-10-01 15:00:00	1500	0.2	7841.3809080703295	0.2	
6568	2021-10-01 16:00:00	1500	0.2	9719.339326275847	0.2	
6569	2021-10-01 17:00:00	1500	0.18	9400.809229001834	0.18	
6570	2021-10-01 18:00:00	1500	0.18	10854.981077218557	0.18	
6571	2021-10-01 19:00:00	1500	0.18	12753.492797252495	0.18	
6572	2021-10-01 20:00:00	1500	0.18	14362.3903426785	0.18	
6573	2021-10-01 21:00:00	1500	0.2	13961.448841427755	0.2	
6574	2021-10-01 22:00:00	1500	0.2	13843.300795696221	0.2	
6575	2021-10-01 23:00:00	1500	0.2	10680.538200482724	0.2	
6576	2021-10-02 00:00:00	1500	0.2	7583.153731524659	0.2	
6577	2021-10-02 01:00:00	1500	0.2	7968.2471311393665	0.2	
6578	2021-10-02 02:00:00	1500	0.2	7186.97985400908	0.2	
6579	2021-10-02 03:00:00	1500	0.2	6630.7422552245225	0.2	
6580	2021-10-02 04:00:00	1500	0.2	6336.944503173724	0.2	
6581	2021-10-02 05:00:00	1500	0.18	5947.03976943629	0.18	
6582	2021-10-02 06:00:00	1500	0.18	7170.022686323122	0.18	
6583	2021-10-02 07:00:00	1500	0.18	8445.287646976894	0.18	
6584	2021-10-02 08:00:00	1500	0.18	8470.078774093136	0.18	
6585	2021-10-02 09:00:00	1500	0.2	6999.559061851116	0.2	
6586	2021-10-02 10:00:00	1500	0.2	6318.126932926986	0.2	
6587	2021-10-02 11:00:00	1500	0.2	5828.784887428784	0.2	
6588	2021-10-02 12:00:00	1500	0.2	5276.626381666705	0.2	
6589	2021-10-02 13:00:00	1500	0.2	5785.822006172393	0.2	
6590	2021-10-02 14:00:00	1500	0.2	6092.64927703564	0.2	
6591	2021-10-02 15:00:00	1500	0.2	7803.363824659847	0.2	
6592	2021-10-02 16:00:00	1500	0.2	10247.879326318764	0.2	
6593	2021-10-02 17:00:00	1500	0.18	9902.418145644619	0.18	
6594	2021-10-02 18:00:00	1500	0.18	14295.844327231838	0.18	
6595	2021-10-02 19:00:00	1500	0.18	13439.948880578431	0.18	
6596	2021-10-02 20:00:00	1500	0.18	15154.385759349232	0.18	
6597	2021-10-02 21:00:00	1500	0.2	14747.09625809216	0.2	
6598	2021-10-02 22:00:00	1500	0.2	13198.516879030894	0.2	
6599	2021-10-02 23:00:00	1500	0.2	10726.264117148681	0.2	
6600	2021-10-03 00:00:00	1500	0.2	7583.153731525049	0.2	
6601	2021-10-03 01:00:00	1500	0.2	7968.247131139136	0.2	
6602	2021-10-03 02:00:00	1500	0.2	7186.979854009206	0.2	
6603	2021-10-03 03:00:00	1500	0.2	6630.742255224453	0.2	
6604	2021-10-03 04:00:00	1500	0.2	6336.944503173759	0.2	
6605	2021-10-03 05:00:00	1500	0.18	5947.039769436267	0.18	
6606	2021-10-03 06:00:00	1500	0.18	7170.022686323134	0.18	
6607	2021-10-03 07:00:00	1500	0.18	8445.287646976894	0.18	
6608	2021-10-03 08:00:00	1500	0.18	8470.078774093136	0.18	
6609	2021-10-03 09:00:00	1500	0.2	6999.559061851116	0.2	
6610	2021-10-03 10:00:00	1500	0.2	6318.126932926986	0.2	
6611	2021-10-03 11:00:00	1500	0.2	5828.784887428784	0.2	
6612	2021-10-03 12:00:00	1500	0.2	5276.626381666705	0.2	
6613	2021-10-03 13:00:00	1500	0.2	5785.822006172393	0.2	
6614	2021-10-03 14:00:00	1500	0.2	6092.64927703564	0.2	
6615	2021-10-03 15:00:00	1500	0.2	7803.363824659847	0.2	
6616	2021-10-03 16:00:00	1500	0.2	10247.879326318764	0.2	
6617	2021-10-03 17:00:00	1500	0.18	9902.418145644619	0.18	
6618	2021-10-03 18:00:00	1500	0.18	14295.844327231838	0.18	
6619	2021-10-03 19:00:00	1500	0.18	13439.948880578431	0.18	
6620	2021-10-03 20:00:00	1500	0.18	15154.385759349232	0.18	
6621	2021-10-03 21:00:00	1500	0.2	14747.09625809216	0.2	
6622	2021-10-03 22:00:00	1500	0.2	13198.516879030894	0.2	
6623	2021-10-03 23:00:00	1500	0.2	10726.264117148681	0.2	
6624	2021-10-04 00:00:00	1500	0.2	7583.153731525049	0.2	
6625	2021-10-04 01:00:00	1500	0.2	7968.247131139136	0.2	
6626	2021-10-04 02:00:00	1500	0.2	7186.979854009206	0.2	
6627	2021-10-04 03:00:00	1500	0.2	6630.742255224453	0.2	
6628	2021-10-04 04:00:00	1500	0.2	6336.944503173759	0.2	
6629	2021-10-04 05:00:00	1500	0.18	5947.039769436267	0.18	
6630	2021-10-04 06:00:00	1500	0.18	7170.022686323134	0.18	
6631	2021-10-04 07:00:00	1500	0.18	8445.287646976894	0.18	
6632	2021-10-04 08:00:00	1500	0.18	8470.078774093136	0.18	
6633	2021-10-04 09:00:00	1500	0.2	6999.559061851116	0.2	
6634	2021-10-04 10:00:00	1500	0.2	6318.126932926986	0.2	
6635	2021-10-04 11:00:00	1500	0.2	5828.784887428784	0.2	
6636	2021-10-04 12:00:00	1500	0.2	5276.626381666705	0.2	
6637	2021-10-04 13:00:00	1500	0.2	5785.822006172393	0.2	
6638	2021-10-04 14:00:00	1500	0.2	6092.64927703564	0.2	
6639	2021-10-04 15:00:00	1500	0.2	7803.363824659847	0.2	
6640	2021-10-04 16:00:00	1500	0.2	10247.879326318764	0.2	
6641	2021-10-04 17:00:00	1500	0.18	9902.418145644619	0.18	
6642	2021-10-04 18:00:00	1500	0.18	14295.844327231838	0.18	
6643	2021-10-04 19:00:00	1500	0.18	13439.948880578431	0.18	
6644	2021-10-04 20:00:00	1500	0.18	15154.385759349232	0.18	
6645	2021-10-04 21:00:00	1500	0.2	14747.09625809216	0.2	
6646	2021-10-04 22:00:00	1500	0.2	13198.516879030894	0.2	
6647	2021-10-04 23:00:00	1500	0.2	10726.264117148681	0.2	
6648	2021-10-05 00:00:00	1500	0.2	7583.153731525049	0.2	
6649	2021-10-05 01:00:00	1500	0.2	7968.247131139136	0.2	
6650	2021-10-05 02:00:00	1500	0.2	7186.979854009206	0.2	
6651	2021-10-05 03:00:00	1500	0.2	6630.742255224453	0.2	
6652	2021-10-05 04:00:00	1500	0.2	6336.944503173759	0.2	
6653	2021-10-05 05:00:00	1500	0.18	5947.039769436267	0.18	
6654	2021-10-05 06:00:00	1500	0.18	7170.022686323134	0.18	
6655	2021-10-05 07:00:00	1500	0.18	8445.287646976894	0.18	
6656	2021-10-05 08:00:00	1500	0.18	8470.078774093136	0.18	
6657	2021-10-05 09:00:00	1500	0.2	6999.559061851116	0.2	
6658	2021-10-05 10:00:00	1500	0.2	6318.126932926986	0.2	
6659	2021-10-05 11:00:00	1500	0.2	5828.784887428784	0.2	
6660	2021-10-05 12:00:00	1500	0.2	5276.626381666705	0.2	
6661	2021-10-05 13:00:00	1500	0.2	5785.822006172393	0.2	
6662	2021-10-05 14:00:00	1500	0.2	6092.64927703564	0.2	
6663	2021-10-05 15:00:00	1500	0.2	7803.363824659847	0.2	
6664	2021-10-05 16:00:00	1500	0.2	10247.879326318764	0.2	
6665	2021-10-05 17:00:00	1500	0.18	9902.418145644619	0.18	
6666	2021-10-05 18:00:00	1500	0.18	14295.844327231838	0.18	
6667	2021-10-05 19:00:00	1500	0.18	13439.948880578431	0.18	
6668	2021-10-05 20:00:00	1500	0.18	15154.385759349232	0.18	
6669	2021-10-05 21:00:00	1500	0.2	14747.09625809216	0.2	
6670	2021-10-05 22:00:00	1500	0.2	13198.516879030894	0.2	
6671	2021-10-05 23:00:00	1500	0.2	10726.264117148681	0.2	
6672	2021-10-06 00:00:00	1500	0.2	7583.153731525049	0.2	
6673	2021-10-06 01:00:00	1500	0.2	7968.247131139136	0.2	
6674	2021-10-06 02:00:00	1500	0.2	7186.979854009206	0.2	
6675	2021-10-06 03:00:00	1500	0.2	6630.742255224453	0.2	
6676	2021-10-06 04:00:00	1500	0.2	6336.944503173759	0.2	
6677	2021-10-06 05:00:00	1500	0.18	5947.039769436267	0.18	
6678	2021-10-06 06:00:00	1500	0.18	7170.022686323134	0.18	
6679	2021-10-06 07:00:00	1500	0.18	8445.287646976894	0.18	
6680	2021-10-06 08:00:00	1500	0.18	8470.078774093136	0.18	
6681	2021-10-06 09:00:00	1500	0.2	6999.559061851116	0.2	
6682	2021-10-06 10:00:00	1500	0.2	6318.126932926986	0.2	
6683	2021-10-06 11:00:00	1500	0.2	5828.784887428784	0.2	
6684	2021-10-06 12:00:00	1500	0.2	5276.626381666705	0.2	
6685	2021-10-06 13:00:00	1500	0.2	5785.822006172393	0.2	
6686	2021-10-06 14:00:00	1500	0.2	6092.64927703564	0.2	
6687	2021-10-06 15:00:00	1500	0.2	7803.363824659847	0.2	
6688	2021-10-06 16:00:00	1500	0.2	10247.879326318764	0.2	
6689	2021-10-06 17:00:00	1500	0.18	9902.418145644619	0.18	
6690	2021-10-06 18:00:00	1500	0.18	14295.844327231838	0.18	
6691	2021-10-06 19:00:00	1500	0.18	13439.948880578431	0.18	
6692	2021-10-06 20:00:00	1500	0.18	15154.385759349232	0.18	
6693	2021-10-06 21:00:00	1500	0.2	14747.09625809216	0.2	
6694	2021-10-06 22:00:00	1500	0.2	13198.516879030894	0.2	
6695	2021-10-06 23:00:00	1500	0.2	10726.264117148681	0.2	
6696	2021-10-07 00:00:00	1500	0.2	8162.64831485839	0.2	
6697	2021-10-07 01:00:00	1500	0.2	8079.751131139135	0.2	
6698	2021-10-07 02:00:00	1500	0.2	7544.026104009206	0.2	
6699	2021-10-07 03:00:00	1500	0.2	7004.812338557795	0.2	
6700	2021-10-07 04:00:00	1500	0.2	6651.877753173758	0.2	
6701	2021-10-07 05:00:00	1500	0.18	6112.727936102938	0.18	
6702	2021-10-07 06:00:00	1500	0.18	5658.234602989793	0.18	
6703	2021-10-07 07:00:00	1500	0.18	6033.787480310224	0.18	
6704	2021-10-07 08:00:00	1500	0.18	7608.272607426465	0.18	
6705	2021-10-07 09:00:00	1500	0.2	8139.6383951844455	0.2	
6706	2021-10-07 10:00:00	1500	0.2	8019.479099593657	0.2	
6707	2021-10-07 11:00:00	1500	0.2	6776.973304095455	0.2	
6708	2021-10-07 12:00:00	1500	0.2	7670.874631666706	0.2	
6709	2021-10-07 13:00:00	1500	0.2	6987.913172839052	0.2	
6710	2021-10-07 14:00:00	1500	0.2	8289.507693702311	0.2	
6711	2021-10-07 15:00:00	1500	0.2	9041.982824659846	0.2	
6712	2021-10-07 16:00:00	1500	0.2	9701.602492985423	0.2	
6713	2021-10-07 17:00:00	1500	0.18	10687.490562311277	0.18	
6714	2021-10-07 18:00:00	1500	0.18	11152.148743898522	0.18	
6715	2021-10-07 19:00:00	1500	0.18	12808.89788057843	0.18	
6716	2021-10-07 20:00:00	1500	0.18	14062.938009349231	0.18	
6717	2021-10-07 21:00:00	1500	0.2	13513.778758092161	0.2	
6718	2021-10-07 22:00:00	1500	0.2	13540.910212364191	0.2	
6719	2021-10-07 23:00:00	1500	0.2	11152.502033815352	0.2	
6720	2021-10-08 00:00:00	1500	0.2	8162.64831485839	0.2	
6721	2021-10-08 01:00:00	1500	0.2	8079.751131139135	0.2	
6722	2021-10-08 02:00:00	1500	0.2	7544.026104009206	0.2	
6723	2021-10-08 03:00:00	1500	0.2	7004.812338557795	0.2	
6724	2021-10-08 04:00:00	1500	0.2	6651.877753173758	0.2	
6725	2021-10-08 05:00:00	1500	0.18	6112.727936102938	0.18	
6726	2021-10-08 06:00:00	1500	0.18	5658.234602989793	0.18	
6727	2021-10-08 07:00:00	1500	0.18	6033.787480310224	0.18	
6728	2021-10-08 08:00:00	1500	0.18	7608.272607426465	0.18	
6729	2021-10-08 09:00:00	1500	0.2	8139.6383951844455	0.2	
6730	2021-10-08 10:00:00	1500	0.2	8019.479099593657	0.2	
6731	2021-10-08 11:00:00	1500	0.2	6776.973304095455	0.2	
6732	2021-10-08 12:00:00	1500	0.2	7670.874631666706	0.2	
6733	2021-10-08 13:00:00	1500	0.2	6987.913172839052	0.2	
6734	2021-10-08 14:00:00	1500	0.2	8289.507693702311	0.2	
6735	2021-10-08 15:00:00	1500	0.2	9041.982824659846	0.2	
6736	2021-10-08 16:00:00	1500	0.2	9701.602492985423	0.2	
6737	2021-10-08 17:00:00	1500	0.18	10687.490562311277	0.18	
6738	2021-10-08 18:00:00	1500	0.18	11152.148743898522	0.18	
6739	2021-10-08 19:00:00	1500	0.18	12808.89788057843	0.18	
6740	2021-10-08 20:00:00	1500	0.18	14062.938009349231	0.18	
6741	2021-10-08 21:00:00	1500	0.2	13513.778758092161	0.2	
6742	2021-10-08 22:00:00	1500	0.2	13540.910212364191	0.2	
6743	2021-10-08 23:00:00	1500	0.2	11152.502033815352	0.2	
6744	2021-10-09 00:00:00	1500	0.2	7583.153731525049	0.2	
6745	2021-10-09 01:00:00	1500	0.2	7968.247131139136	0.2	
6746	2021-10-09 02:00:00	1500	0.2	7186.979854009206	0.2	
6747	2021-10-09 03:00:00	1500	0.2	6630.742255224453	0.2	
6748	2021-10-09 04:00:00	1500	0.2	6336.944503173759	0.2	
6749	2021-10-09 05:00:00	1500	0.18	5947.039769436267	0.18	
6750	2021-10-09 06:00:00	1500	0.18	7170.022686323134	0.18	
6751	2021-10-09 07:00:00	1500	0.18	8445.287646976894	0.18	
6752	2021-10-09 08:00:00	1500	0.18	8470.078774093136	0.18	
6753	2021-10-09 09:00:00	1500	0.2	6999.559061851116	0.2	
6754	2021-10-09 10:00:00	1500	0.2	6318.126932926986	0.2	
6755	2021-10-09 11:00:00	1500	0.2	5828.784887428784	0.2	
6756	2021-10-09 12:00:00	1500	0.2	5276.626381666705	0.2	
6757	2021-10-09 13:00:00	1500	0.2	5785.822006172393	0.2	
6758	2021-10-09 14:00:00	1500	0.2	6092.64927703564	0.2	
6759	2021-10-09 15:00:00	1500	0.2	7803.363824659847	0.2	
6760	2021-10-09 16:00:00	1500	0.2	10247.879326318764	0.2	
6761	2021-10-09 17:00:00	1500	0.18	9902.418145644619	0.18	
6762	2021-10-09 18:00:00	1500	0.18	14295.844327231838	0.18	
6763	2021-10-09 19:00:00	1500	0.18	13439.948880578431	0.18	
6764	2021-10-09 20:00:00	1500	0.18	15154.385759349232	0.18	
6765	2021-10-09 21:00:00	1500	0.2	14747.09625809216	0.2	
6766	2021-10-09 22:00:00	1500	0.2	13198.516879030894	0.2	
6767	2021-10-09 23:00:00	1500	0.2	10726.264117148681	0.2	
6768	2021-10-10 00:00:00	1500	0.2	7583.153731525049	0.2	
6769	2021-10-10 01:00:00	1500	0.2	7968.247131139136	0.2	
6770	2021-10-10 02:00:00	1500	0.2	7186.979854009206	0.2	
6771	2021-10-10 03:00:00	1500	0.2	6630.742255224453	0.2	
6772	2021-10-10 04:00:00	1500	0.2	6336.944503173759	0.2	
6773	2021-10-10 05:00:00	1500	0.18	5947.039769436267	0.18	
6774	2021-10-10 06:00:00	1500	0.18	7170.022686323134	0.18	
6775	2021-10-10 07:00:00	1500	0.18	8445.287646976894	0.18	
6776	2021-10-10 08:00:00	1500	0.18	8470.078774093136	0.18	
6777	2021-10-10 09:00:00	1500	0.2	6999.559061851116	0.2	
6778	2021-10-10 10:00:00	1500	0.2	6318.126932926986	0.2	
6779	2021-10-10 11:00:00	1500	0.2	5828.784887428784	0.2	
6780	2021-10-10 12:00:00	1500	0.2	5276.626381666705	0.2	
6781	2021-10-10 13:00:00	1500	0.2	5785.822006172393	0.2	
