simulation_time	physical_time	dummy_complete_profile_0_ElectricDam_0.energy	dummy_complete_profile_0_ElectricDam_0.money	
46	2019-01-02 22:00:00	-108.51922022760002	0.2281	
47	2019-01-02 23:00:00	-102.59169979500001	0.2047	
48	2019-01-03 00:00:00	-97.57610558280001	0.2	
49	2019-01-03 01:00:00	-93.472437591	0.1703	
50	2019-01-03 02:00:00	-88.91280648900002	0.155	
51	2019-01-03 03:00:00	-89.36876959920001	0.1402	
52	2019-01-03 04:00:00	-91.64858515020002	0.0855	
53	2019-01-03 05:00:00	-86.17702782779999	0.0684	
54	2019-01-03 06:00:00	-85.72106471760002	0.0669	
55	2019-01-03 07:00:00	-98.03206869300001	0.0873	
56	2019-01-03 08:00:00	-113.99077755	0.1524	
57	2019-01-03 09:00:00	-113.53481443980002	0.1306	
58	2019-01-03 10:00:00	-106.6953677868	0.1332	
59	2019-01-03 11:00:00	-99.39995802360002	0.1261	
60	2019-01-03 12:00:00	-96.6641793624	0.1441	
61	2019-01-03 13:00:00	-97.12014247260002	0.1454	
62	2019-01-03 14:00:00	-98.03206869300001	0.1214	
63	2019-01-03 15:00:00	-95.2962900318	0.1234	
64	2019-01-03 16:00:00	-92.5605113706	0.1166	
65	2019-01-03 17:00:00	-93.472437591	0.1205	
66	2019-01-03 18:00:00	-92.10454826040001	0.179	
67	2019-01-03 19:00:00	-89.36876959920001	0.2202	
68	2019-01-03 20:00:00	-88.45684337880002	0.2157	
69	2019-01-03 21:00:00	-88.91280648900002	0.2055	
70	2019-01-03 22:00:00	-94.84032692160001	0.2281	
71	2019-01-03 23:00:00	-119.4623348724	0.2047	
72	2019-01-04 00:00:00	-151.8357156966	0.2	
73	2019-01-04 01:00:00	-177.82561297800004	0.1703	
74	2019-01-04 02:00:00	-169.61827699440005	0.155	
75	2019-01-04 03:00:00	-160.49901479040005	0.1402	
76	2019-01-04 04:00:00	-155.93938368840006	0.0855	
77	2019-01-04 05:00:00	-180.56139163920002	0.0684	
78	2019-01-04 06:00:00	-217.9503666756	0.0669	
79	2019-01-04 07:00:00	-222.50999777760003	0.0873	
80	2019-01-04 08:00:00	-224.33385021840002	0.1524	
81	2019-01-04 09:00:00	-235.27696486320005	0.1306	
82	2019-01-04 10:00:00	-235.27696486320005	0.1332	
83	2019-01-04 11:00:00	-247.13200572840003	0.1261	
84	2019-01-04 12:00:00	-280.87327588320005	0.1441	
85	2019-01-04 13:00:00	-311.8787673768001	0.1454	
86	2019-01-04 14:00:00	-329.20536556440004	0.1214	
87	2019-01-04 15:00:00	-334.6769228868	0.1234	
88	2019-01-04 16:00:00	-322.36591891140006	0.1166	
89	2019-01-04 17:00:00	-323.73380824200007	0.1205	
90	2019-01-04 18:00:00	-321.453992691	0.179	
91	2019-01-04 19:00:00	-316.894361589	0.2202	
92	2019-01-04 20:00:00	-310.9668411564001	0.2157	
93	2019-01-04 21:00:00	-305.495283834	0.2055	
94	2019-01-04 22:00:00	-301.84757895240006	0.2281	
95	2019-01-04 23:00:00	-298.65583718100004	0.2047	
96	2019-01-05 00:00:00	-296.37602163	0.2	
97	2019-01-05 01:00:00	-300.0237265116	0.1703	
98	2019-01-05 02:00:00	-309.1429887156	0.155	
99	2019-01-05 03:00:00	-320.5420664706	0.1402	
100	2019-01-05 04:00:00	-329.66132867460004	0.0855	
101	2019-01-05 05:00:00	-328.7494024542001	0.0684	
102	2019-01-05 06:00:00	-316.894361589	0.0669	
103	2019-01-05 07:00:00	-304.12739450340007	0.0873	
104	2019-01-05 08:00:00	-296.8319847402	0.1524	
105	2019-01-05 09:00:00	-305.0393207238001	0.1306	
106	2019-01-05 10:00:00	-310.51087804620005	0.1332	
107	2019-01-05 11:00:00	-304.5833576136	0.1261	
108	2019-01-05 12:00:00	-296.37602163	0.1441	
109	2019-01-05 13:00:00	-290.44850119740005	0.1454	
110	2019-01-05 14:00:00	-273.57786612	0.1214	
111	2019-01-05 15:00:00	-266.2824563568	0.1234	
112	2019-01-05 16:00:00	-272.20997678940006	0.1166	
113	2019-01-05 17:00:00	-273.57786612	0.1205	
114	2019-01-05 18:00:00	-277.22557100160003	0.179	
115	2019-01-05 19:00:00	-291.3604274178	0.2202	
116	2019-01-05 20:00:00	-300.4796896218001	0.2157	
117	2019-01-05 21:00:00	-299.5677634014001	0.2055	
118	2019-01-05 22:00:00	-286.3448332056	0.2281	
119	2019-01-05 23:00:00	-272.6659398996	0.2047	
120	2019-01-06 00:00:00	-258.98704659360004	0.2	
121	2019-01-06 01:00:00	-250.77971061000005	0.1703	
122	2019-01-06 02:00:00	-246.67604261820006	0.155	
123	2019-01-06 03:00:00	-243.02833773660004	0.1402	
124	2019-01-06 04:00:00	-252.60356305080003	0.0855	
125	2019-01-06 05:00:00	-284.976943875	0.0684	
126	2019-01-06 06:00:00	-282.69712832400006	0.0669	
127	2019-01-06 07:00:00	-270.3861243486	0.0873	
128	2019-01-06 08:00:00	-271.7540136792	0.1524	
129	2019-01-06 09:00:00	-292.72831674840006	0.1306	
130	2019-01-06 10:00:00	-308.68702560540004	0.1332	
131	2019-01-06 11:00:00	-311.4228042666	0.1261	
132	2019-01-06 12:00:00	-332.3971073358001	0.1441	
133	2019-01-06 13:00:00	-380.72919701700005	0.1454	
134	2019-01-06 14:00:00	-407.1750574086001	0.1214	
135	2019-01-06 15:00:00	-430.4291760288001	0.1234	
136	2019-01-06 16:00:00	-469.64200350600004	0.1166	
137	2019-01-06 17:00:00	-487.880527914	0.1205	
138	2019-01-06 18:00:00	-469.64200350600004	0.179	
139	2019-01-06 19:00:00	-450.03558976740004	0.2202	
140	2019-01-06 20:00:00	-419.0300982738001	0.2157	
141	2019-01-06 21:00:00	-386.6567174496	0.2055	
142	2019-01-06 22:00:00	-364.77048816000007	0.2281	
143	2019-01-06 23:00:00	-344.25214820100007	0.2047	
144	2019-01-07 00:00:00	-328.7494024542001	0.2	
145	2019-01-07 01:00:00	-332.3971073358001	0.1703	
146	2019-01-07 02:00:00	-369.78608237220004	0.155	
147	2019-01-07 03:00:00	-356.5631521764001	0.1402	
148	2019-01-07 04:00:00	-342.42829576020006	0.0855	
149	2019-01-07 05:00:00	-339.69251709900004	0.0684	
150	2019-01-07 06:00:00	-326.0136237930001	0.0669	
151	2019-01-07 07:00:00	-306.8631731646	0.0873	
152	2019-01-07 08:00:00	-291.3604274178	0.1524	
153	2019-01-07 09:00:00	-282.69712832400006	0.1306	
154	2019-01-07 10:00:00	-272.20997678940006	0.1332	
155	2019-01-07 11:00:00	-267.19438257720003	0.1261	
156	2019-01-07 12:00:00	-280.87327588320005	0.1441	
157	2019-01-07 13:00:00	-281.7852021036	0.1454	
158	2019-01-07 14:00:00	-265.3705301364	0.1214	
159	2019-01-07 15:00:00	-259.44300970380004	0.1234	
160	2019-01-07 16:00:00	-274.03382923020007	0.1166	
161	2019-01-07 17:00:00	-281.32923899340005	0.1205	
162	2019-01-07 18:00:00	-269.47419812820004	0.179	
163	2019-01-07 19:00:00	-267.19438257720003	0.2202	
164	2019-01-07 20:00:00	-275.857681671	0.2157	
165	2019-01-07 21:00:00	-282.2411652138	0.2055	
166	2019-01-07 22:00:00	-294.09620607900007	0.2281	
167	2019-01-07 23:00:00	-306.4072100544	0.2047	
