simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	
2220	2021-04-03 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-7.574154514353936	0.06	
2221	2021-04-03 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-28.678332882438006	0.06	
2222	2021-04-03 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-69.77791145938146	0.06	
2223	2021-04-03 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-13.835227892976068	0.06	
2224	2021-04-03 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2225	2021-04-03 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2226	2021-04-03 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2227	2021-04-03 19:00:00	0	0	0	0	0	0	
2228	2021-04-03 20:00:00	0	0	0	0	0	0	
2229	2021-04-03 21:00:00	0	0	0	0	0	0	
2230	2021-04-03 22:00:00	0	0	0	0	0	0	
2231	2021-04-03 23:00:00	0	0	0	0	0	0	
2232	2021-04-04 00:00:00	0	0	0	0	0	0	
2233	2021-04-04 01:00:00	0	0	0	0	0	0	
2234	2021-04-04 02:00:00	0	0	0	0	0	0	
2235	2021-04-04 03:00:00	0	0	0	0	0	0	
2236	2021-04-04 04:00:00	0	0	0	0	0	0	
2237	2021-04-04 05:00:00	0	0	0	0	0	0	
2238	2021-04-04 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2239	2021-04-04 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-6.900564656942318	0.04	
2240	2021-04-04 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-29.34567682102964	0.04	
2241	2021-04-04 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-37.430291203500644	0.06	
2242	2021-04-04 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-47.66938817931742	0.06	
2243	2021-04-04 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-58.86979325462093	0.06	
2244	2021-04-04 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-57.95180092066649	0.06	
2245	2021-04-04 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-57.06071847842435	0.06	
2246	2021-04-04 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-56.18189554104089	0.06	
2247	2021-04-04 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-18.964646611526916	0.06	
2248	2021-04-04 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-2.2748486084662405	0.06	
2249	2021-04-04 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2250	2021-04-04 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2251	2021-04-04 19:00:00	0	0	0	0	0	0	
2252	2021-04-04 20:00:00	0	0	0	0	0	0	
2253	2021-04-04 21:00:00	0	0	0	0	-7.353007514766365	0.06	
2254	2021-04-04 22:00:00	0	0	0	0	-25.74983912144375	0.06	
2255	2021-04-04 23:00:00	0	0	0	0	-59.92933863042718	0.06	
2256	2021-04-05 00:00:00	0	0	0	0	-126.13429565609678	0.06	
2257	2021-04-05 01:00:00	0	0	0	0	-237.1036922931709	0.06	
2258	2021-04-05 02:00:00	0	0	0	0	-417.0121056576929	0.06	
2259	2021-04-05 03:00:00	0	0	0	0	-260.52546192014853	0.06	
2260	2021-04-05 04:00:00	0	0	0	0	-154.38587462876572	0.06	
2261	2021-04-05 05:00:00	0	0	0	0	-85.14433473051226	0.04	
2262	2021-04-05 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-137.33300351092356	0.04	
2263	2021-04-05 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-210.8463398353724	0.04	
2264	2021-04-05 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-308.858525236246	0.04	
2265	2021-04-05 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-251.831714050921	0.06	
2266	2021-04-05 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-205.69172018404882	0.06	
2267	2021-04-05 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-164.55953067687454	0.06	
2268	2021-04-05 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-55.425687748605995	0.06	
2269	2021-04-05 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-11.038129470116315	0.06	
2270	2021-04-05 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	0	0	
2271	2021-04-05 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	
2272	2021-04-05 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2273	2021-04-05 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2274	2021-04-05 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2275	2021-04-05 19:00:00	0	0	0	0	0	0	
2276	2021-04-05 20:00:00	0	0	0	0	0	0	
2277	2021-04-05 21:00:00	0	0	0	0	0	0	
2278	2021-04-05 22:00:00	0	0	0	0	0	0	
2279	2021-04-05 23:00:00	0	0	0	0	0	0	
2280	2021-04-06 00:00:00	0	0	0	0	0	0	
2281	2021-04-06 01:00:00	0	0	0	0	0	0	
2282	2021-04-06 02:00:00	0	0	0	0	0	0	
2283	2021-04-06 03:00:00	0	0	0	0	0	0	
2284	2021-04-06 04:00:00	0	0	0	0	0	0	
2285	2021-04-06 05:00:00	0	0	0	0	0	0	
2286	2021-04-06 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2287	2021-04-06 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	
2288	2021-04-06 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	
2289	2021-04-06 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	
2290	2021-04-06 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-5.346047619404517	0.06	
2291	2021-04-06 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-15.248884672944422	0.06	
2292	2021-04-06 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-12.566801959775058	0.06	
2293	2021-04-06 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-9.898665631404194	0.06	
2294	2021-04-06 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-7.56381211550282	0.06	
2295	2021-04-06 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-2.4297933714240703	0.06	
2296	2021-04-06 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2297	2021-04-06 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2298	2021-04-06 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2299	2021-04-06 19:00:00	0	0	0	0	0	0	
2300	2021-04-06 20:00:00	0	0	0	0	0	0	
2301	2021-04-06 21:00:00	0	0	0	0	0	0	
2302	2021-04-06 22:00:00	0	0	0	0	0	0	
2303	2021-04-06 23:00:00	0	0	0	0	0	0	
2304	2021-04-07 00:00:00	0	0	0	0	0	0	
2305	2021-04-07 01:00:00	0	0	0	0	0	0	
2306	2021-04-07 02:00:00	0	0	0	0	0	0	
2307	2021-04-07 03:00:00	0	0	0	0	0	0	
2308	2021-04-07 04:00:00	0	0	0	0	0	0	
2309	2021-04-07 05:00:00	0	0	0	0	0	0	
2310	2021-04-07 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2311	2021-04-07 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-35.65297959668729	0.04	
2312	2021-04-07 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-180.6435056190719	0.04	
2313	2021-04-07 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-241.55159682798555	0.06	
2314	2021-04-07 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-317.5166240427638	0.06	
2315	2021-04-07 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-407.3784364757517	0.06	
2316	2021-04-07 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-480.5041794441441	0.06	
2317	2021-04-07 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-563.9055166857713	0.06	
2318	2021-04-07 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-658.5546412040935	0.06	
2319	2021-04-07 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-335.4245197611299	0.06	
2320	2021-04-07 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-154.98221745287873	0.06	
2321	2021-04-07 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-59.60199657709128	0.04	
2322	2021-04-07 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-46.05945523247651	0.04	
2323	2021-04-07 19:00:00	0	0	0	0	-34.27980071821098	0.04	
2324	2021-04-07 20:00:00	0	0	0	0	-25.213261508597718	0.04	
2325	2021-04-07 21:00:00	0	0	0	0	-39.98737477787719	0.06	
2326	2021-04-07 22:00:00	0	0	0	0	-59.88295739470621	0.06	
2327	2021-04-07 23:00:00	0	0	0	0	-87.27127353842998	0.06	
2328	2021-04-08 00:00:00	0	0	0	0	-46.34188649347099	0.06	
2329	2021-04-08 01:00:00	0	0	0	0	-21.631182198841117	0.06	
2330	2021-04-08 02:00:00	0	0	0	0	-7.375562539175957	0.06	
2331	2021-04-08 03:00:00	0	0	0	0	-6.905918786362488	0.06	
2332	2021-04-08 04:00:00	0	0	0	0	-6.676212560411854	0.06	
2333	2021-04-08 05:00:00	0	0	0	0	-6.44981392180569	0.04	
2334	2021-04-08 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-24.853761396073974	0.04	
2335	2021-04-08 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-59.988473308125045	0.04	
2336	2021-04-08 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-122.97491693471025	0.04	
2337	2021-04-08 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-91.8862692702855	0.06	
2338	2021-04-08 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-66.16327919939826	0.06	
2339	2021-04-08 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-46.88134225332615	0.06	
2340	2021-04-08 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-56.2587160071001	0.06	
2341	2021-04-08 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-66.92980371533709	0.06	
2342	2021-04-08 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-79.00925341978297	0.06	
2343	2021-04-08 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-44.57693167920896	0.06	
2344	2021-04-08 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-22.80736883021385	0.06	
2345	2021-04-08 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-9.347600395923795	0.04	
2346	2021-04-08 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2347	2021-04-08 19:00:00	0	0	0	0	0	0	
2348	2021-04-08 20:00:00	0	0	0	0	0	0	
2349	2021-04-08 21:00:00	0	0	0	0	0	0	
2350	2021-04-08 22:00:00	0	0	0	0	0	0	
2351	2021-04-08 23:00:00	0	0	0	0	0	0	
2352	2021-04-09 00:00:00	0	0	0	0	0	0	
2353	2021-04-09 01:00:00	0	0	0	0	0	0	
2354	2021-04-09 02:00:00	0	0	0	0	0	0	
2355	2021-04-09 03:00:00	0	0	0	0	0	0	
2356	2021-04-09 04:00:00	0	0	0	0	0	0	
2357	2021-04-09 05:00:00	0	0	0	0	0	0	
2358	2021-04-09 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2359	2021-04-09 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-8.359274804592253	0.04	
2360	2021-04-09 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-44.84998360109515	0.04	
2361	2021-04-09 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-42.01357616693987	0.06	
2362	2021-04-09 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-39.9648983342442	0.06	
2363	2021-04-09 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-37.3554155624116	0.06	
2364	2021-04-09 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-29.76065007712186	0.06	
2365	2021-04-09 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-23.284355787628545	0.06	
2366	2021-04-09 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-17.79484980098444	0.06	
2367	2021-04-09 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-4.720975049823799	0.06	
2368	2021-04-09 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2369	2021-04-09 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2370	2021-04-09 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2371	2021-04-09 19:00:00	0	0	0	0	0	0	
2372	2021-04-09 20:00:00	0	0	0	0	0	0	
2373	2021-04-09 21:00:00	0	0	0	0	0	0	
2374	2021-04-09 22:00:00	0	0	0	0	0	0	
2375	2021-04-09 23:00:00	0	0	0	0	0	0	
2376	2021-04-10 00:00:00	0	0	0	0	0	0	
2377	2021-04-10 01:00:00	0	0	0	0	-2.770156867184579	0.06	
2378	2021-04-10 02:00:00	0	0	0	0	-12.637695031399973	0.06	
2379	2021-04-10 03:00:00	0	0	0	0	-5.160869882684554	0.06	
2380	2021-04-10 04:00:00	0	0	0	0	-0.37346346961086824	0.06	
2381	2021-04-10 05:00:00	0	0	0	0	0	0	
2382	2021-04-10 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2383	2021-04-10 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	
2384	2021-04-10 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1.2673634640668956	0.04	
2385	2021-04-10 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-14.582668336507052	0.06	
2386	2021-04-10 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-44.75702297941934	0.06	
2387	2021-04-10 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-101.68633927693458	0.06	
2388	2021-04-10 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-175.9290798169105	0.06	
2389	2021-04-10 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-286.58357952459676	0.06	
2390	2021-04-10 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-446.0098920180314	0.06	
2391	2021-04-10 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-165.94053747477273	0.06	
2392	2021-04-10 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-46.7566328176047	0.06	
2393	2021-04-10 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-5.123645470506424	0.04	
2394	2021-04-10 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2395	2021-04-10 19:00:00	0	0	0	0	0	0	
2396	2021-04-10 20:00:00	0	0	0	0	0	0	
2397	2021-04-10 21:00:00	0	0	0	0	0	0	
2398	2021-04-10 22:00:00	0	0	0	0	0	0	
2399	2021-04-10 23:00:00	0	0	0	0	0	0	
2400	2021-04-11 00:00:00	0	0	0	0	0	0	
2401	2021-04-11 01:00:00	0	0	0	0	0	0	
2402	2021-04-11 02:00:00	0	0	0	0	-2.448469414942736	0.06	
2403	2021-04-11 03:00:00	0	0	0	0	-16.408776574795354	0.06	
2404	2021-04-11 04:00:00	0	0	0	0	-44.93699025871979	0.06	
2405	2021-04-11 05:00:00	0	0	0	0	-98.35179793490511	0.04	
2406	2021-04-11 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-250.03016058740107	0.04	
2407	2021-04-11 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-537.9155375666954	0.04	
2408	2021-04-11 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1053.8111853139378	0.04	
2409	2021-04-11 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-1404.8185432113087	0.06	
2410	2021-04-11 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-1858.7529210036803	0.06	
2411	2021-04-11 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-2409.6205609810954	0.06	
2412	2021-04-11 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-1948.0773598598723	0.06	
2413	2021-04-11 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-1562.076095040614	0.06	
2414	2021-04-11 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-1241.0195681351333	0.06	
2415	2021-04-11 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-462.37396378617916	0.06	
2416	2021-04-11 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-134.64448107344012	0.06	
2417	2021-04-11 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-23.26968091120915	0.04	
2418	2021-04-11 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2419	2021-04-11 19:00:00	0	0	0	0	0	0	
2420	2021-04-11 20:00:00	0	0	0	0	0	0	
2421	2021-04-11 21:00:00	0	0	0	0	0	0	
2422	2021-04-11 22:00:00	0	0	0	0	0	0	
2423	2021-04-11 23:00:00	0	0	0	0	0	0	
2424	2021-04-12 00:00:00	0	0	0	0	0	0	
2425	2021-04-12 01:00:00	0	0	0	0	0	0	
2426	2021-04-12 02:00:00	0	0	0	0	0	0	
2427	2021-04-12 03:00:00	0	0	0	0	0	0	
2428	2021-04-12 04:00:00	0	0	0	0	0	0	
2429	2021-04-12 05:00:00	0	0	0	0	0	0	
2430	2021-04-12 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2431	2021-04-12 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	
2432	2021-04-12 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	
2433	2021-04-12 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	
2434	2021-04-12 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-5.346047619404517	0.06	
2435	2021-04-12 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-49.88912255210095	0.06	
2436	2021-04-12 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-25.178786087701855	0.06	
2437	2021-04-12 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-10.177329655712674	0.06	
2438	2021-04-12 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-1.8245283578348104	0.06	
2439	2021-04-12 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	
2440	2021-04-12 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2441	2021-04-12 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2442	2021-04-12 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2443	2021-04-12 19:00:00	0	0	0	0	0	0	
2444	2021-04-12 20:00:00	0	0	0	0	0	0	
2445	2021-04-12 21:00:00	0	0	0	0	0	0	
2446	2021-04-12 22:00:00	0	0	0	0	0	0	
2447	2021-04-12 23:00:00	0	0	0	0	0	0	
2448	2021-04-13 00:00:00	0	0	0	0	0	0	
2449	2021-04-13 01:00:00	0	0	0	0	0	0	
2450	2021-04-13 02:00:00	0	0	0	0	0	0	
2451	2021-04-13 03:00:00	0	0	0	0	0	0	
2452	2021-04-13 04:00:00	0	0	0	0	0	0	
2453	2021-04-13 05:00:00	0	0	0	0	0	0	
2454	2021-04-13 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2455	2021-04-13 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	
2456	2021-04-13 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	
2457	2021-04-13 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	
2458	2021-04-13 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-7.8334885315221765	0.06	
2459	2021-04-13 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-32.56276257947091	0.06	
2460	2021-04-13 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-22.845751251327943	0.06	
2461	2021-04-13 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-15.223240373706318	0.06	
2462	2021-04-13 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-9.347273113522194	0.06	
2463	2021-04-13 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	0	0	
2464	2021-04-13 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2465	2021-04-13 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2466	2021-04-13 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2467	2021-04-13 19:00:00	0	0	0	0	0	0	
2468	2021-04-13 20:00:00	0	0	0	0	0	0	
2469	2021-04-13 21:00:00	0	0	0	0	0	0	
2470	2021-04-13 22:00:00	0	0	0	0	0	0	
2471	2021-04-13 23:00:00	0	0	0	0	0	0	
2472	2021-04-14 00:00:00	0	0	0	0	0	0	
2473	2021-04-14 01:00:00	0	0	0	0	0	0	
2474	2021-04-14 02:00:00	0	0	0	0	0	0	
2475	2021-04-14 03:00:00	0	0	0	0	0	0	
2476	2021-04-14 04:00:00	0	0	0	0	0	0	
2477	2021-04-14 05:00:00	0	0	0	0	0	0	
2478	2021-04-14 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	0	0	
2479	2021-04-14 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	0	0	
2480	2021-04-14 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	0	0	
2481	2021-04-14 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	0	0	
2482	2021-04-14 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	0	0	
2483	2021-04-14 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	0	0	
2484	2021-04-14 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	0	0	
2485	2021-04-14 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-6.8604314157893045	0.06	
2486	2021-04-14 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-27.623983922926705	0.06	
2487	2021-04-14 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-8.299608042558393	0.06	
2488	2021-04-14 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	0	0	
2489	2021-04-14 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	0	0	
2490	2021-04-14 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	0	0	
2491	2021-04-14 19:00:00	0	0	0	0	0	0	
2492	2021-04-14 20:00:00	0	0	0	0	0	0	
2493	2021-04-14 21:00:00	0	0	0	0	0	0	
2494	2021-04-14 22:00:00	0	0	0	0	0	0	
2495	2021-04-14 23:00:00	0	0	0	0	0	0	
2496	2021-04-15 00:00:00	0	0	0	0	0	0	
2497	2021-04-15 01:00:00	0	0	0	0	0	0	
2498	2021-04-15 02:00:00	0	0	0	0	0	0	
2499	2021-04-15 03:00:00	0	0	0	0	0	0	
2500	2021-04-15 04:00:00	0	0	0	0	0	0	
2501	2021-04-15 05:00:00	0	0	0	0	0	0	
2502	2021-04-15 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-10.532427040686793	0.04	
2503	2021-04-15 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-54.06304138958563	0.04	
2504	2021-04-15 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-163.1981996565093	0.04	
2505	2021-04-15 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-270.64748006340807	0.06	
2506	2021-04-15 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-427.28537195100046	0.06	
2507	2021-04-15 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-654.4938303779558	0.06	
2508	2021-04-15 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-422.48273064322797	0.06	
2509	2021-04-15 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-261.48725971633075	0.06	
2510	2021-04-15 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-153.25073478029324	0.06	
2511	2021-04-15 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-113.53216222179745	0.06	
2512	2021-04-15 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-81.15191445838495	0.06	
2513	2021-04-15 17:00:00	-1490.4294856875001	0.04	-1490.4294856875001	0.04	-56.18386267578446	0.04	
2514	2021-04-15 18:00:00	-294.77971651171873	0.04	-294.77971651171873	0.04	-37.91205346515191	0.04	
2515	2021-04-15 19:00:00	0	0	0	0	-24.23220184806332	0.04	
2516	2021-04-15 20:00:00	0	0	0	0	-13.882343873543531	0.04	
2517	2021-04-15 21:00:00	0	0	0	0	-23.360471808508898	0.06	
2518	2021-04-15 22:00:00	0	0	0	0	-36.20125480956978	0.06	
2519	2021-04-15 23:00:00	0	0	0	0	-53.19989957586056	0.06	
2520	2021-04-16 00:00:00	0	0	0	0	-77.38550406223493	0.06	
2521	2021-04-16 01:00:00	0	0	0	0	-108.80602541083292	0.06	
2522	2021-04-16 02:00:00	0	0	0	0	-147.31282176693682	0.06	
2523	2021-04-16 03:00:00	0	0	0	0	-152.59214237020865	0.06	
2524	2021-04-16 04:00:00	0	0	0	0	-159.81459130676586	0.06	
2525	2021-04-16 05:00:00	0	0	0	0	-165.40121490376757	0.04	
2526	2021-04-16 06:00:00	-410.415836796875	0.04	-410.415836796875	0.04	-409.50541869490377	0.04	
2527	2021-04-16 07:00:00	-1665.2218971968753	0.04	-1665.2218971968753	0.04	-878.8796609973772	0.04	
2528	2021-04-16 08:00:00	-3028.6858524718755	0.04	-3028.6858524718755	0.04	-1723.2029153116716	0.04	
2529	2021-04-16 09:00:00	-4265.073371671875	0.06	-4265.073371671875	0.06	-2065.201108453285	0.06	
2530	2021-04-16 10:00:00	-4934.930638721876	0.06	-4934.930638721876	0.06	-2444.566416659399	0.06	
2531	2021-04-16 11:00:00	-5512.094168171877	0.06	-5512.094168171877	0.06	-2897.716856881623	0.06	
2532	2021-04-16 12:00:00	-5554.08807863672	0.06	-5554.08807863672	0.06	-2694.4774838695826	0.06	
2533	2021-04-16 13:00:00	-5119.187321521875	0.06	-5119.187321521875	0.06	-2503.8520766122324	0.06	
2534	2021-04-16 14:00:00	-4638.0838795929685	0.06	-4638.0838795929685	0.06	-2324.5539154007265	0.06	
2535	2021-04-16 15:00:00	-4078.9100266718756	0.06	-4078.9100266718756	0.06	-975.9066969206759	0.06	
2536	2021-04-16 16:00:00	-2885.95739915	0.06	-2885.95739915	0.06	-348.8416299323942	0.06	
