simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	
5156	2021-08-03 20:00:00	0	0	0	0	0	0	
5157	2021-08-03 21:00:00	0	0	0	0	0	0	
5158	2021-08-03 22:00:00	0	0	0	0	0	0	
5159	2021-08-03 23:00:00	0	0	0	0	0	0	
5160	2021-08-04 00:00:00	0	0	0	0	0	0	
5161	2021-08-04 01:00:00	0	0	0	0	0	0	
5162	2021-08-04 02:00:00	0	0	0	0	0	0	
5163	2021-08-04 03:00:00	0	0	0	0	0	0	
5164	2021-08-04 04:00:00	0	0	0	0	0	0	
5165	2021-08-04 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5166	2021-08-04 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-8.909910350233035	0.04	
5167	2021-08-04 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-44.42575808527122	0.04	
5168	2021-08-04 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-130.346452110897	0.04	
5169	2021-08-04 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-146.51583580626215	0.06	
5170	2021-08-04 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-164.2022440977823	0.06	
5171	2021-08-04 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-183.49099338225855	0.06	
5172	2021-08-04 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-215.75142996453957	0.06	
5173	2021-08-04 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-249.70554331872086	0.06	
5174	2021-08-04 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-287.717360960804	0.06	
5175	2021-08-04 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-165.44734345839203	0.06	
5176	2021-08-04 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-86.85384185331888	0.06	
5177	2021-08-04 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-40.79143680002121	0.04	
5178	2021-08-04 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-7.61726877654514	0.04	
5179	2021-08-04 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5180	2021-08-04 20:00:00	0	0	0	0	0	0	
5181	2021-08-04 21:00:00	0	0	0	0	0	0	
5182	2021-08-04 22:00:00	0	0	0	0	0	0	
5183	2021-08-04 23:00:00	0	0	0	0	0	0	
5184	2021-08-05 00:00:00	0	0	0	0	0	0	
5185	2021-08-05 01:00:00	0	0	0	0	0	0	
5186	2021-08-05 02:00:00	0	0	0	0	0	0	
5187	2021-08-05 03:00:00	0	0	0	0	0	0	
5188	2021-08-05 04:00:00	0	0	0	0	0	0	
5189	2021-08-05 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5190	2021-08-05 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5191	2021-08-05 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-11.10241531672054	0.04	
5192	2021-08-05 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-39.00970738340632	0.04	
5193	2021-08-05 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-43.64688602496604	0.06	
5194	2021-08-05 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-47.91727342710962	0.06	
5195	2021-08-05 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-52.47454378708328	0.06	
5196	2021-08-05 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-64.37002605057302	0.06	
5197	2021-08-05 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-78.12397089628621	0.06	
5198	2021-08-05 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-93.940260438114	0.06	
5199	2021-08-05 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-59.77161689721828	0.06	
5200	2021-08-05 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-35.71501996544796	0.06	
5201	2021-08-05 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-18.900132408351833	0.04	
5202	2021-08-05 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5203	2021-08-05 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5204	2021-08-05 20:00:00	0	0	0	0	0	0	
5205	2021-08-05 21:00:00	0	0	0	0	0	0	
5206	2021-08-05 22:00:00	0	0	0	0	0	0	
5207	2021-08-05 23:00:00	0	0	0	0	0	0	
5208	2021-08-06 00:00:00	0	0	0	0	0	0	
5209	2021-08-06 01:00:00	0	0	0	0	0	0	
5210	2021-08-06 02:00:00	0	0	0	0	0	0	
5211	2021-08-06 03:00:00	0	0	0	0	0	0	
5212	2021-08-06 04:00:00	0	0	0	0	0	0	
5213	2021-08-06 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5214	2021-08-06 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5215	2021-08-06 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5216	2021-08-06 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-0.13526735147579944	0.04	
5217	2021-08-06 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-7.401078535248053	0.06	
5218	2021-08-06 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-21.006955185604518	0.06	
5219	2021-08-06 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-44.275318205623	0.06	
5220	2021-08-06 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-97.77408624066682	0.06	
5221	2021-08-06 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-189.36586846881232	0.06	
5222	2021-08-06 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-333.6162347157545	0.06	
5223	2021-08-06 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-262.47884100067773	0.06	
5224	2021-08-06 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-204.1623452548923	0.06	
5225	2021-08-06 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-154.69646788341453	0.04	
5226	2021-08-06 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-70.01135720083248	0.04	
5227	2021-08-06 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-25.513144063467806	0.04	
5228	2021-08-06 20:00:00	0	0	0	0	-5.010832613641722	0.04	
5229	2021-08-06 21:00:00	0	0	0	0	-0.3630027985261473	0.06	
5230	2021-08-06 22:00:00	0	0	0	0	0	0	
5231	2021-08-06 23:00:00	0	0	0	0	0	0	
5232	2021-08-07 00:00:00	0	0	0	0	0	0	
5233	2021-08-07 01:00:00	0	0	0	0	0	0	
5234	2021-08-07 02:00:00	0	0	0	0	0	0	
5235	2021-08-07 03:00:00	0	0	0	0	0	0	
5236	2021-08-07 04:00:00	0	0	0	0	0	0	
5237	2021-08-07 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5238	2021-08-07 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5239	2021-08-07 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-3.189089374246061	0.04	
5240	2021-08-07 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-19.790679424412787	0.04	
5241	2021-08-07 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-32.916161961202654	0.06	
5242	2021-08-07 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-50.178938266665845	0.06	
5243	2021-08-07 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-74.08937466595076	0.06	
5244	2021-08-07 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-90.48230798721207	0.06	
5245	2021-08-07 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-109.45319776730568	0.06	
5246	2021-08-07 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-131.28988810120208	0.06	
5247	2021-08-07 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-87.95255713946129	0.06	
5248	2021-08-07 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-55.575069924502834	0.06	
5249	2021-08-07 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-32.80377894374217	0.04	
5250	2021-08-07 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-7.61726877654514	0.04	
5251	2021-08-07 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5252	2021-08-07 20:00:00	0	0	0	0	0	0	
5253	2021-08-07 21:00:00	0	0	0	0	0	0	
5254	2021-08-07 22:00:00	0	0	0	0	0	0	
5255	2021-08-07 23:00:00	0	0	0	0	0	0	
5256	2021-08-08 00:00:00	0	0	0	0	0	0	
5257	2021-08-08 01:00:00	0	0	0	0	0	0	
5258	2021-08-08 02:00:00	0	0	0	0	0	0	
5259	2021-08-08 03:00:00	0	0	0	0	0	0	
5260	2021-08-08 04:00:00	0	0	0	0	0	0	
5261	2021-08-08 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5262	2021-08-08 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5263	2021-08-08 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5264	2021-08-08 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	
5265	2021-08-08 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	
5266	2021-08-08 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	
5267	2021-08-08 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	0	0	
5268	2021-08-08 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	
5269	2021-08-08 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	
5270	2021-08-08 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	
5271	2021-08-08 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	
5272	2021-08-08 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	
5273	2021-08-08 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	
5274	2021-08-08 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5275	2021-08-08 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5276	2021-08-08 20:00:00	0	0	0	0	0	0	
5277	2021-08-08 21:00:00	0	0	0	0	0	0	
5278	2021-08-08 22:00:00	0	0	0	0	0	0	
5279	2021-08-08 23:00:00	0	0	0	0	0	0	
5280	2021-08-09 00:00:00	0	0	0	0	0	0	
5281	2021-08-09 01:00:00	0	0	0	0	0	0	
5282	2021-08-09 02:00:00	0	0	0	0	0	0	
5283	2021-08-09 03:00:00	0	0	0	0	0	0	
5284	2021-08-09 04:00:00	0	0	0	0	0	0	
5285	2021-08-09 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5286	2021-08-09 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5287	2021-08-09 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5288	2021-08-09 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	
5289	2021-08-09 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	
5290	2021-08-09 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	
5291	2021-08-09 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	0	0	
5292	2021-08-09 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	
5293	2021-08-09 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	
5294	2021-08-09 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	
5295	2021-08-09 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	
5296	2021-08-09 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	
5297	2021-08-09 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	
5298	2021-08-09 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5299	2021-08-09 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5300	2021-08-09 20:00:00	0	0	0	0	0	0	
5301	2021-08-09 21:00:00	0	0	0	0	0	0	
5302	2021-08-09 22:00:00	0	0	0	0	0	0	
5303	2021-08-09 23:00:00	0	0	0	0	0	0	
5304	2021-08-10 00:00:00	0	0	0	0	0	0	
5305	2021-08-10 01:00:00	0	0	0	0	0	0	
5306	2021-08-10 02:00:00	0	0	0	0	0	0	
5307	2021-08-10 03:00:00	0	0	0	0	0	0	
5308	2021-08-10 04:00:00	0	0	0	0	0	0	
5309	2021-08-10 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5310	2021-08-10 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-0.13551363626222113	0.04	
5311	2021-08-10 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-1.9332356418622003	0.04	
5312	2021-08-10 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-4.248302721559055	0.04	
5313	2021-08-10 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-9.410743745736854	0.06	
5314	2021-08-10 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-16.2873394193593	0.06	
5315	2021-08-10 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-26.000191811508156	0.06	
5316	2021-08-10 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-20.55249397787021	0.06	
5317	2021-08-10 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-16.25006895953795	0.06	
5318	2021-08-10 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-12.233119957152867	0.06	
5319	2021-08-10 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-1.2277722240194335	0.06	
5320	2021-08-10 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	
5321	2021-08-10 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	
5322	2021-08-10 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5323	2021-08-10 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5324	2021-08-10 20:00:00	0	0	0	0	0	0	
5325	2021-08-10 21:00:00	0	0	0	0	0	0	
5326	2021-08-10 22:00:00	0	0	0	0	0	0	
5327	2021-08-10 23:00:00	0	0	0	0	0	0	
5328	2021-08-11 00:00:00	0	0	0	0	0	0	
5329	2021-08-11 01:00:00	0	0	0	0	0	0	
5330	2021-08-11 02:00:00	0	0	0	0	0	0	
5331	2021-08-11 03:00:00	0	0	0	0	-0.36381353849671516	0.06	
5332	2021-08-11 04:00:00	0	0	0	0	-2.233033359656743	0.06	
5333	2021-08-11 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	-4.4443457545690155	0.04	
5334	2021-08-11 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-10.823125111522593	0.04	
5335	2021-08-11 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-19.80833980842236	0.04	
5336	2021-08-11 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-32.37840899850659	0.04	
5337	2021-08-11 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-36.465978588771186	0.06	
5338	2021-08-11 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-40.23951725977072	0.06	
5339	2021-08-11 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-44.275318205623	0.06	
5340	2021-08-11 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-43.54395323195409	0.06	
5341	2021-08-11 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-42.143794519692264	0.06	
5342	2021-08-11 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-40.77612274819613	0.06	
5343	2021-08-11 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-16.590249904907907	0.06	
5344	2021-08-11 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-3.6857050008307803	0.06	
5345	2021-08-11 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	
5346	2021-08-11 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5347	2021-08-11 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-0.5985506084734127	0.04	
5348	2021-08-11 20:00:00	0	0	0	0	-2.3779580324239946	0.04	
5349	2021-08-11 21:00:00	0	0	0	0	-0.2479822721620508	0.06	
5350	2021-08-11 22:00:00	0	0	0	0	0	0	
5351	2021-08-11 23:00:00	0	0	0	0	0	0	
5352	2021-08-12 00:00:00	0	0	0	0	0	0	
5353	2021-08-12 01:00:00	0	0	0	0	-0.847751149075535	0.06	
5354	2021-08-12 02:00:00	0	0	0	0	-3.534371929275759	0.06	
5355	2021-08-12 03:00:00	0	0	0	0	-0.36381353849671516	0.06	
5356	2021-08-12 04:00:00	0	0	0	0	0	0	
5357	2021-08-12 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5358	2021-08-12 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5359	2021-08-12 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5360	2021-08-12 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	
5361	2021-08-12 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	
5362	2021-08-12 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	
5363	2021-08-12 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	0	0	
5364	2021-08-12 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	0	0	
5365	2021-08-12 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	
5366	2021-08-12 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	
5367	2021-08-12 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	
5368	2021-08-12 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-33.358038683482505	0.06	
5369	2021-08-12 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-158.27817186991822	0.04	
5370	2021-08-12 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-97.72398553617245	0.04	
5371	2021-08-12 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-57.371786366012046	0.04	
5372	2021-08-12 20:00:00	0	0	0	0	-30.670509685007513	0.04	
5373	2021-08-12 21:00:00	0	0	0	0	-17.424533880933517	0.06	
5374	2021-08-12 22:00:00	0	0	0	0	-8.385435706311984	0.06	
5375	2021-08-12 23:00:00	0	0	0	0	-2.5384185337337817	0.06	
5376	2021-08-13 00:00:00	0	0	0	0	0	0	
5377	2021-08-13 01:00:00	0	0	0	0	0	0	
5378	2021-08-13 02:00:00	0	0	0	0	0	0	
5379	2021-08-13 03:00:00	0	0	0	0	0	0	
5380	2021-08-13 04:00:00	0	0	0	0	0	0	
5381	2021-08-13 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5382	2021-08-13 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5383	2021-08-13 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5384	2021-08-13 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-5.628908894468914	0.04	
5385	2021-08-13 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-8.885490661093701	0.06	
5386	2021-08-13 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-12.894081841801038	0.06	
5387	2021-08-13 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-17.384601159585017	0.06	
5388	2021-08-13 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-25.017606220382188	0.06	
5389	2021-08-13 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-33.96711645719775	0.06	
5390	2021-08-13 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-45.591717103236135	0.06	
5391	2021-08-13 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-27.408184877697433	0.06	
5392	2021-08-13 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-14.826883902033991	0.06	
5393	2021-08-13 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-6.462404299192908	0.04	
5394	2021-08-13 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5395	2021-08-13 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5396	2021-08-13 20:00:00	0	0	0	0	0	0	
5397	2021-08-13 21:00:00	0	0	0	0	0	0	
5398	2021-08-13 22:00:00	0	0	0	0	0	0	
5399	2021-08-13 23:00:00	0	0	0	0	0	0	
5400	2021-08-14 00:00:00	0	0	0	0	0	0	
5401	2021-08-14 01:00:00	0	0	0	0	0	0	
5402	2021-08-14 02:00:00	0	0	0	0	0	0	
5403	2021-08-14 03:00:00	0	0	0	0	0	0	
5404	2021-08-14 04:00:00	0	0	0	0	0	0	
5405	2021-08-14 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5406	2021-08-14 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5407	2021-08-14 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-12.612647491969808	0.04	
5408	2021-08-14 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-56.679981008359526	0.04	
5409	2021-08-14 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-62.70269572097941	0.06	
5410	2021-08-14 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-69.18525470970906	0.06	
5411	2021-08-14 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-77.18774667845295	0.06	
5412	2021-08-14 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-84.72397071695167	0.06	
5413	2021-08-14 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-92.79922182405132	0.06	
5414	2021-08-14 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-102.72781651130798	0.06	
5415	2021-08-14 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-54.7238083507234	0.06	
5416	2021-08-14 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-25.454813912108808	0.06	
5417	2021-08-14 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-8.85515364144701	0.04	
5418	2021-08-14 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5419	2021-08-14 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5420	2021-08-14 20:00:00	0	0	0	0	0	0	
5421	2021-08-14 21:00:00	0	0	0	0	0	0	
5422	2021-08-14 22:00:00	0	0	0	0	0	0	
5423	2021-08-14 23:00:00	0	0	0	0	0	0	
5424	2021-08-15 00:00:00	0	0	0	0	0	0	
5425	2021-08-15 01:00:00	0	0	0	0	0	0	
5426	2021-08-15 02:00:00	0	0	0	0	0	0	
5427	2021-08-15 03:00:00	0	0	0	0	0	0	
5428	2021-08-15 04:00:00	0	0	0	0	0	0	
5429	2021-08-15 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	0	0	
5430	2021-08-15 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	0	0	
5431	2021-08-15 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	0	0	
5432	2021-08-15 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	0	0	
5433	2021-08-15 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	0	0	
5434	2021-08-15 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	0	0	
5435	2021-08-15 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-11.06481897405721	0.06	
5436	2021-08-15 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-2.221356177825178	0.06	
5437	2021-08-15 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	0	0	
5438	2021-08-15 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	0	0	
5439	2021-08-15 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	0	0	
5440	2021-08-15 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	0	0	
5441	2021-08-15 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	0	0	
5442	2021-08-15 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	0	0	
5443	2021-08-15 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	0	0	
5444	2021-08-15 20:00:00	0	0	0	0	0	0	
5445	2021-08-15 21:00:00	0	0	0	0	0	0	
5446	2021-08-15 22:00:00	0	0	0	0	0	0	
5447	2021-08-15 23:00:00	0	0	0	0	0	0	
5448	2021-08-16 00:00:00	0	0	0	0	0	0	
5449	2021-08-16 01:00:00	0	0	0	0	0	0	
5450	2021-08-16 02:00:00	0	0	0	0	-3.7101394107588717	0.06	
5451	2021-08-16 03:00:00	0	0	0	0	-30.775894793901042	0.06	
5452	2021-08-16 04:00:00	0	0	0	0	-99.55166200620675	0.06	
5453	2021-08-16 05:00:00	-5.093988746875	0.04	-5.093988746875	0.04	-248.5975620730165	0.04	
5454	2021-08-16 06:00:00	-493.788562371875	0.04	-493.788562371875	0.04	-246.01807031208543	0.04	
5455	2021-08-16 07:00:00	-1685.2484688218751	0.04	-1685.2484688218751	0.04	-243.25084936620843	0.04	
5456	2021-08-16 08:00:00	-3036.8194247500005	0.04	-3036.8194247500005	0.04	-240.51764596254884	0.04	
5457	2021-08-16 09:00:00	-4051.19624295	0.06	-4051.19624295	0.06	-436.4140975365193	0.06	
5458	2021-08-16 10:00:00	-4777.09842605547	0.06	-4777.09842605547	0.06	-742.8335271259647	0.06	
5459	2021-08-16 11:00:00	-5321.5114634875	0.06	-5321.5114634875	0.06	-1194.1890670290472	0.06	
5460	2021-08-16 12:00:00	-5566.369540321875	0.06	-5566.369540321875	0.06	-1248.5445862101042	0.06	
5461	2021-08-16 13:00:00	-5492.1183158875	0.06	-5492.1183158875	0.06	-1295.27093478339	0.06	
5462	2021-08-16 14:00:00	-4975.288481471876	0.06	-4975.288481471876	0.06	-1353.3902456821786	0.06	
5463	2021-08-16 15:00:00	-4226.529020855469	0.06	-4226.529020855469	0.06	-803.5248218615361	0.06	
5464	2021-08-16 16:00:00	-3084.403986292969	0.06	-3084.403986292969	0.06	-450.9350262381268	0.06	
5465	2021-08-16 17:00:00	-1778.0095604218748	0.04	-1778.0095604218748	0.04	-236.98975646220688	0.04	
5466	2021-08-16 18:00:00	-520.0938115718751	0.04	-520.0938115718751	0.04	-113.6210716329144	0.04	
5467	2021-08-16 19:00:00	-20.342158017968753	0.04	-20.342158017968753	0.04	-46.40910704312828	0.04	
5468	2021-08-16 20:00:00	0	0	0	0	-13.54007780473815	0.04	
5469	2021-08-16 21:00:00	0	0	0	0	-6.713195037814191	0.06	
5470	2021-08-16 22:00:00	0	0	0	0	-1.931975784523146	0.06	
5471	2021-08-16 23:00:00	0	0	0	0	0	0	
5472	2021-08-17 00:00:00	0	0	0	0	0	0	
